GISJOIN,GEOGYEAR,CBSA,CBSAA,CM1AA1990,CM1AA1990L,CM1AA1990U,CM1AA2000,CM1AA2000L,CM1AA2000U,CM1AA2010,CM1AA2020,CM1AA2020L,CM1AA2020U,CM1AB1990,CM1AB1990L,CM1AB1990U,CM1AB2000,CM1AB2000L,CM1AB2000U,CM1AB2010,CM1AB2020,CM1AB2020L,CM1AB2020U,CM1AC1990,CM1AC1990L,CM1AC1990U,CM1AC2000,CM1AC2000L,CM1AC2000U,CM1AC2010,CM1AC2020,CM1AC2020L,CM1AC2020U,CM1AD1990,CM1AD1990L,CM1AD1990U,CM1AD2000,CM1AD2000L,CM1AD2000U,CM1AD2010,CM1AD2020,CM1AD2020L,CM1AD2020U,CM1AE1990,CM1AE1990L,CM1AE1990U,CM1AE2000,CM1AE2000L,CM1AE2000U,CM1AE2010,CM1AE2020,CM1AE2020L,CM1AE2020U,CM1AF1990,CM1AF1990L,CM1AF1990U,CM1AF2000,CM1AF2000L,CM1AF2000U,CM1AF2010,CM1AF2020,CM1AF2020L,CM1AF2020U,CM1AG1990,CM1AG2000,CM1AG2000L,CM1AG2000U,CM1AG2010,CM1AG2020,CM1AG2020L,CM1AG2020U
"G17540","2010","Clinton, IA Micro Area","17540",49882.00,49882,49882,48079.00,48079,48079,46152,41771.00,41771,41771,732.00,732,732,946.00,946,946,1291,1420.00,1420,1420,125.00,125,125,120.00,120,120,121,142.00,142,142,194.00,194,194,283.00,283,283,280,263.00,263,263,8.00,8,8,9.00,9,9,12,14.00,14,14,99.00,99,99,172.00,172,172,361,506.00,506,506,,540.00,540,540,899,2344.00,2344,2344
"G17580","2010","Clovis, NM Micro Area","17580",31904.00,31904,31904,32613.00,32613,32613,33728,27920.00,27912,27929,2909.00,2909,2909,3090.00,3090,3090,3055,2897.99,2897,2898,279.00,279,279,451.00,451,451,566,634.00,634,634,775.00,775,775,803.00,803,803,625,810.00,810,810,40.00,40,40,59.00,59,59,52,37.00,37,37,6300.00,6300,6300,6340.00,6340,6340,8344,8211.00,8211,8211,,1688.00,1688,1688,2006,7908.99,7907,7909
"G17660","2010","Coeur d'Alene, ID Metro Area","17660",68461.00,68450,68461,104168.00,104168,104168,130844,152476.57,152426,152661,94.00,94,94,183.00,183,183,416,522.00,522,522,675.00,675,675,1334.00,1334,1334,1781,1925.00,1925,1925,280.00,280,280,539.00,539,539,961,1420.00,1420,1420,46.00,46,46,74.00,74,74,129,216.00,216,216,239.00,239,239,643.00,643,643,1041,2318.00,2317,2318,,1744.00,1744,1744,3322,12524.19,12515,12531
"G17700","2010","Coffeyville, KS Micro Area","17700",34999.99,34987,35000,31094.96,31088,31095,29561,24297.00,24297,24297,2437.00,2437,2437,2199.00,2199,2199,2059,1566.00,1566,1566,898.00,898,898,1157.00,1155,1157,1188,1023.00,1023,1023,147.00,147,147,172.00,172,172,205,201.00,201,201,7.00,7,7,7.00,7,7,38,24.00,24,24,327.00,326,327,410.00,410,410,670,949.00,949,949,,1212.00,1212,1212,1750,3426.00,3426,3426
"G17740","2010","Coldwater, MI Micro Area","17740",40277.81,40228,40278,42750.80,42713,42751,42055,39594.40,39571,39595,705.00,705,705,1206.00,1206,1206,1393,1156.00,1154,1156,221.00,221,221,217.00,217,217,181,192.00,192,192,147.00,147,147,194.00,194,194,208,270.00,270,270,9.00,9,9,10.00,10,10,3,10.00,10,10,142.00,142,142,637.00,637,637,737,1184.00,1184,1184,,772.00,772,772,671,2454.79,2452,2455
"G17780","2010","College Station-Bryan, TX Metro Area","17780",115086.00,115007,115086,136270.00,136270,136270,167453,162859.99,162824,162860,20361.00,20355,20361,22685.00,22685,22685,27098,29424.99,29396,29425,363.00,363,363,699.00,699,699,1068,1858.00,1858,1858,4295.00,4295,4295,6164.00,6164,6164,10214,14941.00,14941,14941,51.00,51,51,116.00,116,116,123,254.00,254,254,10842.00,10839,10842,15342.00,15342,15342,17492,26403.00,26403,26403,,3609.00,3609,3609,5212,32507.00,32503,32507
"G17820","2010","Colorado Springs, CO Metro Area","17820",353585.52,353507,353629,439178.05,439050,439247,518266,538470.93,538276,538570,28617.00,28617,28617,33783.00,33782,33783,38602,43957.00,43955,43960,3348.00,3347,3348,4924.99,4920,4926,6159,7701.00,7694,7701,8828.00,8828,8828,13219.00,13219,13219,17220,22683.00,22682,22683,1065.00,1065,1065,1272.00,1272,1272,2206,3103.00,3101,3103,14035.00,14035,14035,24478.00,24478,24478,30795,43469.60,43451,43474,,20624.00,20619,20624,32365,95708.97,95693,95717
"G17860","2010","Columbia, MO Metro Area","17860",108892.00,108664,109026,125020.00,125016,125020,143931,148886.00,148886,148886,9109.00,9107,9111,12271.00,12271,12271,15643,18642.00,18642,18642,424.00,422,424,601.00,601,601,671,664.00,664,664,3118.00,3118,3118,4027.00,4027,4027,6170,7847.00,7847,7847,28.00,28,29,50.00,50,50,97,128.00,128,128,439.00,439,439,972.00,972,972,1511,3711.00,3711,3711,,2725.00,2725,2725,4763,13883.00,13883,13883
"G17900","2010","Columbia, SC Metro Area","17900",364755.70,364712,364853,410323.64,410283,410397,463516,462163.78,462111,462180,175232.50,175091,175273,212928.28,212921,212949,255104,269089.36,269049,269093,1125.00,1124,1125,1770.00,1770,1770,2746,3394.00,3392,3394,4697.00,4697,4697,7996.00,7996,7996,12704,18725.00,18725,18725,273.00,273,273,369.00,369,369,658,722.00,722,722,2251.00,2251,2251,6529.00,6529,6529,17873,25831.24,25811,25842,,7244.00,7244,7244,14997,49528.96,49525,49532
"G17940","2010","Columbia, TN Micro Area","17940",45867.99,45795,45901,57261.96,57238,57265,66677,77837.00,77837,77837,8606.99,8597,8607,9904.00,9904,9904,10154,11349.00,11349,11349,79.00,79,79,214.00,214,214,265,417.00,417,417,153.00,153,153,232.00,232,232,489,952.00,952,952,4.00,4,4,14.00,14,14,29,49.00,49,49,101.00,101,101,1003.00,1003,1003,1760,3401.00,3401,3401,,869.00,869,869,1582,6969.00,6969,6969
"G17980","2010","Columbus, GA-AL Metro Area","17980",160564.50,158930,160865,153636.45,152493,153980,154718,146872.96,146868,146879,98360.07,98325,98471,113303.94,113259,113436,119023,131305.61,131304,131318,835.00,831,835,1127.79,1118,1139,1183,1247.00,1247,1247,2710.93,2706,2711,3445.98,3440,3446,4975,6839.00,6839,6839,445.99,445,446,391.00,391,391,646,843.00,843,843,3417.99,3416,3418,4889.48,4881,4894,6335,9237.00,9237,9237,,4885.95,4879,4888,7985,21498.00,21498,21498
"G18020","2010","Columbus, IN Metro Area","18020",61774.00,61774,61774,67271.00,67271,67271,68824,65763.00,65763,65763,1005.00,1005,1005,1310.00,1310,1310,1420,1826.00,1826,1826,97.00,97,97,105.00,105,105,209,305.00,305,305,597.00,597,597,1358.00,1358,1358,2632,5390.00,5390,5390,13.00,13,13,28.00,28,28,48,49.00,49,49,171.00,171,171,683.00,683,683,2449,3865.00,3865,3865,,680.00,680,680,1212,5010.00,5010,5010
"G18060","2010","Columbus, MS Micro Area","18060",36736.00,36736,36736,34775.00,34775,34779,32259,29775.00,29775,29775,22041.00,22041,22082,25594.00,25594,25624,25993,25997.00,25997,25997,76.00,76,76,102.00,102,102,113,130.00,130,130,282.00,282,282,333.00,333,333,399,534.00,534,534,20.00,20,20,17.00,17,17,31,16.00,16,16,153.00,153,153,239.00,239,239,332,511.00,511,511,,526.00,526,526,652,1916.00,1916,1916
"G18100","2010","Columbus, NE Micro Area","18100",29454.00,29454,29454,29758.00,29758,29758,29021,26932.00,26932,26932,54.00,54,54,111.00,111,111,145,374.00,374,374,61.00,61,61,90.00,90,90,219,306.00,306,306,74.00,74,74,127.00,127,127,151,205.00,205,205,0.00,0,0,10.00,10,10,12,9.00,9,9,108.00,108,108,1105.00,1105,1105,2213,3680.00,3680,3680,,365.00,365,365,476,2790.00,2790,2790
"G18140","2010","Columbus, OH Metro Area","18140",1212329.83,1211987,1212429,1321826.52,1319372,1322001,1423596,1439053.11,1439016,1439192,164665.29,164658,164666,207310.04,205573,207370,273560,334612.11,334612,334615,2929.00,2929,2930,4131.49,4120,4132,4252,6162.00,6162,6162,20862.62,20861,20863,36771.55,36762,36773,57274,105099.00,105098,105099,234.00,234,234,591.00,591,591,927,719.00,719,719,4127.00,4127,4127,12492.17,12465,12493,30508,56898.00,56898,56898,,29417.40,29400,29420,46419,132933.94,132930,132948
"G18180","2010","Concord, NH Micro Area","18180",118575.30,118549,119205,132247.93,132221,132876,139609,138452.27,136796,139851,451.00,451,452,730.01,730,735,1530,2649.91,2642,2659,224.00,224,224,311.00,311,311,391,362.00,362,363,576.02,576,583,1171.00,1171,1183,2325,3023.76,2992,3034,19.00,19,19,29.00,29,29,41,64.00,64,64,155.00,155,155,315.00,315,322,484,1335.43,1326,1346,,1415.01,1415,1422,2065,7915.81,7827,7965
"G18220","2010","Connersville, IN Micro Area","18220",25462.00,25462,25462,24862.00,24862,24862,23532,22089.00,22089,22089,435.00,435,435,428.00,428,428,322,281.00,281,281,37.00,37,37,22.00,22,22,32,34.00,34,34,67.00,67,67,69.00,69,69,81,59.00,59,59,2.00,2,2,6.00,6,6,0,2.00,2,2,12.00,12,12,33.00,33,33,74,134.00,134,134,,168.00,168,168,236,799.00,799,799
"G18260","2010","Cookeville, TN Micro Area","18260",76743.85,76673,76937,89571.16,89509,89805,99494,100135.00,100135,100135,910.00,910,910,1136.00,1136,1136,1572,2325.00,2325,2325,108.00,108,108,220.00,220,220,438,811.00,811,811,474.00,474,474,607.00,607,607,901,1171.00,1171,1171,6.00,6,6,69.00,69,69,48,52.00,52,52,101.00,101,101,1054.00,1054,1054,2103,3485.00,3485,3485,,760.00,760,760,1486,6003.00,6003,6003
"G18300","2010","Coos Bay, OR Micro Area","18300",57786.97,57765,57787,57739.97,57722,57740,56618,54940.00,54918,54952,144.00,144,144,194.00,194,194,258,289.00,289,289,1401.00,1400,1401,1515.00,1514,1515,1589,1496.00,1493,1496,521.00,521,521,568.00,568,568,660,747.00,747,747,56.00,56,56,107.00,107,107,117,128.00,128,128,364.00,364,364,664.00,664,664,1072,1549.00,1549,1549,,1991.00,1991,1991,2729,5793.00,5792,5797
"G18340","2010","Corbin, KY Micro Area","18340",32998.24,32997,33048,35281.07,35280,35324,34704,34307.00,34307,34307,213.00,213,213,123.00,123,123,205,568.00,568,568,60.00,60,60,81.02,81,82,98,92.00,92,92,42.00,42,42,71.00,71,71,129,207.00,207,207,10.00,10,10,5.00,5,5,13,10.00,10,10,4.00,4,4,31.00,31,31,64,266.00,266,266,,274.00,274,274,424,1262.00,1262,1262
"G18380","2010","Cordele, GA Micro Area","18380",11783.00,11783,11783,11894.00,11894,11894,12487,10007.00,10007,10007,8153.00,8153,8153,9547.00,9547,9547,10079,8879.00,8879,8879,36.00,36,36,33.00,33,33,32,35.00,35,35,27.00,27,27,149.00,149,149,183,180.00,180,180,0.00,0,0,7.00,7,7,11,4.00,4,4,12.00,12,12,216.00,216,216,420,377.00,377,377,,150.00,150,150,227,646.00,646,646
"G18420","2010","Corinth, MS Micro Area","18420",28089.35,28085,28119,30197.35,30193,30227,31656,27992.00,27992,27992,3540.00,3540,3540,3827.00,3827,3827,4221,4337.00,4337,4337,22.00,22,22,33.00,33,33,77,101.00,101,101,53.00,53,53,73.00,73,73,117,181.00,181,181,0.00,0,0,22.00,22,22,8,19.00,19,19,22.00,22,22,203.00,203,203,601,723.00,723,723,,207.00,207,207,377,1387.00,1387,1387
"G18460","2010","Cornelia, GA Micro Area","18460",25324.84,25312,25400,31911.09,31873,31963,36893,36248.51,36235,36249,1554.00,1554,1554,1610.00,1610,1610,1444,1749.00,1749,1749,76.00,76,76,104.00,104,104,195,236.00,236,236,511.34,511,525,679.00,679,679,960,999.00,999,999,1.00,1,1,37.00,37,37,65,36.00,36,36,155.00,155,155,1073.00,1073,1073,2713,3043.91,3040,3044,,489.00,489,489,771,3717.76,3712,3718
"G18500","2010","Corning, NY Micro Area","18500",97038.92,96980,97039,95197.94,95137,95198,94315,84953.00,84953,84953,1153.00,1153,1153,1347.00,1342,1347,1540,1469.00,1469,1469,205.00,205,205,266.00,266,266,230,234.00,234,234,535.00,535,535,893.00,893,893,1161,1633.00,1633,1633,16.00,16,16,16.00,16,16,17,12.00,12,12,140.00,140,140,208.00,208,208,343,665.00,665,665,,798.00,798,798,1384,4618.00,4618,4618
"G18580","2010","Corpus Christi, TX Metro Area","18580",280284.00,280284,280284,297117.00,297117,297119,353293,251598.00,251598,251598,13978.00,13978,13978,15514.00,15514,15514,15011,15768.00,15768,15768,1505.00,1505,1505,2597.00,2597,2597,2685,3731.00,3731,3731,3120.00,3120,3120,4681.00,4681,4681,6723,9522.00,9522,9522,115.00,115,115,317.00,317,317,335,485.00,485,485,68784.00,68784,68784,70661.00,70661,70661,39786,53680.00,53680,53680,,12393.00,12393,12393,10352,110979.00,110979,110979
"G18620","2010","Corsicana, TX Micro Area","18620",30322.00,30318,30322,31966.00,31958,31966,33142,30019.00,30019,30019,7574.00,7574,7574,7577.00,7577,7577,6606,6425.00,6425,6425,127.00,127,127,209.00,209,209,305,473.00,473,473,156.00,156,156,214.00,214,214,253,401.00,401,401,115.00,115,115,150.00,150,150,382,734.00,734,734,1632.00,1632,1632,4263.00,4263,4263,5978,7520.00,7520,7520,,745.00,745,745,1069,7052.00,7052,7052
"G18660","2010","Cortland, NY Micro Area","18660",48132.00,48132,48132,47115.00,47115,47115,46901,41250.00,41250,41250,348.00,348,348,416.00,416,416,760,895.00,895,895,135.00,135,135,133.00,133,133,137,124.00,124,124,219.00,219,219,201.00,201,201,416,1028.00,1028,1028,3.00,3,3,5.00,5,5,5,15.00,15,15,126.00,126,126,154.00,154,154,271,825.00,825,825,,575.00,575,575,846,2672.00,2672,2672
"G18700","2010","Corvallis, OR Metro Area","18700",65099.78,64899,65355,69656.55,69539,69760,74506,74611.24,74557,74620,606.00,606,606,658.01,658,662,759,1002.00,1002,1002,553.02,553,557,618.70,616,620,627,819.00,817,819,3693.00,3693,3693,3506.01,3506,3507,4429,6428.00,6428,6428,198.00,197,198,188.00,188,188,213,292.00,292,292,645.00,645,645,1503.00,1503,1503,1985,3138.99,3134,3139,,2000.02,1991,2003,3060,8892.00,8888,8893
"G18740","2010","Coshocton, OH Micro Area","18740",34819.00,34819,34819,35685.00,35685,35685,35810,34727.83,34646,34730,415.00,415,415,399.00,399,399,395,397.00,397,397,68.00,68,68,62.00,62,62,81,63.00,63,63,111.00,111,111,118.00,118,118,103,104.00,104,104,1.00,1,1,10.00,10,10,3,13.00,13,13,13.00,13,13,72.00,72,72,81,120.00,120,120,,309.00,309,309,428,1184.95,1182,1185
"G18820","2010","Crawfordsville, IN Micro Area","18820",33971.00,33971,33971,36414.00,36414,36414,36309,34268.00,34268,34268,201.00,201,201,288.00,288,288,327,346.00,346,346,68.00,68,68,73.00,73,73,98,140.00,140,140,135.00,135,135,159.00,159,159,213,244.00,244,244,3.00,3,3,13.00,13,13,6,13.00,13,13,58.00,58,58,413.00,413,413,700,1126.00,1126,1126,,269.00,269,269,471,1799.00,1799,1799
"G18860","2010","Crescent City, CA Micro Area","18860",20210.00,20210,20210,21693.00,21693,21693,21098,17193.00,17193,17193,858.00,858,858,1184.00,1184,1184,993,855.00,855,855,1494.00,1494,1494,1770.00,1770,1770,2244,2434.00,2434,2434,408.00,408,408,637.00,637,637,965,840.00,840,840,42.00,42,42,23.00,23,23,32,46.00,46,46,448.00,448,448,1079.00,1079,1079,1980,2936.00,2936,2936,,1121.00,1121,1121,1298,3439.00,3439,3439
"G18880","2010","Crestview-Fort Walton Beach-Destin, FL Metro Area","18880",125191.00,125150,125229,142218.00,142152,142218,146582,151861.00,151861,151861,13007.00,13007,13007,15508.00,15508,15508,16797,19660.00,19660,19660,776.00,776,776,1030.00,1028,1030,1068,1206.00,1206,1206,3452.00,3452,3452,4205.00,4205,4205,5328,6802.00,6802,6802,206.00,206,206,232.00,232,232,354,489.00,489,489,1144.00,1144,1144,2264.00,2264,2264,3592,8017.00,8017,8017,,5041.00,5041,5041,7101,23633.00,23633,23633
"G18900","2010","Crossville, TN Micro Area","18900",34475.00,34475,34475,45917.00,45917,45917,54266,56870.00,56870,56870,42.00,42,42,59.00,59,59,161,312.00,312,312,137.00,137,137,118.00,118,118,173,173.00,173,173,45.00,45,45,113.00,113,113,238,367.00,367,367,4.00,4,4,12.00,12,12,37,15.00,15,15,33.00,33,33,211.00,211,211,617,788.00,788,788,,372.00,372,372,561,2620.00,2620,2620
"G18940","2010","Crowley, LA Micro Area","18940",45532.00,45532,45532,47521.00,47521,47521,49127,44478.54,44252,44489,10179.00,10179,10179,10740.00,10740,10740,11175,9988.96,9976,9989,48.00,48,48,116.00,116,116,163,152.00,152,152,71.00,71,71,89.00,89,89,137,163.00,163,163,4.00,4,4,4.00,4,4,6,2.00,2,2,48.00,48,48,117.00,117,117,349,817.00,817,817,,274.00,274,274,816,1972.22,1972,1973
"G18980","2010","Cullman, AL Micro Area","18980",66744.00,66685,66744,75010.38,74946,75011,76133,79142.00,79142,79142,560.00,560,560,743.00,743,743,856,937.00,937,937,134.00,134,134,290.00,290,290,408,408.00,408,408,106.00,106,106,140.00,140,140,343,522.00,522,522,11.00,11,11,27.00,27,27,18,64.00,64,64,58.00,58,58,477.00,477,477,1759,2136.00,2136,2136,,795.00,793,795,889,4657.00,4657,4657
"G19020","2010","Culpeper, VA Micro Area","19020",22568.66,22476,22569,26815.64,26719,26816,35058,36091.06,35882,36162,4783.00,4783,4783,6219.99,6218,6220,7368,6566.82,6549,6570,87.00,87,87,112.00,112,112,193,365.00,365,365,283.00,283,283,225.00,225,225,607,776.00,775,776,9.00,9,9,5.00,5,5,38,23.00,23,23,60.00,60,60,394.00,394,394,2131,4041.98,4041,4043,,490.00,489,490,1294,4687.00,4685,4689
"G19060","2010","Cumberland, MD-WV Metro Area","19060",98820.87,98805,98821,95738.93,95730,95739,93871,83168.73,83125,83500,2270.00,2270,2270,4696.00,4696,4696,6810,6064.00,6064,6074,71.00,71,71,145.00,145,145,148,178.00,178,178,386.00,386,386,444.00,444,444,678,859.24,859,861,5.00,5,5,21.00,21,21,32,27.00,27,27,90.00,90,90,197.00,197,197,226,572.00,572,572,,766.00,766,766,1534,4237.56,4236,4240
"G19100","2010","Dallas-Fort Worth-Arlington, TX Metro Area","19100",3017516.77,3017027,3017818,3574327.32,3574083,3574620,4161280,3736752.51,3736708,3736753,562212.00,562212,562212,716197.99,716193,716198,961871,1221245.97,1221244,1221246,19489.00,19486,19489,29299.38,29298,29306,43390,74059.00,74059,74059,95694.00,95694,95694,195246.00,195246,195246,341503,606642.00,606642,606642,2325.00,2325,2325,4366.00,4366,4366,6196,9391.00,9391,9391,292258.00,292256,292258,516738.29,516721,516751,677770,928897.00,928897,928897,,125446.29,125444,125454,179763,1065628.86,1065618,1065629
"G19140","2010","Dalton, GA Metro Area","19140",93514.61,93464,93999,102427.63,102202,102671,113943,98495.00,98495,98495,2942.00,2942,2942,3439.43,3435,3441,4090,4047.00,4047,4047,216.01,216,218,400.59,400,401,817,2636.00,2636,2636,374.00,374,374,860.94,858,863,1446,1561.00,1561,1561,6.00,6,6,33.00,33,33,95,39.00,39,39,1582.00,1582,1582,10994.77,10993,10995,18562,21048.00,21048,21048,,1913.32,1908,1914,3274,15011.00,15011,15011
"G19180","2010","Danville, IL Metro Area","19180",78956.00,78956,78957,72032.00,72032,72033,67323,57282.09,57282,57304,7841.00,7841,7841,8882.00,8882,8882,10571,10421.00,10421,10421,165.00,165,165,184.00,184,184,191,234.00,234,234,494.00,494,494,498.00,498,498,564,577.00,577,577,13.00,13,13,17.00,17,17,17,10.00,10,10,788.00,788,788,1212.00,1212,1212,1189,1644.00,1644,1644,,1094.00,1094,1094,1770,4020.01,4020,4022
"G19220","2010","Danville, KY Micro Area","19220",42429.00,42429,42429,46765.00,46765,46765,48641,48036.09,48036,48078,3065.00,3065,3065,3272.00,3272,3272,2686,2664.00,2664,2664,65.00,65,65,86.00,86,86,98,101.00,101,101,88.00,88,88,179.00,179,179,256,421.00,421,421,4.00,4,4,8.00,8,8,8,6.00,6,6,35.00,35,35,268.00,268,268,519,802.00,802,802,,480.00,480,480,966,2859.00,2859,2861
"G19260","2010","Danville, VA Metro Area","19260",73817.00,73817,73834,72386.00,72386,72411,68449,61934.48,61934,62370,34350.00,34350,34352,35958.00,35958,35960,34813,34296.40,34296,34439,117.00,117,117,169.00,169,169,226,355.01,355,357,321.00,321,321,408.00,408,408,584,806.00,806,808,4.00,4,4,17.00,17,17,29,23.00,23,23,102.00,102,102,449.00,449,449,1189,1924.00,1924,1939,,769.00,769,769,1271,3753.04,3753,3764
"G19300","2010","Daphne-Fairhope-Foley, AL Micro Area","19300",84565.00,84565,84565,122366.00,122366,122366,156153,189399.00,189399,189399,12640.00,12640,12640,14444.00,14444,14444,17105,18217.00,18217,18217,630.00,630,630,809.00,809,809,1216,1582.00,1582,1582,206.00,206,206,537.00,537,537,1348,2067.00,2067,2067,15.00,15,15,38.00,38,38,89,143.00,143,143,224.00,224,224,755.00,755,755,3631,5335.00,5335,5335,,1466.00,1466,1466,2723,15024.00,15024,15024
"G19340","2010","Davenport-Moline-Rock Island, IA-IL Metro Area","19340",339960.00,339960,339960,333980.00,333980,333980,326648,300374.00,300374,300374,19145.00,19145,19145,21582.00,21582,21582,25860,31879.00,31879,31879,935.00,935,935,983.00,983,983,1001,1472.00,1472,1472,2483.00,2483,2483,4182.00,4182,4182,5994,9181.00,9181,9181,54.00,54,54,84.00,84,84,131,124.00,124,124,5574.00,5574,5574,8947.00,8947,8947,9839,12301.00,12301,12301,,6261.00,6261,6261,10217,28993.00,28993,28993
"G19380","2010","Dayton, OH Metro Area","19380",717973.32,717743,718374,696445.53,696189,696741,672906,638721.87,638598,639206,113354.08,113354,113364,122512.04,122512,122516,125815,127994.56,127993,128025,1674.05,1674,1679,1973.03,1973,1976,1951,2092.00,2092,2092,8486.00,8486,8486,11227.01,11227,11228,15364,20192.44,20191,20238,204.00,204,204,263.00,263,263,283,388.00,388,388,2147.00,2147,2147,3603.00,3603,3603,5889,13098.25,13098,13102,,12131.12,12131,12143,19294,52585.21,52581,52616
"G19460","2010","Decatur, AL Metro Area","19460",113684.72,113627,113744,121551.65,121478,121615,122051,114784.00,114784,114784,14879.00,14879,14879,17133.00,17133,17133,18123,18757.00,18757,18757,2434.00,2434,2434,2612.00,2611,2612,2995,2398.00,2398,2398,386.00,386,386,530.00,530,530,733,937.00,937,937,3.00,3,3,78.00,78,78,113,93.00,93,93,169.00,169,169,1505.00,1505,1505,5972,8412.00,8412,8412,,2457.00,2457,2459,3842,11113.00,11113,11113
"G19500","2010","Decatur, IL Metro Area","19500",102197.00,102197,102197,95760.00,95760,95760,87855,75803.83,75802,75848,14135.00,14135,14135,16130.00,16130,16130,18027,19047.00,19047,19047,157.00,157,157,199.00,199,199,226,237.00,237,237,496.00,496,496,657.00,657,657,1118,1515.00,1515,1515,10.00,10,10,23.00,23,23,32,36.00,36,36,211.00,211,211,379.00,379,379,756,1238.00,1238,1238,,1558.00,1558,1558,2754,6116.00,6116,6117
"G19540","2010","Decatur, IN Micro Area","19540",30535.47,30530,30544,32724.30,32720,32731,33349,33670.00,33670,33670,36.00,36,36,46.00,46,46,107,183.00,183,183,42.00,42,42,57.00,57,57,71,105.00,105,105,57.00,57,57,66.00,66,66,78,137.00,137,137,3.00,3,3,11.00,11,11,7,4.00,4,4,427.00,427,427,495.00,495,495,474,533.00,533,533,,230.00,230,230,301,1177.00,1177,1177
"G19580","2010","Defiance, OH Micro Area","19580",36962.00,36962,36962,36575.00,36575,36575,36208,33648.00,33648,33648,493.00,493,493,692.00,692,692,725,668.00,668,668,80.00,80,80,102.00,102,102,98,145.00,145,145,121.00,121,121,142.00,142,142,119,142.00,142,142,0.00,0,0,9.00,9,9,12,17.00,17,17,1694.00,1694,1694,1417.00,1417,1417,1105,1358.00,1358,1358,,563.00,563,563,770,2308.00,2308,2308
"G19620","2010","Del Rio, TX Micro Area","19620",26694.00,26694,26694,34251.00,34251,34251,41534,21218.00,21218,21218,757.00,757,757,690.00,690,690,746,665.00,665,665,126.00,126,126,306.00,306,306,240,337.00,337,337,225.00,225,225,248.00,248,248,238,379.00,379,379,19.00,19,19,23.00,23,23,44,47.00,47,47,10900.00,10900,10900,8172.00,8172,8172,5067,8323.00,8323,8323,,1166.00,1166,1166,1010,16617.00,16617,16617
