GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,ALLJE001,NAME_M,ALLJM001
"G3600270","2019","NY",,,"New York","36","Dutchess County","027",,,,,,,,,,,,,,,,,,"05000US36027","Dutchess County, New York",290200,"Dutchess County, New York",7373
"G3600290","2019","NY",,,"New York","36","Erie County","029",,,,,,,,,,,,,,,,,,"05000US36029","Erie County, New York",165500,"Erie County, New York",2466
"G3600450","2019","NY",,,"New York","36","Jefferson County","045",,,,,,,,,,,,,,,,,,"05000US36045","Jefferson County, New York",150600,"Jefferson County, New York",8178
"G3600470","2019","NY",,,"New York","36","Kings County","047",,,,,,,,,,,,,,,,,,"05000US36047","Kings County, New York",793600,"Kings County, New York",14733
"G3600510","2019","NY",,,"New York","36","Livingston County","051",,,,,,,,,,,,,,,,,,"05000US36051","Livingston County, New York",140200,"Livingston County, New York",6798
"G3600530","2019","NY",,,"New York","36","Madison County","053",,,,,,,,,,,,,,,,,,"05000US36053","Madison County, New York",140400,"Madison County, New York",12852
"G3600550","2019","NY",,,"New York","36","Monroe County","055",,,,,,,,,,,,,,,,,,"05000US36055","Monroe County, New York",155600,"Monroe County, New York",2692
"G3600590","2019","NY",,,"New York","36","Nassau County","059",,,,,,,,,,,,,,,,,,"05000US36059","Nassau County, New York",561400,"Nassau County, New York",7687
"G3600610","2019","NY",,,"New York","36","New York County","061",,,,,,,,,,,,,,,,,,"05000US36061","New York County, New York",1128300,"New York County, New York",52306
"G3600630","2019","NY",,,"New York","36","Niagara County","063",,,,,,,,,,,,,,,,,,"05000US36063","Niagara County, New York",136500,"Niagara County, New York",6991
"G3600650","2019","NY",,,"New York","36","Oneida County","065",,,,,,,,,,,,,,,,,,"05000US36065","Oneida County, New York",137700,"Oneida County, New York",6228
"G3600670","2019","NY",,,"New York","36","Onondaga County","067",,,,,,,,,,,,,,,,,,"05000US36067","Onondaga County, New York",152100,"Onondaga County, New York",3345
"G3600690","2019","NY",,,"New York","36","Ontario County","069",,,,,,,,,,,,,,,,,,"05000US36069","Ontario County, New York",164300,"Ontario County, New York",9940
"G3600710","2019","NY",,,"New York","36","Orange County","071",,,,,,,,,,,,,,,,,,"05000US36071","Orange County, New York",294600,"Orange County, New York",7798
"G3600750","2019","NY",,,"New York","36","Oswego County","075",,,,,,,,,,,,,,,,,,"05000US36075","Oswego County, New York",106600,"Oswego County, New York",8152
"G3600790","2019","NY",,,"New York","36","Putnam County","079",,,,,,,,,,,,,,,,,,"05000US36079","Putnam County, New York",362700,"Putnam County, New York",14473
"G3600810","2019","NY",,,"New York","36","Queens County","081",,,,,,,,,,,,,,,,,,"05000US36081","Queens County, New York",620100,"Queens County, New York",9088
"G3600830","2019","NY",,,"New York","36","Rensselaer County","083",,,,,,,,,,,,,,,,,,"05000US36083","Rensselaer County, New York",201800,"Rensselaer County, New York",7592
"G3600850","2019","NY",,,"New York","36","Richmond County","085",,,,,,,,,,,,,,,,,,"05000US36085","Richmond County, New York",586500,"Richmond County, New York",12729
"G3600870","2019","NY",,,"New York","36","Rockland County","087",,,,,,,,,,,,,,,,,,"05000US36087","Rockland County, New York",468800,"Rockland County, New York",12101
"G3600890","2019","NY",,,"New York","36","St. Lawrence County","089",,,,,,,,,,,,,,,,,,"05000US36089","St. Lawrence County, New York",101800,"St. Lawrence County, New York",6168
"G3600910","2019","NY",,,"New York","36","Saratoga County","091",,,,,,,,,,,,,,,,,,"05000US36091","Saratoga County, New York",273300,"Saratoga County, New York",7385
"G3600930","2019","NY",,,"New York","36","Schenectady County","093",,,,,,,,,,,,,,,,,,"05000US36093","Schenectady County, New York",183700,"Schenectady County, New York",8224
"G3601010","2019","NY",,,"New York","36","Steuben County","101",,,,,,,,,,,,,,,,,,"05000US36101","Steuben County, New York",106600,"Steuben County, New York",5230
"G3601030","2019","NY",,,"New York","36","Suffolk County","103",,,,,,,,,,,,,,,,,,"05000US36103","Suffolk County, New York",430500,"Suffolk County, New York",3952
"G3601050","2019","NY",,,"New York","36","Sullivan County","105",,,,,,,,,,,,,,,,,,"05000US36105","Sullivan County, New York",173100,"Sullivan County, New York",18910
"G3601090","2019","NY",,,"New York","36","Tompkins County","109",,,,,,,,,,,,,,,,,,"05000US36109","Tompkins County, New York",205700,"Tompkins County, New York",22485
"G3601110","2019","NY",,,"New York","36","Ulster County","111",,,,,,,,,,,,,,,,,,"05000US36111","Ulster County, New York",238900,"Ulster County, New York",9671
"G3601130","2019","NY",,,"New York","36","Warren County","113",,,,,,,,,,,,,,,,,,"05000US36113","Warren County, New York",204500,"Warren County, New York",15310
"G3601170","2019","NY",,,"New York","36","Wayne County","117",,,,,,,,,,,,,,,,,,"05000US36117","Wayne County, New York",124000,"Wayne County, New York",7412
"G3601190","2019","NY",,,"New York","36","Westchester County","119",,,,,,,,,,,,,,,,,,"05000US36119","Westchester County, New York",559400,"Westchester County, New York",11769
"G3700010","2019","NC",,,"North Carolina","37","Alamance County","001",,,,,,,,,,,,,,,,,,"05000US37001","Alamance County, North Carolina",166500,"Alamance County, North Carolina",7007
"G3700190","2019","NC",,,"North Carolina","37","Brunswick County","019",,,,,,,,,,,,,,,,,,"05000US37019","Brunswick County, North Carolina",241000,"Brunswick County, North Carolina",13300
"G3700210","2019","NC",,,"North Carolina","37","Buncombe County","021",,,,,,,,,,,,,,,,,,"05000US37021","Buncombe County, North Carolina",275400,"Buncombe County, North Carolina",12857
"G3700230","2019","NC",,,"North Carolina","37","Burke County","023",,,,,,,,,,,,,,,,,,"05000US37023","Burke County, North Carolina",141800,"Burke County, North Carolina",15975
"G3700250","2019","NC",,,"North Carolina","37","Cabarrus County","025",,,,,,,,,,,,,,,,,,"05000US37025","Cabarrus County, North Carolina",251800,"Cabarrus County, North Carolina",12598
"G3700270","2019","NC",,,"North Carolina","37","Caldwell County","027",,,,,,,,,,,,,,,,,,"05000US37027","Caldwell County, North Carolina",131100,"Caldwell County, North Carolina",15451
"G3700310","2019","NC",,,"North Carolina","37","Carteret County","031",,,,,,,,,,,,,,,,,,"05000US37031","Carteret County, North Carolina",226100,"Carteret County, North Carolina",12150
"G3700350","2019","NC",,,"North Carolina","37","Catawba County","035",,,,,,,,,,,,,,,,,,"05000US37035","Catawba County, North Carolina",153600,"Catawba County, North Carolina",9594
"G3700370","2019","NC",,,"North Carolina","37","Chatham County","037",,,,,,,,,,,,,,,,,,"05000US37037","Chatham County, North Carolina",297600,"Chatham County, North Carolina",28081
"G3700450","2019","NC",,,"North Carolina","37","Cleveland County","045",,,,,,,,,,,,,,,,,,"05000US37045","Cleveland County, North Carolina",134500,"Cleveland County, North Carolina",17502
"G3700490","2019","NC",,,"North Carolina","37","Craven County","049",,,,,,,,,,,,,,,,,,"05000US37049","Craven County, North Carolina",152800,"Craven County, North Carolina",8691
"G3700510","2019","NC",,,"North Carolina","37","Cumberland County","051",,,,,,,,,,,,,,,,,,"05000US37051","Cumberland County, North Carolina",136700,"Cumberland County, North Carolina",5187
"G3700570","2019","NC",,,"North Carolina","37","Davidson County","057",,,,,,,,,,,,,,,,,,"05000US37057","Davidson County, North Carolina",154700,"Davidson County, North Carolina",7798
"G3700630","2019","NC",,,"North Carolina","37","Durham County","063",,,,,,,,,,,,,,,,,,"05000US37063","Durham County, North Carolina",248900,"Durham County, North Carolina",9351
"G3700670","2019","NC",,,"North Carolina","37","Forsyth County","067",,,,,,,,,,,,,,,,,,"05000US37067","Forsyth County, North Carolina",170200,"Forsyth County, North Carolina",4783
"G3700690","2019","NC",,,"North Carolina","37","Franklin County","069",,,,,,,,,,,,,,,,,,"05000US37069","Franklin County, North Carolina",172700,"Franklin County, North Carolina",17934
"G3700710","2019","NC",,,"North Carolina","37","Gaston County","071",,,,,,,,,,,,,,,,,,"05000US37071","Gaston County, North Carolina",166200,"Gaston County, North Carolina",6292
"G3700810","2019","NC",,,"North Carolina","37","Guilford County","081",,,,,,,,,,,,,,,,,,"05000US37081","Guilford County, North Carolina",182900,"Guilford County, North Carolina",6931
"G3700850","2019","NC",,,"North Carolina","37","Harnett County","085",,,,,,,,,,,,,,,,,,"05000US37085","Harnett County, North Carolina",164400,"Harnett County, North Carolina",7104
"G3700890","2019","NC",,,"North Carolina","37","Henderson County","089",,,,,,,,,,,,,,,,,,"05000US37089","Henderson County, North Carolina",252300,"Henderson County, North Carolina",14279
"G3700970","2019","NC",,,"North Carolina","37","Iredell County","097",,,,,,,,,,,,,,,,,,"05000US37097","Iredell County, North Carolina",208300,"Iredell County, North Carolina",15705
"G3701010","2019","NC",,,"North Carolina","37","Johnston County","101",,,,,,,,,,,,,,,,,,"05000US37101","Johnston County, North Carolina",202000,"Johnston County, North Carolina",11582
"G3701090","2019","NC",,,"North Carolina","37","Lincoln County","109",,,,,,,,,,,,,,,,,,"05000US37109","Lincoln County, North Carolina",202200,"Lincoln County, North Carolina",18407
"G3701190","2019","NC",,,"North Carolina","37","Mecklenburg County","119",,,,,,,,,,,,,,,,,,"05000US37119","Mecklenburg County, North Carolina",271500,"Mecklenburg County, North Carolina",6497
"G3701250","2019","NC",,,"North Carolina","37","Moore County","125",,,,,,,,,,,,,,,,,,"05000US37125","Moore County, North Carolina",232500,"Moore County, North Carolina",12126
"G3701270","2019","NC",,,"North Carolina","37","Nash County","127",,,,,,,,,,,,,,,,,,"05000US37127","Nash County, North Carolina",129900,"Nash County, North Carolina",7931
"G3701290","2019","NC",,,"North Carolina","37","New Hanover County","129",,,,,,,,,,,,,,,,,,"05000US37129","New Hanover County, North Carolina",269700,"New Hanover County, North Carolina",10236
"G3701330","2019","NC",,,"North Carolina","37","Onslow County","133",,,,,,,,,,,,,,,,,,"05000US37133","Onslow County, North Carolina",165300,"Onslow County, North Carolina",4777
"G3701350","2019","NC",,,"North Carolina","37","Orange County","135",,,,,,,,,,,,,,,,,,"05000US37135","Orange County, North Carolina",342100,"Orange County, North Carolina",17154
"G3701470","2019","NC",,,"North Carolina","37","Pitt County","147",,,,,,,,,,,,,,,,,,"05000US37147","Pitt County, North Carolina",155700,"Pitt County, North Carolina",8669
"G3701510","2019","NC",,,"North Carolina","37","Randolph County","151",,,,,,,,,,,,,,,,,,"05000US37151","Randolph County, North Carolina",130200,"Randolph County, North Carolina",7560
"G3701550","2019","NC",,,"North Carolina","37","Robeson County","155",,,,,,,,,,,,,,,,,,"05000US37155","Robeson County, North Carolina",73600,"Robeson County, North Carolina",6859
"G3701570","2019","NC",,,"North Carolina","37","Rockingham County","157",,,,,,,,,,,,,,,,,,"05000US37157","Rockingham County, North Carolina",113600,"Rockingham County, North Carolina",7290
"G3701590","2019","NC",,,"North Carolina","37","Rowan County","159",,,,,,,,,,,,,,,,,,"05000US37159","Rowan County, North Carolina",158700,"Rowan County, North Carolina",7453
"G3701610","2019","NC",,,"North Carolina","37","Rutherford County","161",,,,,,,,,,,,,,,,,,"05000US37161","Rutherford County, North Carolina",127700,"Rutherford County, North Carolina",13470
"G3701710","2019","NC",,,"North Carolina","37","Surry County","171",,,,,,,,,,,,,,,,,,"05000US37171","Surry County, North Carolina",135100,"Surry County, North Carolina",6044
"G3701790","2019","NC",,,"North Carolina","37","Union County","179",,,,,,,,,,,,,,,,,,"05000US37179","Union County, North Carolina",273600,"Union County, North Carolina",9031
"G3701830","2019","NC",,,"North Carolina","37","Wake County","183",,,,,,,,,,,,,,,,,,"05000US37183","Wake County, North Carolina",316800,"Wake County, North Carolina",5908
"G3701910","2019","NC",,,"North Carolina","37","Wayne County","191",,,,,,,,,,,,,,,,,,"05000US37191","Wayne County, North Carolina",118400,"Wayne County, North Carolina",8101
"G3701930","2019","NC",,,"North Carolina","37","Wilkes County","193",,,,,,,,,,,,,,,,,,"05000US37193","Wilkes County, North Carolina",138100,"Wilkes County, North Carolina",17255
"G3701950","2019","NC",,,"North Carolina","37","Wilson County","195",,,,,,,,,,,,,,,,,,"05000US37195","Wilson County, North Carolina",138200,"Wilson County, North Carolina",12547
"G3800150","2019","ND",,,"North Dakota","38","Burleigh County","015",,,,,,,,,,,,,,,,,,"05000US38015","Burleigh County, North Dakota",275300,"Burleigh County, North Dakota",10925
"G3800170","2019","ND",,,"North Dakota","38","Cass County","017",,,,,,,,,,,,,,,,,,"05000US38017","Cass County, North Dakota",243800,"Cass County, North Dakota",12735
"G3800350","2019","ND",,,"North Dakota","38","Grand Forks County","035",,,,,,,,,,,,,,,,,,"05000US38035","Grand Forks County, North Dakota",214800,"Grand Forks County, North Dakota",13340
"G3801010","2019","ND",,,"North Dakota","38","Ward County","101",,,,,,,,,,,,,,,,,,"05000US38101","Ward County, North Dakota",220500,"Ward County, North Dakota",14330
"G3900030","2019","OH",,,"Ohio","39","Allen County","003",,,,,,,,,,,,,,,,,,"05000US39003","Allen County, Ohio",128700,"Allen County, Ohio",9014
"G3900070","2019","OH",,,"Ohio","39","Ashtabula County","007",,,,,,,,,,,,,,,,,,"05000US39007","Ashtabula County, Ohio",128200,"Ashtabula County, Ohio",8580
"G3900090","2019","OH",,,"Ohio","39","Athens County","009",,,,,,,,,,,,,,,,,,"05000US39009","Athens County, Ohio",145400,"Athens County, Ohio",15462
"G3900130","2019","OH",,,"Ohio","39","Belmont County","013",,,,,,,,,,,,,,,,,,"05000US39013","Belmont County, Ohio",103600,"Belmont County, Ohio",10201
"G3900170","2019","OH",,,"Ohio","39","Butler County","017",,,,,,,,,,,,,,,,,,"05000US39017","Butler County, Ohio",193600,"Butler County, Ohio",9049
"G3900230","2019","OH",,,"Ohio","39","Clark County","023",,,,,,,,,,,,,,,,,,"05000US39023","Clark County, Ohio",118300,"Clark County, Ohio",7178
"G3900250","2019","OH",,,"Ohio","39","Clermont County","025",,,,,,,,,,,,,,,,,,"05000US39025","Clermont County, Ohio",194300,"Clermont County, Ohio",9448
"G3900290","2019","OH",,,"Ohio","39","Columbiana County","029",,,,,,,,,,,,,,,,,,"05000US39029","Columbiana County, Ohio",116100,"Columbiana County, Ohio",9311
"G3900350","2019","OH",,,"Ohio","39","Cuyahoga County","035",,,,,,,,,,,,,,,,,,"05000US39035","Cuyahoga County, Ohio",143100,"Cuyahoga County, Ohio",2390
"G3900410","2019","OH",,,"Ohio","39","Delaware County","041",,,,,,,,,,,,,,,,,,"05000US39041","Delaware County, Ohio",339400,"Delaware County, Ohio",6544
"G3900430","2019","OH",,,"Ohio","39","Erie County","043",,,,,,,,,,,,,,,,,,"05000US39043","Erie County, Ohio",141300,"Erie County, Ohio",6923
"G3900450","2019","OH",,,"Ohio","39","Fairfield County","045",,,,,,,,,,,,,,,,,,"05000US39045","Fairfield County, Ohio",213100,"Fairfield County, Ohio",8438
"G3900490","2019","OH",,,"Ohio","39","Franklin County","049",,,,,,,,,,,,,,,,,,"05000US39049","Franklin County, Ohio",204000,"Franklin County, Ohio",4241
"G3900550","2019","OH",,,"Ohio","39","Geauga County","055",,,,,,,,,,,,,,,,,,"05000US39055","Geauga County, Ohio",259600,"Geauga County, Ohio",9433
"G3900570","2019","OH",,,"Ohio","39","Greene County","057",,,,,,,,,,,,,,,,,,"05000US39057","Greene County, Ohio",190100,"Greene County, Ohio",8955
"G3900610","2019","OH",,,"Ohio","39","Hamilton County","061",,,,,,,,,,,,,,,,,,"05000US39061","Hamilton County, Ohio",172300,"Hamilton County, Ohio",4096
"G3900630","2019","OH",,,"Ohio","39","Hancock County","063",,,,,,,,,,,,,,,,,,"05000US39063","Hancock County, Ohio",162700,"Hancock County, Ohio",8968
"G3900810","2019","OH",,,"Ohio","39","Jefferson County","081",,,,,,,,,,,,,,,,,,"05000US39081","Jefferson County, Ohio",98600,"Jefferson County, Ohio",8394
"G3900850","2019","OH",,,"Ohio","39","Lake County","085",,,,,,,,,,,,,,,,,,"05000US39085","Lake County, Ohio",164000,"Lake County, Ohio",3804
"G3900890","2019","OH",,,"Ohio","39","Licking County","089",,,,,,,,,,,,,,,,,,"05000US39089","Licking County, Ohio",194200,"Licking County, Ohio",8803
"G3900930","2019","OH",,,"Ohio","39","Lorain County","093",,,,,,,,,,,,,,,,,,"05000US39093","Lorain County, Ohio",164000,"Lorain County, Ohio",5684
"G3900950","2019","OH",,,"Ohio","39","Lucas County","095",,,,,,,,,,,,,,,,,,"05000US39095","Lucas County, Ohio",124200,"Lucas County, Ohio",5272
"G3900990","2019","OH",,,"Ohio","39","Mahoning County","099",,,,,,,,,,,,,,,,,,"05000US39099","Mahoning County, Ohio",109300,"Mahoning County, Ohio",5955
"G3901010","2019","OH",,,"Ohio","39","Marion County","101",,,,,,,,,,,,,,,,,,"05000US39101","Marion County, Ohio",118200,"Marion County, Ohio",10374
"G3901030","2019","OH",,,"Ohio","39","Medina County","103",,,,,,,,,,,,,,,,,,"05000US39103","Medina County, Ohio",209400,"Medina County, Ohio",7057
"G3901090","2019","OH",,,"Ohio","39","Miami County","109",,,,,,,,,,,,,,,,,,"05000US39109","Miami County, Ohio",163600,"Miami County, Ohio",9046
"G3901130","2019","OH",,,"Ohio","39","Montgomery County","113",,,,,,,,,,,,,,,,,,"05000US39113","Montgomery County, Ohio",125900,"Montgomery County, Ohio",3766
"G3901190","2019","OH",,,"Ohio","39","Muskingum County","119",,,,,,,,,,,,,,,,,,"05000US39119","Muskingum County, Ohio",131700,"Muskingum County, Ohio",9874
"G3901330","2019","OH",,,"Ohio","39","Portage County","133",,,,,,,,,,,,,,,,,,"05000US39133","Portage County, Ohio",161200,"Portage County, Ohio",6488
"G3901390","2019","OH",,,"Ohio","39","Richland County","139",,,,,,,,,,,,,,,,,,"05000US39139","Richland County, Ohio",118600,"Richland County, Ohio",6456
"G3901410","2019","OH",,,"Ohio","39","Ross County","141",,,,,,,,,,,,,,,,,,"05000US39141","Ross County, Ohio",127600,"Ross County, Ohio",13385
"G3901450","2019","OH",,,"Ohio","39","Scioto County","145",,,,,,,,,,,,,,,,,,"05000US39145","Scioto County, Ohio",115100,"Scioto County, Ohio",12392
"G3901510","2019","OH",,,"Ohio","39","Stark County","151",,,,,,,,,,,,,,,,,,"05000US39151","Stark County, Ohio",144600,"Stark County, Ohio",4157
"G3901530","2019","OH",,,"Ohio","39","Summit County","153",,,,,,,,,,,,,,,,,,"05000US39153","Summit County, Ohio",155800,"Summit County, Ohio",3270
"G3901550","2019","OH",,,"Ohio","39","Trumbull County","155",,,,,,,,,,,,,,,,,,"05000US39155","Trumbull County, Ohio",100400,"Trumbull County, Ohio",5174
"G3901570","2019","OH",,,"Ohio","39","Tuscarawas County","157",,,,,,,,,,,,,,,,,,"05000US39157","Tuscarawas County, Ohio",146100,"Tuscarawas County, Ohio",8225
"G3901650","2019","OH",,,"Ohio","39","Warren County","165",,,,,,,,,,,,,,,,,,"05000US39165","Warren County, Ohio",250300,"Warren County, Ohio",10587
"G3901690","2019","OH",,,"Ohio","39","Wayne County","169",,,,,,,,,,,,,,,,,,"05000US39169","Wayne County, Ohio",161100,"Wayne County, Ohio",5375
"G3901730","2019","OH",,,"Ohio","39","Wood County","173",,,,,,,,,,,,,,,,,,"05000US39173","Wood County, Ohio",172900,"Wood County, Ohio",9517
"G4000170","2019","OK",,,"Oklahoma","40","Canadian County","017",,,,,,,,,,,,,,,,,,"05000US40017","Canadian County, Oklahoma",168700,"Canadian County, Oklahoma",5446
"G4000270","2019","OK",,,"Oklahoma","40","Cleveland County","027",,,,,,,,,,,,,,,,,,"05000US40027","Cleveland County, Oklahoma",173100,"Cleveland County, Oklahoma",4781
"G4000310","2019","OK",,,"Oklahoma","40","Comanche County","031",,,,,,,,,,,,,,,,,,"05000US40031","Comanche County, Oklahoma",128500,"Comanche County, Oklahoma",9896
"G4000370","2019","OK",,,"Oklahoma","40","Creek County","037",,,,,,,,,,,,,,,,,,"05000US40037","Creek County, Oklahoma",134700,"Creek County, Oklahoma",8829
"G4001010","2019","OK",,,"Oklahoma","40","Muskogee County","101",,,,,,,,,,,,,,,,,,"05000US40101","Muskogee County, Oklahoma",96500,"Muskogee County, Oklahoma",7203
"G4001090","2019","OK",,,"Oklahoma","40","Oklahoma County","109",,,,,,,,,,,,,,,,,,"05000US40109","Oklahoma County, Oklahoma",164400,"Oklahoma County, Oklahoma",3870
"G4001190","2019","OK",,,"Oklahoma","40","Payne County","119",,,,,,,,,,,,,,,,,,"05000US40119","Payne County, Oklahoma",169400,"Payne County, Oklahoma",10147
"G4001250","2019","OK",,,"Oklahoma","40","Pottawatomie County","125",,,,,,,,,,,,,,,,,,"05000US40125","Pottawatomie County, Oklahoma",133900,"Pottawatomie County, Oklahoma",8958
"G4001310","2019","OK",,,"Oklahoma","40","Rogers County","131",,,,,,,,,,,,,,,,,,"05000US40131","Rogers County, Oklahoma",168200,"Rogers County, Oklahoma",4710
"G4001430","2019","OK",,,"Oklahoma","40","Tulsa County","143",,,,,,,,,,,,,,,,,,"05000US40143","Tulsa County, Oklahoma",167200,"Tulsa County, Oklahoma",2332
"G4001450","2019","OK",,,"Oklahoma","40","Wagoner County","145",,,,,,,,,,,,,,,,,,"05000US40145","Wagoner County, Oklahoma",165600,"Wagoner County, Oklahoma",4695
"G4100030","2019","OR",,,"Oregon","41","Benton County","003",,,,,,,,,,,,,,,,,,"05000US41003","Benton County, Oregon",389000,"Benton County, Oregon",17253
"G4100050","2019","OR",,,"Oregon","41","Clackamas County","005",,,,,,,,,,,,,,,,,,"05000US41005","Clackamas County, Oregon",441900,"Clackamas County, Oregon",9042
"G4100170","2019","OR",,,"Oregon","41","Deschutes County","017",,,,,,,,,,,,,,,,,,"05000US41017","Deschutes County, Oregon",413500,"Deschutes County, Oregon",19506
"G4100190","2019","OR",,,"Oregon","41","Douglas County","019",,,,,,,,,,,,,,,,,,"05000US41019","Douglas County, Oregon",218600,"Douglas County, Oregon",11817
"G4100290","2019","OR",,,"Oregon","41","Jackson County","029",,,,,,,,,,,,,,,,,,"05000US41029","Jackson County, Oregon",318900,"Jackson County, Oregon",14289
"G4100330","2019","OR",,,"Oregon","41","Josephine County","033",,,,,,,,,,,,,,,,,,"05000US41033","Josephine County, Oregon",293100,"Josephine County, Oregon",17068
"G4100350","2019","OR",,,"Oregon","41","Klamath County","035",,,,,,,,,,,,,,,,,,"05000US41035","Klamath County, Oregon",186300,"Klamath County, Oregon",15435
"G4100390","2019","OR",,,"Oregon","41","Lane County","039",,,,,,,,,,,,,,,,,,"05000US41039","Lane County, Oregon",293300,"Lane County, Oregon",6918
"G4100430","2019","OR",,,"Oregon","41","Linn County","043",,,,,,,,,,,,,,,,,,"05000US41043","Linn County, Oregon",257200,"Linn County, Oregon",13908
"G4100470","2019","OR",,,"Oregon","41","Marion County","047",,,,,,,,,,,,,,,,,,"05000US41047","Marion County, Oregon",288700,"Marion County, Oregon",5319
"G4100510","2019","OR",,,"Oregon","41","Multnomah County","051",,,,,,,,,,,,,,,,,,"05000US41051","Multnomah County, Oregon",422500,"Multnomah County, Oregon",6748
"G4100530","2019","OR",,,"Oregon","41","Polk County","053",,,,,,,,,,,,,,,,,,"05000US41053","Polk County, Oregon",332200,"Polk County, Oregon",20371
"G4100590","2019","OR",,,"Oregon","41","Umatilla County","059",,,,,,,,,,,,,,,,,,"05000US41059","Umatilla County, Oregon",199600,"Umatilla County, Oregon",27294
"G4100670","2019","OR",,,"Oregon","41","Washington County","067",,,,,,,,,,,,,,,,,,"05000US41067","Washington County, Oregon",438400,"Washington County, Oregon",9099
"G4100710","2019","OR",,,"Oregon","41","Yamhill County","071",,,,,,,,,,,,,,,,,,"05000US41071","Yamhill County, Oregon",343800,"Yamhill County, Oregon",15475
"G4200010","2019","PA",,,"Pennsylvania","42","Adams County","001",,,,,,,,,,,,,,,,,,"05000US42001","Adams County, Pennsylvania",206200,"Adams County, Pennsylvania",9347
"G4200030","2019","PA",,,"Pennsylvania","42","Allegheny County","003",,,,,,,,,,,,,,,,,,"05000US42003","Allegheny County, Pennsylvania",170100,"Allegheny County, Pennsylvania",2634
"G4200050","2019","PA",,,"Pennsylvania","42","Armstrong County","005",,,,,,,,,,,,,,,,,,"05000US42005","Armstrong County, Pennsylvania",115200,"Armstrong County, Pennsylvania",7354
"G4200070","2019","PA",,,"Pennsylvania","42","Beaver County","007",,,,,,,,,,,,,,,,,,"05000US42007","Beaver County, Pennsylvania",154100,"Beaver County, Pennsylvania",5718
"G4200110","2019","PA",,,"Pennsylvania","42","Berks County","011",,,,,,,,,,,,,,,,,,"05000US42011","Berks County, Pennsylvania",188100,"Berks County, Pennsylvania",4733
"G4200130","2019","PA",,,"Pennsylvania","42","Blair County","013",,,,,,,,,,,,,,,,,,"05000US42013","Blair County, Pennsylvania",133600,"Blair County, Pennsylvania",8811
"G4200170","2019","PA",,,"Pennsylvania","42","Bucks County","017",,,,,,,,,,,,,,,,,,"05000US42017","Bucks County, Pennsylvania",344300,"Bucks County, Pennsylvania",5813
"G4200190","2019","PA",,,"Pennsylvania","42","Butler County","019",,,,,,,,,,,,,,,,,,"05000US42019","Butler County, Pennsylvania",222500,"Butler County, Pennsylvania",8232
"G4200210","2019","PA",,,"Pennsylvania","42","Cambria County","021",,,,,,,,,,,,,,,,,,"05000US42021","Cambria County, Pennsylvania",96800,"Cambria County, Pennsylvania",3564
"G4200250","2019","PA",,,"Pennsylvania","42","Carbon County","025",,,,,,,,,,,,,,,,,,"05000US42025","Carbon County, Pennsylvania",150200,"Carbon County, Pennsylvania",15446
"G4200270","2019","PA",,,"Pennsylvania","42","Centre County","027",,,,,,,,,,,,,,,,,,"05000US42027","Centre County, Pennsylvania",261400,"Centre County, Pennsylvania",12512
"G4200290","2019","PA",,,"Pennsylvania","42","Chester County","029",,,,,,,,,,,,,,,,,,"05000US42029","Chester County, Pennsylvania",379300,"Chester County, Pennsylvania",7040
"G4200330","2019","PA",,,"Pennsylvania","42","Clearfield County","033",,,,,,,,,,,,,,,,,,"05000US42033","Clearfield County, Pennsylvania",98900,"Clearfield County, Pennsylvania",5702
"G4200370","2019","PA",,,"Pennsylvania","42","Columbia County","037",,,,,,,,,,,,,,,,,,"05000US42037","Columbia County, Pennsylvania",168900,"Columbia County, Pennsylvania",9611
"G4200390","2019","PA",,,"Pennsylvania","42","Crawford County","039",,,,,,,,,,,,,,,,,,"05000US42039","Crawford County, Pennsylvania",114600,"Crawford County, Pennsylvania",6051
"G4200410","2019","PA",,,"Pennsylvania","42","Cumberland County","041",,,,,,,,,,,,,,,,,,"05000US42041","Cumberland County, Pennsylvania",214200,"Cumberland County, Pennsylvania",8572
"G4200430","2019","PA",,,"Pennsylvania","42","Dauphin County","043",,,,,,,,,,,,,,,,,,"05000US42043","Dauphin County, Pennsylvania",169500,"Dauphin County, Pennsylvania",7179
"G4200450","2019","PA",,,"Pennsylvania","42","Delaware County","045",,,,,,,,,,,,,,,,,,"05000US42045","Delaware County, Pennsylvania",246800,"Delaware County, Pennsylvania",7618
"G4200490","2019","PA",,,"Pennsylvania","42","Erie County","049",,,,,,,,,,,,,,,,,,"05000US42049","Erie County, Pennsylvania",143600,"Erie County, Pennsylvania",4835
"G4200510","2019","PA",,,"Pennsylvania","42","Fayette County","051",,,,,,,,,,,,,,,,,,"05000US42051","Fayette County, Pennsylvania",101100,"Fayette County, Pennsylvania",6809
"G4200550","2019","PA",,,"Pennsylvania","42","Franklin County","055",,,,,,,,,,,,,,,,,,"05000US42055","Franklin County, Pennsylvania",187500,"Franklin County, Pennsylvania",6067
"G4200630","2019","PA",,,"Pennsylvania","42","Indiana County","063",,,,,,,,,,,,,,,,,,"05000US42063","Indiana County, Pennsylvania",123200,"Indiana County, Pennsylvania",7952
