GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,ALLJE001,NAME_M,ALLJM001
"G0100030","2019","AL",,,"Alabama","01","Baldwin County","003",,,,,,,,,,,,,,,,,,"05000US01003","Baldwin County, Alabama",223100,"Baldwin County, Alabama",10868
"G0100150","2019","AL",,,"Alabama","01","Calhoun County","015",,,,,,,,,,,,,,,,,,"05000US01015","Calhoun County, Alabama",121600,"Calhoun County, Alabama",7799
"G0100430","2019","AL",,,"Alabama","01","Cullman County","043",,,,,,,,,,,,,,,,,,"05000US01043","Cullman County, Alabama",137600,"Cullman County, Alabama",8016
"G0100490","2019","AL",,,"Alabama","01","DeKalb County","049",,,,,,,,,,,,,,,,,,"05000US01049","DeKalb County, Alabama",115200,"DeKalb County, Alabama",18526
"G0100510","2019","AL",,,"Alabama","01","Elmore County","051",,,,,,,,,,,,,,,,,,"05000US01051","Elmore County, Alabama",176100,"Elmore County, Alabama",14493
"G0100550","2019","AL",,,"Alabama","01","Etowah County","055",,,,,,,,,,,,,,,,,,"05000US01055","Etowah County, Alabama",127500,"Etowah County, Alabama",9867
"G0100690","2019","AL",,,"Alabama","01","Houston County","069",,,,,,,,,,,,,,,,,,"05000US01069","Houston County, Alabama",155600,"Houston County, Alabama",5685
"G0100730","2019","AL",,,"Alabama","01","Jefferson County","073",,,,,,,,,,,,,,,,,,"05000US01073","Jefferson County, Alabama",170000,"Jefferson County, Alabama",5000
"G0100770","2019","AL",,,"Alabama","01","Lauderdale County","077",,,,,,,,,,,,,,,,,,"05000US01077","Lauderdale County, Alabama",151500,"Lauderdale County, Alabama",11572
"G0100810","2019","AL",,,"Alabama","01","Lee County","081",,,,,,,,,,,,,,,,,,"05000US01081","Lee County, Alabama",183000,"Lee County, Alabama",13895
"G0100830","2019","AL",,,"Alabama","01","Limestone County","083",,,,,,,,,,,,,,,,,,"05000US01083","Limestone County, Alabama",183500,"Limestone County, Alabama",23080
"G0100890","2019","AL",,,"Alabama","01","Madison County","089",,,,,,,,,,,,,,,,,,"05000US01089","Madison County, Alabama",193900,"Madison County, Alabama",5973
"G0100950","2019","AL",,,"Alabama","01","Marshall County","095",,,,,,,,,,,,,,,,,,"05000US01095","Marshall County, Alabama",135600,"Marshall County, Alabama",9500
"G0100970","2019","AL",,,"Alabama","01","Mobile County","097",,,,,,,,,,,,,,,,,,"05000US01097","Mobile County, Alabama",139600,"Mobile County, Alabama",5547
"G0101010","2019","AL",,,"Alabama","01","Montgomery County","101",,,,,,,,,,,,,,,,,,"05000US01101","Montgomery County, Alabama",134300,"Montgomery County, Alabama",7150
"G0101030","2019","AL",,,"Alabama","01","Morgan County","103",,,,,,,,,,,,,,,,,,"05000US01103","Morgan County, Alabama",151600,"Morgan County, Alabama",11225
"G0101150","2019","AL",,,"Alabama","01","St. Clair County","115",,,,,,,,,,,,,,,,,,"05000US01115","St. Clair County, Alabama",164600,"St. Clair County, Alabama",14523
"G0101170","2019","AL",,,"Alabama","01","Shelby County","117",,,,,,,,,,,,,,,,,,"05000US01117","Shelby County, Alabama",229600,"Shelby County, Alabama",8397
"G0101210","2019","AL",,,"Alabama","01","Talladega County","121",,,,,,,,,,,,,,,,,,"05000US01121","Talladega County, Alabama",119500,"Talladega County, Alabama",13440
"G0101250","2019","AL",,,"Alabama","01","Tuscaloosa County","125",,,,,,,,,,,,,,,,,,"05000US01125","Tuscaloosa County, Alabama",179800,"Tuscaloosa County, Alabama",8452
"G0101270","2019","AL",,,"Alabama","01","Walker County","127",,,,,,,,,,,,,,,,,,"05000US01127","Walker County, Alabama",135600,"Walker County, Alabama",11841
"G0200200","2019","AK",,,"Alaska","02","Anchorage Municipality","020",,,,,,,,,,,,,,,,,,"05000US02020","Anchorage Municipality, Alaska",314600,"Anchorage Municipality, Alaska",9208
"G0200900","2019","AK",,,"Alaska","02","Fairbanks North Star Borough","090",,,,,,,,,,,,,,,,,,"05000US02090","Fairbanks North Star Borough, Alaska",259800,"Fairbanks North Star Borough, Alaska",23127
"G0201700","2019","AK",,,"Alaska","02","Matanuska-Susitna Borough","170",,,,,,,,,,,,,,,,,,"05000US02170","Matanuska-Susitna Borough, Alaska",261800,"Matanuska-Susitna Borough, Alaska",12061
"G0400010","2019","AZ",,,"Arizona","04","Apache County","001",,,,,,,,,,,,,,,,,,"05000US04001","Apache County, Arizona",74400,"Apache County, Arizona",5408
"G0400030","2019","AZ",,,"Arizona","04","Cochise County","003",,,,,,,,,,,,,,,,,,"05000US04003","Cochise County, Arizona",154000,"Cochise County, Arizona",9609
"G0400050","2019","AZ",,,"Arizona","04","Coconino County","005",,,,,,,,,,,,,,,,,,"05000US04005","Coconino County, Arizona",317700,"Coconino County, Arizona",20587
"G0400130","2019","AZ",,,"Arizona","04","Maricopa County","013",,,,,,,,,,,,,,,,,,"05000US04013","Maricopa County, Arizona",293600,"Maricopa County, Arizona",2226
"G0400150","2019","AZ",,,"Arizona","04","Mohave County","015",,,,,,,,,,,,,,,,,,"05000US04015","Mohave County, Arizona",186200,"Mohave County, Arizona",13215
"G0400170","2019","AZ",,,"Arizona","04","Navajo County","017",,,,,,,,,,,,,,,,,,"05000US04017","Navajo County, Arizona",148000,"Navajo County, Arizona",13280
"G0400190","2019","AZ",,,"Arizona","04","Pima County","019",,,,,,,,,,,,,,,,,,"05000US04019","Pima County, Arizona",211600,"Pima County, Arizona",4477
"G0400210","2019","AZ",,,"Arizona","04","Pinal County","021",,,,,,,,,,,,,,,,,,"05000US04021","Pinal County, Arizona",213300,"Pinal County, Arizona",4297
"G0400250","2019","AZ",,,"Arizona","04","Yavapai County","025",,,,,,,,,,,,,,,,,,"05000US04025","Yavapai County, Arizona",288500,"Yavapai County, Arizona",7198
"G0400270","2019","AZ",,,"Arizona","04","Yuma County","027",,,,,,,,,,,,,,,,,,"05000US04027","Yuma County, Arizona",139100,"Yuma County, Arizona",7884
"G0500070","2019","AR",,,"Arkansas","05","Benton County","007",,,,,,,,,,,,,,,,,,"05000US05007","Benton County, Arkansas",206300,"Benton County, Arkansas",9258
"G0500310","2019","AR",,,"Arkansas","05","Craighead County","031",,,,,,,,,,,,,,,,,,"05000US05031","Craighead County, Arkansas",157800,"Craighead County, Arkansas",11655
"G0500450","2019","AR",,,"Arkansas","05","Faulkner County","045",,,,,,,,,,,,,,,,,,"05000US05045","Faulkner County, Arkansas",170000,"Faulkner County, Arkansas",7305
"G0500510","2019","AR",,,"Arkansas","05","Garland County","051",,,,,,,,,,,,,,,,,,"05000US05051","Garland County, Arkansas",139100,"Garland County, Arkansas",10872
"G0500690","2019","AR",,,"Arkansas","05","Jefferson County","069",,,,,,,,,,,,,,,,,,"05000US05069","Jefferson County, Arkansas",81600,"Jefferson County, Arkansas",4985
"G0500850","2019","AR",,,"Arkansas","05","Lonoke County","085",,,,,,,,,,,,,,,,,,"05000US05085","Lonoke County, Arkansas",153600,"Lonoke County, Arkansas",12463
"G0501190","2019","AR",,,"Arkansas","05","Pulaski County","119",,,,,,,,,,,,,,,,,,"05000US05119","Pulaski County, Arkansas",157900,"Pulaski County, Arkansas",5510
"G0501250","2019","AR",,,"Arkansas","05","Saline County","125",,,,,,,,,,,,,,,,,,"05000US05125","Saline County, Arkansas",171900,"Saline County, Arkansas",12101
"G0501310","2019","AR",,,"Arkansas","05","Sebastian County","131",,,,,,,,,,,,,,,,,,"05000US05131","Sebastian County, Arkansas",139500,"Sebastian County, Arkansas",10565
"G0501430","2019","AR",,,"Arkansas","05","Washington County","143",,,,,,,,,,,,,,,,,,"05000US05143","Washington County, Arkansas",191700,"Washington County, Arkansas",8903
"G0501450","2019","AR",,,"Arkansas","05","White County","145",,,,,,,,,,,,,,,,,,"05000US05145","White County, Arkansas",123900,"White County, Arkansas",14601
"G0600010","2019","CA",,,"California","06","Alameda County","001",,,,,,,,,,,,,,,,,,"05000US06001","Alameda County, California",882100,"Alameda County, California",8723
"G0600070","2019","CA",,,"California","06","Butte County","007",,,,,,,,,,,,,,,,,,"05000US06007","Butte County, California",336600,"Butte County, California",15284
"G0600130","2019","CA",,,"California","06","Contra Costa County","013",,,,,,,,,,,,,,,,,,"05000US06013","Contra Costa County, California",687600,"Contra Costa County, California",8544
"G0600170","2019","CA",,,"California","06","El Dorado County","017",,,,,,,,,,,,,,,,,,"05000US06017","El Dorado County, California",502000,"El Dorado County, California",19683
"G0600190","2019","CA",,,"California","06","Fresno County","019",,,,,,,,,,,,,,,,,,"05000US06019","Fresno County, California",288300,"Fresno County, California",5056
"G0600230","2019","CA",,,"California","06","Humboldt County","023",,,,,,,,,,,,,,,,,,"05000US06023","Humboldt County, California",348000,"Humboldt County, California",15367
"G0600250","2019","CA",,,"California","06","Imperial County","025",,,,,,,,,,,,,,,,,,"05000US06025","Imperial County, California",229600,"Imperial County, California",15463
"G0600290","2019","CA",,,"California","06","Kern County","029",,,,,,,,,,,,,,,,,,"05000US06029","Kern County, California",235800,"Kern County, California",5388
"G0600310","2019","CA",,,"California","06","Kings County","031",,,,,,,,,,,,,,,,,,"05000US06031","Kings County, California",247600,"Kings County, California",15266
"G0600330","2019","CA",,,"California","06","Lake County","033",,,,,,,,,,,,,,,,,,"05000US06033","Lake County, California",255200,"Lake County, California",26708
"G0600370","2019","CA",,,"California","06","Los Angeles County","037",,,,,,,,,,,,,,,,,,"05000US06037","Los Angeles County, California",644100,"Los Angeles County, California",2895
"G0600390","2019","CA",,,"California","06","Madera County","039",,,,,,,,,,,,,,,,,,"05000US06039","Madera County, California",294000,"Madera County, California",13829
"G0600410","2019","CA",,,"California","06","Marin County","041",,,,,,,,,,,,,,,,,,"05000US06041","Marin County, California",1078800,"Marin County, California",35868
"G0600450","2019","CA",,,"California","06","Mendocino County","045",,,,,,,,,,,,,,,,,,"05000US06045","Mendocino County, California",431000,"Mendocino County, California",28652
"G0600470","2019","CA",,,"California","06","Merced County","047",,,,,,,,,,,,,,,,,,"05000US06047","Merced County, California",282900,"Merced County, California",9891
"G0600530","2019","CA",,,"California","06","Monterey County","053",,,,,,,,,,,,,,,,,,"05000US06053","Monterey County, California",602900,"Monterey County, California",17871
"G0600550","2019","CA",,,"California","06","Napa County","055",,,,,,,,,,,,,,,,,,"05000US06055","Napa County, California",670000,"Napa County, California",20596
"G0600570","2019","CA",,,"California","06","Nevada County","057",,,,,,,,,,,,,,,,,,"05000US06057","Nevada County, California",485000,"Nevada County, California",21188
"G0600590","2019","CA",,,"California","06","Orange County","059",,,,,,,,,,,,,,,,,,"05000US06059","Orange County, California",725100,"Orange County, California",6375
"G0600610","2019","CA",,,"California","06","Placer County","061",,,,,,,,,,,,,,,,,,"05000US06061","Placer County, California",534700,"Placer County, California",14095
"G0600650","2019","CA",,,"California","06","Riverside County","065",,,,,,,,,,,,,,,,,,"05000US06065","Riverside County, California",384400,"Riverside County, California",3753
"G0600670","2019","CA",,,"California","06","Sacramento County","067",,,,,,,,,,,,,,,,,,"05000US06067","Sacramento County, California",390200,"Sacramento County, California",3815
"G0600710","2019","CA",,,"California","06","San Bernardino County","071",,,,,,,,,,,,,,,,,,"05000US06071","San Bernardino County, California",369900,"San Bernardino County, California",4842
"G0600730","2019","CA",,,"California","06","San Diego County","073",,,,,,,,,,,,,,,,,,"05000US06073","San Diego County, California",619300,"San Diego County, California",5240
"G0600750","2019","CA",,,"California","06","San Francisco County","075",,,,,,,,,,,,,,,,,,"05000US06075","San Francisco County, California",1217500,"San Francisco County, California",27717
"G0600770","2019","CA",,,"California","06","San Joaquin County","077",,,,,,,,,,,,,,,,,,"05000US06077","San Joaquin County, California",385600,"San Joaquin County, California",7040
"G0600790","2019","CA",,,"California","06","San Luis Obispo County","079",,,,,,,,,,,,,,,,,,"05000US06079","San Luis Obispo County, California",637000,"San Luis Obispo County, California",15917
"G0600810","2019","CA",,,"California","06","San Mateo County","081",,,,,,,,,,,,,,,,,,"05000US06081","San Mateo County, California",1233600,"San Mateo County, California",23860
"G0600830","2019","CA",,,"California","06","Santa Barbara County","083",,,,,,,,,,,,,,,,,,"05000US06083","Santa Barbara County, California",593800,"Santa Barbara County, California",38493
"G0600850","2019","CA",,,"California","06","Santa Clara County","085",,,,,,,,,,,,,,,,,,"05000US06085","Santa Clara County, California",1135300,"Santa Clara County, California",12030
"G0600870","2019","CA",,,"California","06","Santa Cruz County","087",,,,,,,,,,,,,,,,,,"05000US06087","Santa Cruz County, California",839500,"Santa Cruz County, California",25889
"G0600890","2019","CA",,,"California","06","Shasta County","089",,,,,,,,,,,,,,,,,,"05000US06089","Shasta County, California",279200,"Shasta County, California",12560
"G0600950","2019","CA",,,"California","06","Solano County","095",,,,,,,,,,,,,,,,,,"05000US06095","Solano County, California",460500,"Solano County, California",7355
"G0600970","2019","CA",,,"California","06","Sonoma County","097",,,,,,,,,,,,,,,,,,"05000US06097","Sonoma County, California",664600,"Sonoma County, California",10082
"G0600990","2019","CA",,,"California","06","Stanislaus County","099",,,,,,,,,,,,,,,,,,"05000US06099","Stanislaus County, California",335400,"Stanislaus County, California",7135
"G0601010","2019","CA",,,"California","06","Sutter County","101",,,,,,,,,,,,,,,,,,"05000US06101","Sutter County, California",311200,"Sutter County, California",17754
"G0601030","2019","CA",,,"California","06","Tehama County","103",,,,,,,,,,,,,,,,,,"05000US06103","Tehama County, California",243500,"Tehama County, California",17690
"G0601070","2019","CA",,,"California","06","Tulare County","107",,,,,,,,,,,,,,,,,,"05000US06107","Tulare County, California",244700,"Tulare County, California",8581
"G0601110","2019","CA",,,"California","06","Ventura County","111",,,,,,,,,,,,,,,,,,"05000US06111","Ventura County, California",629600,"Ventura County, California",7182
"G0601130","2019","CA",,,"California","06","Yolo County","113",,,,,,,,,,,,,,,,,,"05000US06113","Yolo County, California",469300,"Yolo County, California",20335
"G0601150","2019","CA",,,"California","06","Yuba County","115",,,,,,,,,,,,,,,,,,"05000US06115","Yuba County, California",287600,"Yuba County, California",19356
"G0800010","2019","CO",,,"Colorado","08","Adams County","001",,,,,,,,,,,,,,,,,,"05000US08001","Adams County, Colorado",358700,"Adams County, Colorado",4776
"G0800050","2019","CO",,,"Colorado","08","Arapahoe County","005",,,,,,,,,,,,,,,,,,"05000US08005","Arapahoe County, Colorado",410500,"Arapahoe County, Colorado",7596
"G0800130","2019","CO",,,"Colorado","08","Boulder County","013",,,,,,,,,,,,,,,,,,"05000US08013","Boulder County, Colorado",592000,"Boulder County, Colorado",18091
"G0800140","2019","CO",,,"Colorado","08","Broomfield County","014",,,,,,,,,,,,,,,,,,"05000US08014","Broomfield County, Colorado",481000,"Broomfield County, Colorado",16482
"G0800310","2019","CO",,,"Colorado","08","Denver County","031",,,,,,,,,,,,,,,,,,"05000US08031","Denver County, Colorado",447500,"Denver County, Colorado",8314
"G0800350","2019","CO",,,"Colorado","08","Douglas County","035",,,,,,,,,,,,,,,,,,"05000US08035","Douglas County, Colorado",523200,"Douglas County, Colorado",13129
"G0800410","2019","CO",,,"Colorado","08","El Paso County","041",,,,,,,,,,,,,,,,,,"05000US08041","El Paso County, Colorado",325000,"El Paso County, Colorado",6242
"G0800590","2019","CO",,,"Colorado","08","Jefferson County","059",,,,,,,,,,,,,,,,,,"05000US08059","Jefferson County, Colorado",461200,"Jefferson County, Colorado",5367
"G0800690","2019","CO",,,"Colorado","08","Larimer County","069",,,,,,,,,,,,,,,,,,"05000US08069","Larimer County, Colorado",420100,"Larimer County, Colorado",9787
"G0800770","2019","CO",,,"Colorado","08","Mesa County","077",,,,,,,,,,,,,,,,,,"05000US08077","Mesa County, Colorado",262300,"Mesa County, Colorado",12150
"G0801010","2019","CO",,,"Colorado","08","Pueblo County","101",,,,,,,,,,,,,,,,,,"05000US08101","Pueblo County, Colorado",189600,"Pueblo County, Colorado",8009
"G0801230","2019","CO",,,"Colorado","08","Weld County","123",,,,,,,,,,,,,,,,,,"05000US08123","Weld County, Colorado",366800,"Weld County, Colorado",8089
"G0900010","2019","CT",,,"Connecticut","09","Fairfield County","001",,,,,,,,,,,,,,,,,,"05000US09001","Fairfield County, Connecticut",444500,"Fairfield County, Connecticut",10436
"G0900030","2019","CT",,,"Connecticut","09","Hartford County","003",,,,,,,,,,,,,,,,,,"05000US09003","Hartford County, Connecticut",243300,"Hartford County, Connecticut",4091
"G0900050","2019","CT",,,"Connecticut","09","Litchfield County","005",,,,,,,,,,,,,,,,,,"05000US09005","Litchfield County, Connecticut",255800,"Litchfield County, Connecticut",10334
"G0900070","2019","CT",,,"Connecticut","09","Middlesex County","007",,,,,,,,,,,,,,,,,,"05000US09007","Middlesex County, Connecticut",290800,"Middlesex County, Connecticut",9197
"G0900090","2019","CT",,,"Connecticut","09","New Haven County","009",,,,,,,,,,,,,,,,,,"05000US09009","New Haven County, Connecticut",251500,"New Haven County, Connecticut",5387
"G0900110","2019","CT",,,"Connecticut","09","New London County","011",,,,,,,,,,,,,,,,,,"05000US09011","New London County, Connecticut",255400,"New London County, Connecticut",9310
"G0900130","2019","CT",,,"Connecticut","09","Tolland County","013",,,,,,,,,,,,,,,,,,"05000US09013","Tolland County, Connecticut",262900,"Tolland County, Connecticut",8837
"G0900150","2019","CT",,,"Connecticut","09","Windham County","015",,,,,,,,,,,,,,,,,,"05000US09015","Windham County, Connecticut",213200,"Windham County, Connecticut",10552
"G1000010","2019","DE",,,"Delaware","10","Kent County","001",,,,,,,,,,,,,,,,,,"05000US10001","Kent County, Delaware",225200,"Kent County, Delaware",9754
"G1000030","2019","DE",,,"Delaware","10","New Castle County","003",,,,,,,,,,,,,,,,,,"05000US10003","New Castle County, Delaware",272600,"New Castle County, Delaware",5911
"G1000050","2019","DE",,,"Delaware","10","Sussex County","005",,,,,,,,,,,,,,,,,,"05000US10005","Sussex County, Delaware",270700,"Sussex County, Delaware",9753
"G1100010","2019","DC",,,"District of Columbia","11","District of Columbia","001",,,,,,,,,,,,,,,,,,"05000US11001","District of Columbia, District of Columbia",646500,"District of Columbia, District of Columbia",19826
"G1200010","2019","FL",,,"Florida","12","Alachua County","001",,,,,,,,,,,,,,,,,,"05000US12001","Alachua County, Florida",219400,"Alachua County, Florida",12930
"G1200050","2019","FL",,,"Florida","12","Bay County","005",,,,,,,,,,,,,,,,,,"05000US12005","Bay County, Florida",203500,"Bay County, Florida",13138
"G1200090","2019","FL",,,"Florida","12","Brevard County","009",,,,,,,,,,,,,,,,,,"05000US12009","Brevard County, Florida",228500,"Brevard County, Florida",5402
"G1200110","2019","FL",,,"Florida","12","Broward County","011",,,,,,,,,,,,,,,,,,"05000US12011","Broward County, Florida",300400,"Broward County, Florida",6018
"G1200150","2019","FL",,,"Florida","12","Charlotte County","015",,,,,,,,,,,,,,,,,,"05000US12015","Charlotte County, Florida",224600,"Charlotte County, Florida",7343
"G1200170","2019","FL",,,"Florida","12","Citrus County","017",,,,,,,,,,,,,,,,,,"05000US12017","Citrus County, Florida",156400,"Citrus County, Florida",6983
"G1200190","2019","FL",,,"Florida","12","Clay County","019",,,,,,,,,,,,,,,,,,"05000US12019","Clay County, Florida",214500,"Clay County, Florida",10174
"G1200210","2019","FL",,,"Florida","12","Collier County","021",,,,,,,,,,,,,,,,,,"05000US12021","Collier County, Florida",370800,"Collier County, Florida",11601
"G1200230","2019","FL",,,"Florida","12","Columbia County","023",,,,,,,,,,,,,,,,,,"05000US12023","Columbia County, Florida",161700,"Columbia County, Florida",10811
"G1200310","2019","FL",,,"Florida","12","Duval County","031",,,,,,,,,,,,,,,,,,"05000US12031","Duval County, Florida",207600,"Duval County, Florida",5768
"G1200330","2019","FL",,,"Florida","12","Escambia County","033",,,,,,,,,,,,,,,,,,"05000US12033","Escambia County, Florida",173100,"Escambia County, Florida",6645
"G1200350","2019","FL",,,"Florida","12","Flagler County","035",,,,,,,,,,,,,,,,,,"05000US12035","Flagler County, Florida",248700,"Flagler County, Florida",10757
"G1200530","2019","FL",,,"Florida","12","Hernando County","053",,,,,,,,,,,,,,,,,,"05000US12053","Hernando County, Florida",172100,"Hernando County, Florida",5405
"G1200550","2019","FL",,,"Florida","12","Highlands County","055",,,,,,,,,,,,,,,,,,"05000US12055","Highlands County, Florida",144900,"Highlands County, Florida",13438
"G1200570","2019","FL",,,"Florida","12","Hillsborough County","057",,,,,,,,,,,,,,,,,,"05000US12057","Hillsborough County, Florida",244100,"Hillsborough County, Florida",3695
"G1200610","2019","FL",,,"Florida","12","Indian River County","061",,,,,,,,,,,,,,,,,,"05000US12061","Indian River County, Florida",235300,"Indian River County, Florida",10089
"G1200690","2019","FL",,,"Florida","12","Lake County","069",,,,,,,,,,,,,,,,,,"05000US12069","Lake County, Florida",223800,"Lake County, Florida",8596
"G1200710","2019","FL",,,"Florida","12","Lee County","071",,,,,,,,,,,,,,,,,,"05000US12071","Lee County, Florida",244700,"Lee County, Florida",5637
"G1200730","2019","FL",,,"Florida","12","Leon County","073",,,,,,,,,,,,,,,,,,"05000US12073","Leon County, Florida",225900,"Leon County, Florida",11118
"G1200810","2019","FL",,,"Florida","12","Manatee County","081",,,,,,,,,,,,,,,,,,"05000US12081","Manatee County, Florida",271600,"Manatee County, Florida",9198
"G1200830","2019","FL",,,"Florida","12","Marion County","083",,,,,,,,,,,,,,,,,,"05000US12083","Marion County, Florida",161100,"Marion County, Florida",7968
"G1200850","2019","FL",,,"Florida","12","Martin County","085",,,,,,,,,,,,,,,,,,"05000US12085","Martin County, Florida",307800,"Martin County, Florida",15269
"G1200860","2019","FL",,,"Florida","12","Miami-Dade County","086",,,,,,,,,,,,,,,,,,"05000US12086","Miami-Dade County, Florida",330500,"Miami-Dade County, Florida",4647
