GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,BTTRA,BTBGA,NAME_E,AMWBE001,NAME_M,AMWBM001
"G53001100403011","2016-2020","WA",,,"Washington","53","Clark County","011",,,"040301","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530110403011",,,"Block Group 1, Census Tract 403.01, Clark County, Washington",490500,"Block Group 1, Census Tract 403.01, Clark County, Washington",47538
"G53001100403012","2016-2020","WA",,,"Washington","53","Clark County","011",,,"040301","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530110403012",,,"Block Group 2, Census Tract 403.01, Clark County, Washington",500000,"Block Group 2, Census Tract 403.01, Clark County, Washington",140762
"G53001100403031","2016-2020","WA",,,"Washington","53","Clark County","011",,,"040303","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530110403031",,,"Block Group 1, Census Tract 403.03, Clark County, Washington",381400,"Block Group 1, Census Tract 403.03, Clark County, Washington",57715
"G53001100403032","2016-2020","WA",,,"Washington","53","Clark County","011",,,"040303","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530110403032",,,"Block Group 2, Census Tract 403.03, Clark County, Washington",596900,"Block Group 2, Census Tract 403.03, Clark County, Washington",207794
"G53001100403033","2016-2020","WA",,,"Washington","53","Clark County","011",,,"040303","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530110403033",,,"Block Group 3, Census Tract 403.03, Clark County, Washington",348800,"Block Group 3, Census Tract 403.03, Clark County, Washington",97073
"G53001100403041","2016-2020","WA",,,"Washington","53","Clark County","011",,,"040304","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530110403041",,,"Block Group 1, Census Tract 403.04, Clark County, Washington",469800,"Block Group 1, Census Tract 403.04, Clark County, Washington",45140
"G53001100403051","2016-2020","WA",,,"Washington","53","Clark County","011",,,"040305","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530110403051",,,"Block Group 1, Census Tract 403.05, Clark County, Washington",362800,"Block Group 1, Census Tract 403.05, Clark County, Washington",33649
"G53001100403052","2016-2020","WA",,,"Washington","53","Clark County","011",,,"040305","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530110403052",,,"Block Group 2, Census Tract 403.05, Clark County, Washington",396200,"Block Group 2, Census Tract 403.05, Clark County, Washington",45731
"G53001100404031","2016-2020","WA",,,"Washington","53","Clark County","011",,,"040403","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530110404031",,,"Block Group 1, Census Tract 404.03, Clark County, Washington",524900,"Block Group 1, Census Tract 404.03, Clark County, Washington",75839
"G53001100404032","2016-2020","WA",,,"Washington","53","Clark County","011",,,"040403","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530110404032",,,"Block Group 2, Census Tract 404.03, Clark County, Washington",536600,"Block Group 2, Census Tract 404.03, Clark County, Washington",81742
"G53001100404071","2016-2020","WA",,,"Washington","53","Clark County","011",,,"040407","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530110404071",,,"Block Group 1, Census Tract 404.07, Clark County, Washington",276500,"Block Group 1, Census Tract 404.07, Clark County, Washington",28318
"G53001100404072","2016-2020","WA",,,"Washington","53","Clark County","011",,,"040407","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530110404072",,,"Block Group 2, Census Tract 404.07, Clark County, Washington",272600,"Block Group 2, Census Tract 404.07, Clark County, Washington",60487
"G53001100404073","2016-2020","WA",,,"Washington","53","Clark County","011",,,"040407","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530110404073",,,"Block Group 3, Census Tract 404.07, Clark County, Washington",279400,"Block Group 3, Census Tract 404.07, Clark County, Washington",44116
"G53001100404074","2016-2020","WA",,,"Washington","53","Clark County","011",,,"040407","4",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530110404074",,,"Block Group 4, Census Tract 404.07, Clark County, Washington",343200,"Block Group 4, Census Tract 404.07, Clark County, Washington",44730
"G53001100404081","2016-2020","WA",,,"Washington","53","Clark County","011",,,"040408","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530110404081",,,"Block Group 1, Census Tract 404.08, Clark County, Washington",423200,"Block Group 1, Census Tract 404.08, Clark County, Washington",124585
"G53001100404082","2016-2020","WA",,,"Washington","53","Clark County","011",,,"040408","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530110404082",,,"Block Group 2, Census Tract 404.08, Clark County, Washington",498900,"Block Group 2, Census Tract 404.08, Clark County, Washington",50718
"G53001100404083","2016-2020","WA",,,"Washington","53","Clark County","011",,,"040408","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530110404083",,,"Block Group 3, Census Tract 404.08, Clark County, Washington",607600,"Block Group 3, Census Tract 404.08, Clark County, Washington",101872
"G53001100404091","2016-2020","WA",,,"Washington","53","Clark County","011",,,"040409","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530110404091",,,"Block Group 1, Census Tract 404.09, Clark County, Washington",410900,"Block Group 1, Census Tract 404.09, Clark County, Washington",24068
"G53001100404092","2016-2020","WA",,,"Washington","53","Clark County","011",,,"040409","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530110404092",,,"Block Group 2, Census Tract 404.09, Clark County, Washington",517900,"Block Group 2, Census Tract 404.09, Clark County, Washington",103111
"G53001100404111","2016-2020","WA",,,"Washington","53","Clark County","011",,,"040411","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530110404111",,,"Block Group 1, Census Tract 404.11, Clark County, Washington",465000,"Block Group 1, Census Tract 404.11, Clark County, Washington",192798
"G53001100404112","2016-2020","WA",,,"Washington","53","Clark County","011",,,"040411","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530110404112",,,"Block Group 2, Census Tract 404.11, Clark County, Washington",334200,"Block Group 2, Census Tract 404.11, Clark County, Washington",37483
"G53001100404121","2016-2020","WA",,,"Washington","53","Clark County","011",,,"040412","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530110404121",,,"Block Group 1, Census Tract 404.12, Clark County, Washington",345600,"Block Group 1, Census Tract 404.12, Clark County, Washington",25212
"G53001100404122","2016-2020","WA",,,"Washington","53","Clark County","011",,,"040412","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530110404122",,,"Block Group 2, Census Tract 404.12, Clark County, Washington",387200,"Block Group 2, Census Tract 404.12, Clark County, Washington",25578
"G53001100404131","2016-2020","WA",,,"Washington","53","Clark County","011",,,"040413","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530110404131",,,"Block Group 1, Census Tract 404.13, Clark County, Washington",360900,"Block Group 1, Census Tract 404.13, Clark County, Washington",37933
"G53001100404132","2016-2020","WA",,,"Washington","53","Clark County","011",,,"040413","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530110404132",,,"Block Group 2, Census Tract 404.13, Clark County, Washington",269000,"Block Group 2, Census Tract 404.13, Clark County, Washington",28024
"G53001100404141","2016-2020","WA",,,"Washington","53","Clark County","011",,,"040414","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530110404141",,,"Block Group 1, Census Tract 404.14, Clark County, Washington",562500,"Block Group 1, Census Tract 404.14, Clark County, Washington",65878
"G53001100404142","2016-2020","WA",,,"Washington","53","Clark County","011",,,"040414","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530110404142",,,"Block Group 2, Census Tract 404.14, Clark County, Washington",316300,"Block Group 2, Census Tract 404.14, Clark County, Washington",34740
"G53001100404143","2016-2020","WA",,,"Washington","53","Clark County","011",,,"040414","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530110404143",,,"Block Group 3, Census Tract 404.14, Clark County, Washington",326100,"Block Group 3, Census Tract 404.14, Clark County, Washington",27573
"G53001100404144","2016-2020","WA",,,"Washington","53","Clark County","011",,,"040414","4",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530110404144",,,"Block Group 4, Census Tract 404.14, Clark County, Washington",350600,"Block Group 4, Census Tract 404.14, Clark County, Washington",12156
"G53001100404151","2016-2020","WA",,,"Washington","53","Clark County","011",,,"040415","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530110404151",,,"Block Group 1, Census Tract 404.15, Clark County, Washington",396500,"Block Group 1, Census Tract 404.15, Clark County, Washington",126713
"G53001100404152","2016-2020","WA",,,"Washington","53","Clark County","011",,,"040415","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530110404152",,,"Block Group 2, Census Tract 404.15, Clark County, Washington",311200,"Block Group 2, Census Tract 404.15, Clark County, Washington",21461
"G53001100404161","2016-2020","WA",,,"Washington","53","Clark County","011",,,"040416","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530110404161",,,"Block Group 1, Census Tract 404.16, Clark County, Washington",493300,"Block Group 1, Census Tract 404.16, Clark County, Washington",47992
"G53001100404162","2016-2020","WA",,,"Washington","53","Clark County","011",,,"040416","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530110404162",,,"Block Group 2, Census Tract 404.16, Clark County, Washington",465700,"Block Group 2, Census Tract 404.16, Clark County, Washington",24004
"G53001100404163","2016-2020","WA",,,"Washington","53","Clark County","011",,,"040416","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530110404163",,,"Block Group 3, Census Tract 404.16, Clark County, Washington",454700,"Block Group 3, Census Tract 404.16, Clark County, Washington",137881
"G53001100405041","2016-2020","WA",,,"Washington","53","Clark County","011",,,"040504","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530110405041",,,"Block Group 1, Census Tract 405.04, Clark County, Washington",526300,"Block Group 1, Census Tract 405.04, Clark County, Washington",48971
"G53001100405042","2016-2020","WA",,,"Washington","53","Clark County","011",,,"040504","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530110405042",,,"Block Group 2, Census Tract 405.04, Clark County, Washington",448000,"Block Group 2, Census Tract 405.04, Clark County, Washington",34702
"G53001100405043","2016-2020","WA",,,"Washington","53","Clark County","011",,,"040504","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530110405043",,,"Block Group 3, Census Tract 405.04, Clark County, Washington",578600,"Block Group 3, Census Tract 405.04, Clark County, Washington",56006
"G53001100405051","2016-2020","WA",,,"Washington","53","Clark County","011",,,"040505","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530110405051",,,"Block Group 1, Census Tract 405.05, Clark County, Washington",535300,"Block Group 1, Census Tract 405.05, Clark County, Washington",73774
"G53001100405052","2016-2020","WA",,,"Washington","53","Clark County","011",,,"040505","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530110405052",,,"Block Group 2, Census Tract 405.05, Clark County, Washington",478700,"Block Group 2, Census Tract 405.05, Clark County, Washington",35435
"G53001100405053","2016-2020","WA",,,"Washington","53","Clark County","011",,,"040505","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530110405053",,,"Block Group 3, Census Tract 405.05, Clark County, Washington",516700,"Block Group 3, Census Tract 405.05, Clark County, Washington",59692
"G53001100405071","2016-2020","WA",,,"Washington","53","Clark County","011",,,"040507","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530110405071",,,"Block Group 1, Census Tract 405.07, Clark County, Washington",363000,"Block Group 1, Census Tract 405.07, Clark County, Washington",59095
"G53001100405072","2016-2020","WA",,,"Washington","53","Clark County","011",,,"040507","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530110405072",,,"Block Group 2, Census Tract 405.07, Clark County, Washington",217000,"Block Group 2, Census Tract 405.07, Clark County, Washington",18761
"G53001100405091","2016-2020","WA",,,"Washington","53","Clark County","011",,,"040509","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530110405091",,,"Block Group 1, Census Tract 405.09, Clark County, Washington",291000,"Block Group 1, Census Tract 405.09, Clark County, Washington",16680
"G53001100405092","2016-2020","WA",,,"Washington","53","Clark County","011",,,"040509","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530110405092",,,"Block Group 2, Census Tract 405.09, Clark County, Washington",318800,"Block Group 2, Census Tract 405.09, Clark County, Washington",41790
"G53001100405101","2016-2020","WA",,,"Washington","53","Clark County","011",,,"040510","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530110405101",,,"Block Group 1, Census Tract 405.10, Clark County, Washington",587000,"Block Group 1, Census Tract 405.10, Clark County, Washington",55368
"G53001100405102","2016-2020","WA",,,"Washington","53","Clark County","011",,,"040510","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530110405102",,,"Block Group 2, Census Tract 405.10, Clark County, Washington",475400,"Block Group 2, Census Tract 405.10, Clark County, Washington",33562
"G53001100405103","2016-2020","WA",,,"Washington","53","Clark County","011",,,"040510","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530110405103",,,"Block Group 3, Census Tract 405.10, Clark County, Washington",465000,"Block Group 3, Census Tract 405.10, Clark County, Washington",35517
"G53001100405104","2016-2020","WA",,,"Washington","53","Clark County","011",,,"040510","4",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530110405104",,,"Block Group 4, Census Tract 405.10, Clark County, Washington",427600,"Block Group 4, Census Tract 405.10, Clark County, Washington",36076
"G53001100405111","2016-2020","WA",,,"Washington","53","Clark County","011",,,"040511","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530110405111",,,"Block Group 1, Census Tract 405.11, Clark County, Washington",647600,"Block Group 1, Census Tract 405.11, Clark County, Washington",64304
"G53001100405112","2016-2020","WA",,,"Washington","53","Clark County","011",,,"040511","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530110405112",,,"Block Group 2, Census Tract 405.11, Clark County, Washington",460200,"Block Group 2, Census Tract 405.11, Clark County, Washington",49053
"G53001100405121","2016-2020","WA",,,"Washington","53","Clark County","011",,,"040512","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530110405121",,,"Block Group 1, Census Tract 405.12, Clark County, Washington",339200,"Block Group 1, Census Tract 405.12, Clark County, Washington",17945
"G53001100405131","2016-2020","WA",,,"Washington","53","Clark County","011",,,"040513","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530110405131",,,"Block Group 1, Census Tract 405.13, Clark County, Washington",268500,"Block Group 1, Census Tract 405.13, Clark County, Washington",29687
"G53001100405132","2016-2020","WA",,,"Washington","53","Clark County","011",,,"040513","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530110405132",,,"Block Group 2, Census Tract 405.13, Clark County, Washington",373700,"Block Group 2, Census Tract 405.13, Clark County, Washington",23611
"G53001100406031","2016-2020","WA",,,"Washington","53","Clark County","011",,,"040603","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530110406031",,,"Block Group 1, Census Tract 406.03, Clark County, Washington",484000,"Block Group 1, Census Tract 406.03, Clark County, Washington",107043
"G53001100406032","2016-2020","WA",,,"Washington","53","Clark County","011",,,"040603","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530110406032",,,"Block Group 2, Census Tract 406.03, Clark County, Washington",448000,"Block Group 2, Census Tract 406.03, Clark County, Washington",38415
"G53001100406033","2016-2020","WA",,,"Washington","53","Clark County","011",,,"040603","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530110406033",,,"Block Group 3, Census Tract 406.03, Clark County, Washington",530300,"Block Group 3, Census Tract 406.03, Clark County, Washington",72925
"G53001100406034","2016-2020","WA",,,"Washington","53","Clark County","011",,,"040603","4",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530110406034",,,"Block Group 4, Census Tract 406.03, Clark County, Washington",509700,"Block Group 4, Census Tract 406.03, Clark County, Washington",115661
"G53001100406041","2016-2020","WA",,,"Washington","53","Clark County","011",,,"040604","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530110406041",,,"Block Group 1, Census Tract 406.04, Clark County, Washington",325900,"Block Group 1, Census Tract 406.04, Clark County, Washington",15952
"G53001100406042","2016-2020","WA",,,"Washington","53","Clark County","011",,,"040604","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530110406042",,,"Block Group 2, Census Tract 406.04, Clark County, Washington",379100,"Block Group 2, Census Tract 406.04, Clark County, Washington",76084
"G53001100406043","2016-2020","WA",,,"Washington","53","Clark County","011",,,"040604","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530110406043",,,"Block Group 3, Census Tract 406.04, Clark County, Washington",623300,"Block Group 3, Census Tract 406.04, Clark County, Washington",107457
"G53001100406051","2016-2020","WA",,,"Washington","53","Clark County","011",,,"040605","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530110406051",,,"Block Group 1, Census Tract 406.05, Clark County, Washington",504500,"Block Group 1, Census Tract 406.05, Clark County, Washington",106416
"G53001100406052","2016-2020","WA",,,"Washington","53","Clark County","011",,,"040605","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530110406052",,,"Block Group 2, Census Tract 406.05, Clark County, Washington",317100,"Block Group 2, Census Tract 406.05, Clark County, Washington",49273
"G53001100406053","2016-2020","WA",,,"Washington","53","Clark County","011",,,"040605","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530110406053",,,"Block Group 3, Census Tract 406.05, Clark County, Washington",566100,"Block Group 3, Census Tract 406.05, Clark County, Washington",84129
"G53001100406054","2016-2020","WA",,,"Washington","53","Clark County","011",,,"040605","4",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530110406054",,,"Block Group 4, Census Tract 406.05, Clark County, Washington",463900,"Block Group 4, Census Tract 406.05, Clark County, Washington",20653
"G53001100406081","2016-2020","WA",,,"Washington","53","Clark County","011",,,"040608","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530110406081",,,"Block Group 1, Census Tract 406.08, Clark County, Washington",847600,"Block Group 1, Census Tract 406.08, Clark County, Washington",62592
"G53001100406082","2016-2020","WA",,,"Washington","53","Clark County","011",,,"040608","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530110406082",,,"Block Group 2, Census Tract 406.08, Clark County, Washington",549300,"Block Group 2, Census Tract 406.08, Clark County, Washington",41152
"G53001100406083","2016-2020","WA",,,"Washington","53","Clark County","011",,,"040608","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530110406083",,,"Block Group 3, Census Tract 406.08, Clark County, Washington",507700,"Block Group 3, Census Tract 406.08, Clark County, Washington",69493
"G53001100406091","2016-2020","WA",,,"Washington","53","Clark County","011",,,"040609","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530110406091",,,"Block Group 1, Census Tract 406.09, Clark County, Washington",553100,"Block Group 1, Census Tract 406.09, Clark County, Washington",48346
"G53001100406092","2016-2020","WA",,,"Washington","53","Clark County","011",,,"040609","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530110406092",,,"Block Group 2, Census Tract 406.09, Clark County, Washington",453800,"Block Group 2, Census Tract 406.09, Clark County, Washington",24763
"G53001100406101","2016-2020","WA",,,"Washington","53","Clark County","011",,,"040610","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530110406101",,,"Block Group 1, Census Tract 406.10, Clark County, Washington",514500,"Block Group 1, Census Tract 406.10, Clark County, Washington",52039
"G53001100406102","2016-2020","WA",,,"Washington","53","Clark County","011",,,"040610","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530110406102",,,"Block Group 2, Census Tract 406.10, Clark County, Washington",455700,"Block Group 2, Census Tract 406.10, Clark County, Washington",29322
"G53001100407031","2016-2020","WA",,,"Washington","53","Clark County","011",,,"040703","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530110407031",,,"Block Group 1, Census Tract 407.03, Clark County, Washington",285300,"Block Group 1, Census Tract 407.03, Clark County, Washington",22957
"G53001100407032","2016-2020","WA",,,"Washington","53","Clark County","011",,,"040703","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530110407032",,,"Block Group 2, Census Tract 407.03, Clark County, Washington",281300,"Block Group 2, Census Tract 407.03, Clark County, Washington",17227
"G53001100407033","2016-2020","WA",,,"Washington","53","Clark County","011",,,"040703","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530110407033",,,"Block Group 3, Census Tract 407.03, Clark County, Washington",203000,"Block Group 3, Census Tract 407.03, Clark County, Washington",57390
"G53001100407034","2016-2020","WA",,,"Washington","53","Clark County","011",,,"040703","4",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530110407034",,,"Block Group 4, Census Tract 407.03, Clark County, Washington",257000,"Block Group 4, Census Tract 407.03, Clark County, Washington",77608
"G53001100407061","2016-2020","WA",,,"Washington","53","Clark County","011",,,"040706","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530110407061",,,"Block Group 1, Census Tract 407.06, Clark County, Washington",218800,"Block Group 1, Census Tract 407.06, Clark County, Washington",26689
"G53001100407062","2016-2020","WA",,,"Washington","53","Clark County","011",,,"040706","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530110407062",,,"Block Group 2, Census Tract 407.06, Clark County, Washington",246700,"Block Group 2, Census Tract 407.06, Clark County, Washington",126250
"G53001100407071","2016-2020","WA",,,"Washington","53","Clark County","011",,,"040707","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530110407071",,,"Block Group 1, Census Tract 407.07, Clark County, Washington",266000,"Block Group 1, Census Tract 407.07, Clark County, Washington",14331
"G53001100407072","2016-2020","WA",,,"Washington","53","Clark County","011",,,"040707","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530110407072",,,"Block Group 2, Census Tract 407.07, Clark County, Washington",267900,"Block Group 2, Census Tract 407.07, Clark County, Washington",21178
"G53001100407073","2016-2020","WA",,,"Washington","53","Clark County","011",,,"040707","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530110407073",,,"Block Group 3, Census Tract 407.07, Clark County, Washington",283100,"Block Group 3, Census Tract 407.07, Clark County, Washington",18926
"G53001100407091","2016-2020","WA",,,"Washington","53","Clark County","011",,,"040709","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530110407091",,,"Block Group 1, Census Tract 407.09, Clark County, Washington",473900,"Block Group 1, Census Tract 407.09, Clark County, Washington",74751
"G53001100407092","2016-2020","WA",,,"Washington","53","Clark County","011",,,"040709","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530110407092",,,"Block Group 2, Census Tract 407.09, Clark County, Washington",446800,"Block Group 2, Census Tract 407.09, Clark County, Washington",38972
"G53001100407093","2016-2020","WA",,,"Washington","53","Clark County","011",,,"040709","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530110407093",,,"Block Group 3, Census Tract 407.09, Clark County, Washington",334900,"Block Group 3, Census Tract 407.09, Clark County, Washington",15041
"G53001100407111","2016-2020","WA",,,"Washington","53","Clark County","011",,,"040711","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530110407111",,,"Block Group 1, Census Tract 407.11, Clark County, Washington",273100,"Block Group 1, Census Tract 407.11, Clark County, Washington",22231
"G53001100407112","2016-2020","WA",,,"Washington","53","Clark County","011",,,"040711","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530110407112",,,"Block Group 2, Census Tract 407.11, Clark County, Washington",298000,"Block Group 2, Census Tract 407.11, Clark County, Washington",17873
"G53001100407121","2016-2020","WA",,,"Washington","53","Clark County","011",,,"040712","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530110407121",,,"Block Group 1, Census Tract 407.12, Clark County, Washington",314500,"Block Group 1, Census Tract 407.12, Clark County, Washington",32784
"G53001100407122","2016-2020","WA",,,"Washington","53","Clark County","011",,,"040712","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530110407122",,,"Block Group 2, Census Tract 407.12, Clark County, Washington",310700,"Block Group 2, Census Tract 407.12, Clark County, Washington",35941
"G53001100407123","2016-2020","WA",,,"Washington","53","Clark County","011",,,"040712","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530110407123",,,"Block Group 3, Census Tract 407.12, Clark County, Washington",288500,"Block Group 3, Census Tract 407.12, Clark County, Washington",18771
"G53001100407124","2016-2020","WA",,,"Washington","53","Clark County","011",,,"040712","4",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530110407124",,,"Block Group 4, Census Tract 407.12, Clark County, Washington",373100,"Block Group 4, Census Tract 407.12, Clark County, Washington",28581
"G53001100407131","2016-2020","WA",,,"Washington","53","Clark County","011",,,"040713","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530110407131",,,"Block Group 1, Census Tract 407.13, Clark County, Washington",483700,"Block Group 1, Census Tract 407.13, Clark County, Washington",45523
"G53001100407132","2016-2020","WA",,,"Washington","53","Clark County","011",,,"040713","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530110407132",,,"Block Group 2, Census Tract 407.13, Clark County, Washington",411200,"Block Group 2, Census Tract 407.13, Clark County, Washington",47213
"G53001100407133","2016-2020","WA",,,"Washington","53","Clark County","011",,,"040713","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530110407133",,,"Block Group 3, Census Tract 407.13, Clark County, Washington",416400,"Block Group 3, Census Tract 407.13, Clark County, Washington",45989
"G53001100407141","2016-2020","WA",,,"Washington","53","Clark County","011",,,"040714","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530110407141",,,"Block Group 1, Census Tract 407.14, Clark County, Washington",360600,"Block Group 1, Census Tract 407.14, Clark County, Washington",16201
"G53001100407142","2016-2020","WA",,,"Washington","53","Clark County","011",,,"040714","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530110407142",,,"Block Group 2, Census Tract 407.14, Clark County, Washington",354000,"Block Group 2, Census Tract 407.14, Clark County, Washington",19589
"G53001100407151","2016-2020","WA",,,"Washington","53","Clark County","011",,,"040715","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530110407151",,,"Block Group 1, Census Tract 407.15, Clark County, Washington",323900,"Block Group 1, Census Tract 407.15, Clark County, Washington",182395
"G53001100407152","2016-2020","WA",,,"Washington","53","Clark County","011",,,"040715","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530110407152",,,"Block Group 2, Census Tract 407.15, Clark County, Washington",434500,"Block Group 2, Census Tract 407.15, Clark County, Washington",42050
"G53001100408031","2016-2020","WA",,,"Washington","53","Clark County","011",,,"040803","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530110408031",,,"Block Group 1, Census Tract 408.03, Clark County, Washington",350500,"Block Group 1, Census Tract 408.03, Clark County, Washington",21433
"G53001100408032","2016-2020","WA",,,"Washington","53","Clark County","011",,,"040803","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530110408032",,,"Block Group 2, Census Tract 408.03, Clark County, Washington",392000,"Block Group 2, Census Tract 408.03, Clark County, Washington",30450
"G53001100408033","2016-2020","WA",,,"Washington","53","Clark County","011",,,"040803","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530110408033",,,"Block Group 3, Census Tract 408.03, Clark County, Washington",426700,"Block Group 3, Census Tract 408.03, Clark County, Washington",35133
"G53001100408034","2016-2020","WA",,,"Washington","53","Clark County","011",,,"040803","4",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530110408034",,,"Block Group 4, Census Tract 408.03, Clark County, Washington",306000,"Block Group 4, Census Tract 408.03, Clark County, Washington",60812
