GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,BTTRA,BTBGA,NAME_E,AMWBE001,NAME_M,AMWBM001
"G53001100408061","2016-2020","WA",,,"Washington","53","Clark County","011",,,"040806","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530110408061",,,"Block Group 1, Census Tract 408.06, Clark County, Washington",354300,"Block Group 1, Census Tract 408.06, Clark County, Washington",25964
"G53001100408062","2016-2020","WA",,,"Washington","53","Clark County","011",,,"040806","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530110408062",,,"Block Group 2, Census Tract 408.06, Clark County, Washington",288600,"Block Group 2, Census Tract 408.06, Clark County, Washington",20186
"G53001100408063","2016-2020","WA",,,"Washington","53","Clark County","011",,,"040806","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530110408063",,,"Block Group 3, Census Tract 408.06, Clark County, Washington",309100,"Block Group 3, Census Tract 408.06, Clark County, Washington",33536
"G53001100408081","2016-2020","WA",,,"Washington","53","Clark County","011",,,"040808","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530110408081",,,"Block Group 1, Census Tract 408.08, Clark County, Washington",292600,"Block Group 1, Census Tract 408.08, Clark County, Washington",30538
"G53001100408091","2016-2020","WA",,,"Washington","53","Clark County","011",,,"040809","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530110408091",,,"Block Group 1, Census Tract 408.09, Clark County, Washington",326400,"Block Group 1, Census Tract 408.09, Clark County, Washington",51814
"G53001100408092","2016-2020","WA",,,"Washington","53","Clark County","011",,,"040809","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530110408092",,,"Block Group 2, Census Tract 408.09, Clark County, Washington",251500,"Block Group 2, Census Tract 408.09, Clark County, Washington",72443
"G53001100408093","2016-2020","WA",,,"Washington","53","Clark County","011",,,"040809","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530110408093",,,"Block Group 3, Census Tract 408.09, Clark County, Washington",324900,"Block Group 3, Census Tract 408.09, Clark County, Washington",29650
"G53001100408094","2016-2020","WA",,,"Washington","53","Clark County","011",,,"040809","4",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530110408094",,,"Block Group 4, Census Tract 408.09, Clark County, Washington",295300,"Block Group 4, Census Tract 408.09, Clark County, Washington",33724
"G53001100408101","2016-2020","WA",,,"Washington","53","Clark County","011",,,"040810","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530110408101",,,"Block Group 1, Census Tract 408.10, Clark County, Washington",294700,"Block Group 1, Census Tract 408.10, Clark County, Washington",31399
"G53001100408102","2016-2020","WA",,,"Washington","53","Clark County","011",,,"040810","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530110408102",,,"Block Group 2, Census Tract 408.10, Clark County, Washington",344800,"Block Group 2, Census Tract 408.10, Clark County, Washington",43297
"G53001100408111","2016-2020","WA",,,"Washington","53","Clark County","011",,,"040811","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530110408111",,,"Block Group 1, Census Tract 408.11, Clark County, Washington",579900,"Block Group 1, Census Tract 408.11, Clark County, Washington",58233
"G53001100408112","2016-2020","WA",,,"Washington","53","Clark County","011",,,"040811","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530110408112",,,"Block Group 2, Census Tract 408.11, Clark County, Washington",389300,"Block Group 2, Census Tract 408.11, Clark County, Washington",47416
"G53001100408121","2016-2020","WA",,,"Washington","53","Clark County","011",,,"040812","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530110408121",,,"Block Group 1, Census Tract 408.12, Clark County, Washington",344200,"Block Group 1, Census Tract 408.12, Clark County, Washington",50961
"G53001100408122","2016-2020","WA",,,"Washington","53","Clark County","011",,,"040812","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530110408122",,,"Block Group 2, Census Tract 408.12, Clark County, Washington",321800,"Block Group 2, Census Tract 408.12, Clark County, Washington",42413
"G53001100408123","2016-2020","WA",,,"Washington","53","Clark County","011",,,"040812","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530110408123",,,"Block Group 3, Census Tract 408.12, Clark County, Washington",574400,"Block Group 3, Census Tract 408.12, Clark County, Washington",46988
"G53001100409041","2016-2020","WA",,,"Washington","53","Clark County","011",,,"040904","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530110409041",,,"Block Group 1, Census Tract 409.04, Clark County, Washington",352400,"Block Group 1, Census Tract 409.04, Clark County, Washington",25092
"G53001100409042","2016-2020","WA",,,"Washington","53","Clark County","011",,,"040904","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530110409042",,,"Block Group 2, Census Tract 409.04, Clark County, Washington",368100,"Block Group 2, Census Tract 409.04, Clark County, Washington",37810
"G53001100409043","2016-2020","WA",,,"Washington","53","Clark County","011",,,"040904","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530110409043",,,"Block Group 3, Census Tract 409.04, Clark County, Washington",366600,"Block Group 3, Census Tract 409.04, Clark County, Washington",35377
"G53001100409044","2016-2020","WA",,,"Washington","53","Clark County","011",,,"040904","4",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530110409044",,,"Block Group 4, Census Tract 409.04, Clark County, Washington",,"Block Group 4, Census Tract 409.04, Clark County, Washington",
"G53001100409051","2016-2020","WA",,,"Washington","53","Clark County","011",,,"040905","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530110409051",,,"Block Group 1, Census Tract 409.05, Clark County, Washington",497100,"Block Group 1, Census Tract 409.05, Clark County, Washington",79269
"G53001100409052","2016-2020","WA",,,"Washington","53","Clark County","011",,,"040905","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530110409052",,,"Block Group 2, Census Tract 409.05, Clark County, Washington",485200,"Block Group 2, Census Tract 409.05, Clark County, Washington",39676
"G53001100409071","2016-2020","WA",,,"Washington","53","Clark County","011",,,"040907","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530110409071",,,"Block Group 1, Census Tract 409.07, Clark County, Washington",518700,"Block Group 1, Census Tract 409.07, Clark County, Washington",65884
"G53001100409072","2016-2020","WA",,,"Washington","53","Clark County","011",,,"040907","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530110409072",,,"Block Group 2, Census Tract 409.07, Clark County, Washington",530400,"Block Group 2, Census Tract 409.07, Clark County, Washington",53408
"G53001100409073","2016-2020","WA",,,"Washington","53","Clark County","011",,,"040907","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530110409073",,,"Block Group 3, Census Tract 409.07, Clark County, Washington",646900,"Block Group 3, Census Tract 409.07, Clark County, Washington",66008
"G53001100409074","2016-2020","WA",,,"Washington","53","Clark County","011",,,"040907","4",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530110409074",,,"Block Group 4, Census Tract 409.07, Clark County, Washington",396300,"Block Group 4, Census Tract 409.07, Clark County, Washington",50002
"G53001100409081","2016-2020","WA",,,"Washington","53","Clark County","011",,,"040908","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530110409081",,,"Block Group 1, Census Tract 409.08, Clark County, Washington",452600,"Block Group 1, Census Tract 409.08, Clark County, Washington",12632
"G53001100409082","2016-2020","WA",,,"Washington","53","Clark County","011",,,"040908","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530110409082",,,"Block Group 2, Census Tract 409.08, Clark County, Washington",374700,"Block Group 2, Census Tract 409.08, Clark County, Washington",38601
"G53001100409083","2016-2020","WA",,,"Washington","53","Clark County","011",,,"040908","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530110409083",,,"Block Group 3, Census Tract 409.08, Clark County, Washington",395800,"Block Group 3, Census Tract 409.08, Clark County, Washington",60408
"G53001100409084","2016-2020","WA",,,"Washington","53","Clark County","011",,,"040908","4",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530110409084",,,"Block Group 4, Census Tract 409.08, Clark County, Washington",351000,"Block Group 4, Census Tract 409.08, Clark County, Washington",28696
"G53001100409091","2016-2020","WA",,,"Washington","53","Clark County","011",,,"040909","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530110409091",,,"Block Group 1, Census Tract 409.09, Clark County, Washington",371100,"Block Group 1, Census Tract 409.09, Clark County, Washington",46559
"G53001100409092","2016-2020","WA",,,"Washington","53","Clark County","011",,,"040909","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530110409092",,,"Block Group 2, Census Tract 409.09, Clark County, Washington",335700,"Block Group 2, Census Tract 409.09, Clark County, Washington",51190
"G53001100409093","2016-2020","WA",,,"Washington","53","Clark County","011",,,"040909","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530110409093",,,"Block Group 3, Census Tract 409.09, Clark County, Washington",218300,"Block Group 3, Census Tract 409.09, Clark County, Washington",55120
"G53001100409094","2016-2020","WA",,,"Washington","53","Clark County","011",,,"040909","4",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530110409094",,,"Block Group 4, Census Tract 409.09, Clark County, Washington",386200,"Block Group 4, Census Tract 409.09, Clark County, Washington",57321
"G53001100409101","2016-2020","WA",,,"Washington","53","Clark County","011",,,"040910","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530110409101",,,"Block Group 1, Census Tract 409.10, Clark County, Washington",383900,"Block Group 1, Census Tract 409.10, Clark County, Washington",44122
"G53001100409102","2016-2020","WA",,,"Washington","53","Clark County","011",,,"040910","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530110409102",,,"Block Group 2, Census Tract 409.10, Clark County, Washington",338100,"Block Group 2, Census Tract 409.10, Clark County, Washington",20346
"G53001100410031","2016-2020","WA",,,"Washington","53","Clark County","011",,,"041003","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530110410031",,,"Block Group 1, Census Tract 410.03, Clark County, Washington",358700,"Block Group 1, Census Tract 410.03, Clark County, Washington",48998
"G53001100410032","2016-2020","WA",,,"Washington","53","Clark County","011",,,"041003","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530110410032",,,"Block Group 2, Census Tract 410.03, Clark County, Washington",329900,"Block Group 2, Census Tract 410.03, Clark County, Washington",45680
"G53001100410033","2016-2020","WA",,,"Washington","53","Clark County","011",,,"041003","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530110410033",,,"Block Group 3, Census Tract 410.03, Clark County, Washington",378200,"Block Group 3, Census Tract 410.03, Clark County, Washington",33467
"G53001100410034","2016-2020","WA",,,"Washington","53","Clark County","011",,,"041003","4",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530110410034",,,"Block Group 4, Census Tract 410.03, Clark County, Washington",319400,"Block Group 4, Census Tract 410.03, Clark County, Washington",31037
"G53001100410051","2016-2020","WA",,,"Washington","53","Clark County","011",,,"041005","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530110410051",,,"Block Group 1, Census Tract 410.05, Clark County, Washington",221800,"Block Group 1, Census Tract 410.05, Clark County, Washington",19789
"G53001100410052","2016-2020","WA",,,"Washington","53","Clark County","011",,,"041005","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530110410052",,,"Block Group 2, Census Tract 410.05, Clark County, Washington",,"Block Group 2, Census Tract 410.05, Clark County, Washington",
"G53001100410071","2016-2020","WA",,,"Washington","53","Clark County","011",,,"041007","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530110410071",,,"Block Group 1, Census Tract 410.07, Clark County, Washington",330500,"Block Group 1, Census Tract 410.07, Clark County, Washington",25479
"G53001100410072","2016-2020","WA",,,"Washington","53","Clark County","011",,,"041007","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530110410072",,,"Block Group 2, Census Tract 410.07, Clark County, Washington",322900,"Block Group 2, Census Tract 410.07, Clark County, Washington",136418
"G53001100410073","2016-2020","WA",,,"Washington","53","Clark County","011",,,"041007","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530110410073",,,"Block Group 3, Census Tract 410.07, Clark County, Washington",246100,"Block Group 3, Census Tract 410.07, Clark County, Washington",83857
"G53001100410081","2016-2020","WA",,,"Washington","53","Clark County","011",,,"041008","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530110410081",,,"Block Group 1, Census Tract 410.08, Clark County, Washington",433500,"Block Group 1, Census Tract 410.08, Clark County, Washington",27707
"G53001100410082","2016-2020","WA",,,"Washington","53","Clark County","011",,,"041008","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530110410082",,,"Block Group 2, Census Tract 410.08, Clark County, Washington",328900,"Block Group 2, Census Tract 410.08, Clark County, Washington",28671
"G53001100410083","2016-2020","WA",,,"Washington","53","Clark County","011",,,"041008","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530110410083",,,"Block Group 3, Census Tract 410.08, Clark County, Washington",486900,"Block Group 3, Census Tract 410.08, Clark County, Washington",52272
"G53001100410091","2016-2020","WA",,,"Washington","53","Clark County","011",,,"041009","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530110410091",,,"Block Group 1, Census Tract 410.09, Clark County, Washington",352500,"Block Group 1, Census Tract 410.09, Clark County, Washington",20716
"G53001100410092","2016-2020","WA",,,"Washington","53","Clark County","011",,,"041009","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530110410092",,,"Block Group 2, Census Tract 410.09, Clark County, Washington",172500,"Block Group 2, Census Tract 410.09, Clark County, Washington",70911
"G53001100410093","2016-2020","WA",,,"Washington","53","Clark County","011",,,"041009","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530110410093",,,"Block Group 3, Census Tract 410.09, Clark County, Washington",302200,"Block Group 3, Census Tract 410.09, Clark County, Washington",52840
"G53001100410101","2016-2020","WA",,,"Washington","53","Clark County","011",,,"041010","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530110410101",,,"Block Group 1, Census Tract 410.10, Clark County, Washington",,"Block Group 1, Census Tract 410.10, Clark County, Washington",
"G53001100410102","2016-2020","WA",,,"Washington","53","Clark County","011",,,"041010","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530110410102",,,"Block Group 2, Census Tract 410.10, Clark County, Washington",359300,"Block Group 2, Census Tract 410.10, Clark County, Washington",27770
"G53001100410111","2016-2020","WA",,,"Washington","53","Clark County","011",,,"041011","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530110410111",,,"Block Group 1, Census Tract 410.11, Clark County, Washington",291300,"Block Group 1, Census Tract 410.11, Clark County, Washington",23942
"G53001100410112","2016-2020","WA",,,"Washington","53","Clark County","011",,,"041011","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530110410112",,,"Block Group 2, Census Tract 410.11, Clark County, Washington",297600,"Block Group 2, Census Tract 410.11, Clark County, Washington",25991
"G53001100411041","2016-2020","WA",,,"Washington","53","Clark County","011",,,"041104","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530110411041",,,"Block Group 1, Census Tract 411.04, Clark County, Washington",274800,"Block Group 1, Census Tract 411.04, Clark County, Washington",24360
"G53001100411042","2016-2020","WA",,,"Washington","53","Clark County","011",,,"041104","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530110411042",,,"Block Group 2, Census Tract 411.04, Clark County, Washington",280300,"Block Group 2, Census Tract 411.04, Clark County, Washington",24311
"G53001100411051","2016-2020","WA",,,"Washington","53","Clark County","011",,,"041105","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530110411051",,,"Block Group 1, Census Tract 411.05, Clark County, Washington",293600,"Block Group 1, Census Tract 411.05, Clark County, Washington",33811
"G53001100411052","2016-2020","WA",,,"Washington","53","Clark County","011",,,"041105","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530110411052",,,"Block Group 2, Census Tract 411.05, Clark County, Washington",281700,"Block Group 2, Census Tract 411.05, Clark County, Washington",24762
"G53001100411053","2016-2020","WA",,,"Washington","53","Clark County","011",,,"041105","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530110411053",,,"Block Group 3, Census Tract 411.05, Clark County, Washington",281600,"Block Group 3, Census Tract 411.05, Clark County, Washington",46944
"G53001100411054","2016-2020","WA",,,"Washington","53","Clark County","011",,,"041105","4",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530110411054",,,"Block Group 4, Census Tract 411.05, Clark County, Washington",371100,"Block Group 4, Census Tract 411.05, Clark County, Washington",46828
"G53001100411071","2016-2020","WA",,,"Washington","53","Clark County","011",,,"041107","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530110411071",,,"Block Group 1, Census Tract 411.07, Clark County, Washington",393300,"Block Group 1, Census Tract 411.07, Clark County, Washington",39565
"G53001100411072","2016-2020","WA",,,"Washington","53","Clark County","011",,,"041107","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530110411072",,,"Block Group 2, Census Tract 411.07, Clark County, Washington",283000,"Block Group 2, Census Tract 411.07, Clark County, Washington",12442
