GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATEA,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSCEA,ANRCA,CBSA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,BTTRA,BTBGA,NAME_E,ADRWE001,NAME_M,ADRWM001
"G36980","2011-2015","US",,,,,,,,,,,,,,,,"Owensboro, KY Metro Area","36980",,,,,,,,,,,,,,,,,"31000US36980",,,"Owensboro, KY Metro Area",112700,"Owensboro, KY Metro Area",2701
"G37020","2011-2015","US",,,,,,,,,,,,,,,,"Owosso, MI Micro Area","37020",,,,,,,,,,,,,,,,,"31000US37020",,,"Owosso, MI Micro Area",105100,"Owosso, MI Micro Area",2849
"G37060","2011-2015","US",,,,,,,,,,,,,,,,"Oxford, MS Micro Area","37060",,,,,,,,,,,,,,,,,"31000US37060",,,"Oxford, MS Micro Area",159200,"Oxford, MS Micro Area",8198
"G37080","2011-2015","US",,,,,,,,,,,,,,,,"Oxford, NC Micro Area","37080",,,,,,,,,,,,,,,,,"31000US37080",,,"Oxford, NC Micro Area",142600,"Oxford, NC Micro Area",4798
"G37100","2011-2015","US",,,,,,,,,,,,,,,,"Oxnard-Thousand Oaks-Ventura, CA Metro Area","37100",,,,,,,,,,,,,,,,,"31000US37100",,,"Oxnard-Thousand Oaks-Ventura, CA Metro Area",458100,"Oxnard-Thousand Oaks-Ventura, CA Metro Area",3239
"G37120","2011-2015","US",,,,,,,,,,,,,,,,"Ozark, AL Micro Area","37120",,,,,,,,,,,,,,,,,"31000US37120",,,"Ozark, AL Micro Area",101700,"Ozark, AL Micro Area",5008
"G37140","2011-2015","US",,,,,,,,,,,,,,,,"Paducah, KY-IL Micro Area","37140",,,,,,,,,,,,,,,,,"31000US37140",,,"Paducah, KY-IL Micro Area",109300,"Paducah, KY-IL Micro Area",3334
"G37220","2011-2015","US",,,,,,,,,,,,,,,,"Pahrump, NV Micro Area","37220",,,,,,,,,,,,,,,,,"31000US37220",,,"Pahrump, NV Micro Area",105900,"Pahrump, NV Micro Area",6962
"G37260","2011-2015","US",,,,,,,,,,,,,,,,"Palatka, FL Micro Area","37260",,,,,,,,,,,,,,,,,"31000US37260",,,"Palatka, FL Micro Area",85500,"Palatka, FL Micro Area",2781
"G37300","2011-2015","US",,,,,,,,,,,,,,,,"Palestine, TX Micro Area","37300",,,,,,,,,,,,,,,,,"31000US37300",,,"Palestine, TX Micro Area",83000,"Palestine, TX Micro Area",3853
"G37340","2011-2015","US",,,,,,,,,,,,,,,,"Palm Bay-Melbourne-Titusville, FL Metro Area","37340",,,,,,,,,,,,,,,,,"31000US37340",,,"Palm Bay-Melbourne-Titusville, FL Metro Area",142200,"Palm Bay-Melbourne-Titusville, FL Metro Area",2060
"G37420","2011-2015","US",,,,,,,,,,,,,,,,"Pampa, TX Micro Area","37420",,,,,,,,,,,,,,,,,"31000US37420",,,"Pampa, TX Micro Area",74800,"Pampa, TX Micro Area",5818
"G37460","2011-2015","US",,,,,,,,,,,,,,,,"Panama City, FL Metro Area","37460",,,,,,,,,,,,,,,,,"31000US37460",,,"Panama City, FL Metro Area",156800,"Panama City, FL Metro Area",2660
"G37500","2011-2015","US",,,,,,,,,,,,,,,,"Paragould, AR Micro Area","37500",,,,,,,,,,,,,,,,,"31000US37500",,,"Paragould, AR Micro Area",107700,"Paragould, AR Micro Area",4097
"G37540","2011-2015","US",,,,,,,,,,,,,,,,"Paris, TN Micro Area","37540",,,,,,,,,,,,,,,,,"31000US37540",,,"Paris, TN Micro Area",94300,"Paris, TN Micro Area",5517
"G37580","2011-2015","US",,,,,,,,,,,,,,,,"Paris, TX Micro Area","37580",,,,,,,,,,,,,,,,,"31000US37580",,,"Paris, TX Micro Area",85900,"Paris, TX Micro Area",3294
"G37620","2011-2015","US",,,,,,,,,,,,,,,,"Parkersburg-Vienna, WV Metro Area","37620",,,,,,,,,,,,,,,,,"31000US37620",,,"Parkersburg-Vienna, WV Metro Area",104900,"Parkersburg-Vienna, WV Metro Area",3185
"G37660","2011-2015","US",,,,,,,,,,,,,,,,"Parsons, KS Micro Area","37660",,,,,,,,,,,,,,,,,"31000US37660",,,"Parsons, KS Micro Area",70200,"Parsons, KS Micro Area",4576
"G37740","2011-2015","US",,,,,,,,,,,,,,,,"Payson, AZ Micro Area","37740",,,,,,,,,,,,,,,,,"31000US37740",,,"Payson, AZ Micro Area",134200,"Payson, AZ Micro Area",8043
"G37780","2011-2015","US",,,,,,,,,,,,,,,,"Pecos, TX Micro Area","37780",,,,,,,,,,,,,,,,,"31000US37780",,,"Pecos, TX Micro Area",44600,"Pecos, TX Micro Area",7557
"G37860","2011-2015","US",,,,,,,,,,,,,,,,"Pensacola-Ferry Pass-Brent, FL Metro Area","37860",,,,,,,,,,,,,,,,,"31000US37860",,,"Pensacola-Ferry Pass-Brent, FL Metro Area",135400,"Pensacola-Ferry Pass-Brent, FL Metro Area",2267
"G37900","2011-2015","US",,,,,,,,,,,,,,,,"Peoria, IL Metro Area","37900",,,,,,,,,,,,,,,,,"31000US37900",,,"Peoria, IL Metro Area",131300,"Peoria, IL Metro Area",1667
"G37940","2011-2015","US",,,,,,,,,,,,,,,,"Peru, IN Micro Area","37940",,,,,,,,,,,,,,,,,"31000US37940",,,"Peru, IN Micro Area",85500,"Peru, IN Micro Area",3055
"G37980","2011-2015","US",,,,,,,,,,,,,,,,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area","37980",,,,,,,,,,,,,,,,,"31000US37980",,,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",236600,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",617
"G38060","2011-2015","US",,,,,,,,,,,,,,,,"Phoenix-Mesa-Scottsdale, AZ Metro Area","38060",,,,,,,,,,,,,,,,,"31000US38060",,,"Phoenix-Mesa-Scottsdale, AZ Metro Area",179100,"Phoenix-Mesa-Scottsdale, AZ Metro Area",992
"G38100","2011-2015","US",,,,,,,,,,,,,,,,"Picayune, MS Micro Area","38100",,,,,,,,,,,,,,,,,"31000US38100",,,"Picayune, MS Micro Area",114100,"Picayune, MS Micro Area",5394
"G38180","2011-2015","US",,,,,,,,,,,,,,,,"Pierre, SD Micro Area","38180",,,,,,,,,,,,,,,,,"31000US38180",,,"Pierre, SD Micro Area",161300,"Pierre, SD Micro Area",5881
"G38220","2011-2015","US",,,,,,,,,,,,,,,,"Pine Bluff, AR Metro Area","38220",,,,,,,,,,,,,,,,,"31000US38220",,,"Pine Bluff, AR Metro Area",80200,"Pine Bluff, AR Metro Area",2465
"G38240","2011-2015","US",,,,,,,,,,,,,,,,"Pinehurst-Southern Pines, NC Micro Area","38240",,,,,,,,,,,,,,,,,"31000US38240",,,"Pinehurst-Southern Pines, NC Micro Area",199100,"Pinehurst-Southern Pines, NC Micro Area",7725
"G38260","2011-2015","US",,,,,,,,,,,,,,,,"Pittsburg, KS Micro Area","38260",,,,,,,,,,,,,,,,,"31000US38260",,,"Pittsburg, KS Micro Area",85900,"Pittsburg, KS Micro Area",3506
"G38300","2011-2015","US",,,,,,,,,,,,,,,,"Pittsburgh, PA Metro Area","38300",,,,,,,,,,,,,,,,,"31000US38300",,,"Pittsburgh, PA Metro Area",132500,"Pittsburgh, PA Metro Area",753
"G38340","2011-2015","US",,,,,,,,,,,,,,,,"Pittsfield, MA Metro Area","38340",,,,,,,,,,,,,,,,,"31000US38340",,,"Pittsfield, MA Metro Area",204700,"Pittsfield, MA Metro Area",5265
"G38380","2011-2015","US",,,,,,,,,,,,,,,,"Plainview, TX Micro Area","38380",,,,,,,,,,,,,,,,,"31000US38380",,,"Plainview, TX Micro Area",73400,"Plainview, TX Micro Area",5435
"G38420","2011-2015","US",,,,,,,,,,,,,,,,"Platteville, WI Micro Area","38420",,,,,,,,,,,,,,,,,"31000US38420",,,"Platteville, WI Micro Area",133200,"Platteville, WI Micro Area",2830
"G38460","2011-2015","US",,,,,,,,,,,,,,,,"Plattsburgh, NY Micro Area","38460",,,,,,,,,,,,,,,,,"31000US38460",,,"Plattsburgh, NY Micro Area",124200,"Plattsburgh, NY Micro Area",3872
"G38500","2011-2015","US",,,,,,,,,,,,,,,,"Plymouth, IN Micro Area","38500",,,,,,,,,,,,,,,,,"31000US38500",,,"Plymouth, IN Micro Area",123100,"Plymouth, IN Micro Area",4036
"G38540","2011-2015","US",,,,,,,,,,,,,,,,"Pocatello, ID Metro Area","38540",,,,,,,,,,,,,,,,,"31000US38540",,,"Pocatello, ID Metro Area",145300,"Pocatello, ID Metro Area",2790
"G38580","2011-2015","US",,,,,,,,,,,,,,,,"Point Pleasant, WV-OH Micro Area","38580",,,,,,,,,,,,,,,,,"31000US38580",,,"Point Pleasant, WV-OH Micro Area",87700,"Point Pleasant, WV-OH Micro Area",3303
"G38620","2011-2015","US",,,,,,,,,,,,,,,,"Ponca City, OK Micro Area","38620",,,,,,,,,,,,,,,,,"31000US38620",,,"Ponca City, OK Micro Area",78800,"Ponca City, OK Micro Area",2470
"G38660","2011-2015","PR",,,,,,,,,,,,,,,,"Ponce, PR Metro Area","38660",,,,,,,,,,,,,,,,,"31000US38660",,,"Ponce, PR Metro Area",96900,"Ponce, PR Metro Area",800
"G38700","2011-2015","US",,,,,,,,,,,,,,,,"Pontiac, IL Micro Area","38700",,,,,,,,,,,,,,,,,"31000US38700",,,"Pontiac, IL Micro Area",107200,"Pontiac, IL Micro Area",4402
"G38740","2011-2015","US",,,,,,,,,,,,,,,,"Poplar Bluff, MO Micro Area","38740",,,,,,,,,,,,,,,,,"31000US38740",,,"Poplar Bluff, MO Micro Area",93300,"Poplar Bluff, MO Micro Area",3533
"G38780","2011-2015","US",,,,,,,,,,,,,,,,"Portales, NM Micro Area","38780",,,,,,,,,,,,,,,,,"31000US38780",,,"Portales, NM Micro Area",118500,"Portales, NM Micro Area",7889
"G38820","2011-2015","US",,,,,,,,,,,,,,,,"Port Angeles, WA Micro Area","38820",,,,,,,,,,,,,,,,,"31000US38820",,,"Port Angeles, WA Micro Area",217100,"Port Angeles, WA Micro Area",4819
"G38840","2011-2015","US",,,,,,,,,,,,,,,,"Port Clinton, OH Micro Area","38840",,,,,,,,,,,,,,,,,"31000US38840",,,"Port Clinton, OH Micro Area",138800,"Port Clinton, OH Micro Area",4720
"G38860","2011-2015","US",,,,,,,,,,,,,,,,"Portland-South Portland, ME Metro Area","38860",,,,,,,,,,,,,,,,,"31000US38860",,,"Portland-South Portland, ME Metro Area",234400,"Portland-South Portland, ME Metro Area",2067
"G38900","2011-2015","US",,,,,,,,,,,,,,,,"Portland-Vancouver-Hillsboro, OR-WA Metro Area","38900",,,,,,,,,,,,,,,,,"31000US38900",,,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",270700,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",1162
"G38920","2011-2015","US",,,,,,,,,,,,,,,,"Port Lavaca, TX Micro Area","38920",,,,,,,,,,,,,,,,,"31000US38920",,,"Port Lavaca, TX Micro Area",102800,"Port Lavaca, TX Micro Area",7360
"G38940","2011-2015","US",,,,,,,,,,,,,,,,"Port St. Lucie, FL Metro Area","38940",,,,,,,,,,,,,,,,,"31000US38940",,,"Port St. Lucie, FL Metro Area",145000,"Port St. Lucie, FL Metro Area",3353
"G39020","2011-2015","US",,,,,,,,,,,,,,,,"Portsmouth, OH Micro Area","39020",,,,,,,,,,,,,,,,,"31000US39020",,,"Portsmouth, OH Micro Area",90200,"Portsmouth, OH Micro Area",3519
"G39060","2011-2015","US",,,,,,,,,,,,,,,,"Pottsville, PA Micro Area","39060",,,,,,,,,,,,,,,,,"31000US39060",,,"Pottsville, PA Micro Area",93000,"Pottsville, PA Micro Area",2266
"G39140","2011-2015","US",,,,,,,,,,,,,,,,"Prescott, AZ Metro Area","39140",,,,,,,,,,,,,,,,,"31000US39140",,,"Prescott, AZ Metro Area",188200,"Prescott, AZ Metro Area",5141
"G39220","2011-2015","US",,,,,,,,,,,,,,,,"Price, UT Micro Area","39220",,,,,,,,,,,,,,,,,"31000US39220",,,"Price, UT Micro Area",123900,"Price, UT Micro Area",6514
"G39260","2011-2015","US",,,,,,,,,,,,,,,,"Prineville, OR Micro Area","39260",,,,,,,,,,,,,,,,,"31000US39260",,,"Prineville, OR Micro Area",166900,"Prineville, OR Micro Area",8355
"G39300","2011-2015","US",,,,,,,,,,,,,,,,"Providence-Warwick, RI-MA Metro Area","39300",,,,,,,,,,,,,,,,,"31000US39300",,,"Providence-Warwick, RI-MA Metro Area",250700,"Providence-Warwick, RI-MA Metro Area",1476
"G39340","2011-2015","US",,,,,,,,,,,,,,,,"Provo-Orem, UT Metro Area","39340",,,,,,,,,,,,,,,,,"31000US39340",,,"Provo-Orem, UT Metro Area",227100,"Provo-Orem, UT Metro Area",1476
"G39380","2011-2015","US",,,,,,,,,,,,,,,,"Pueblo, CO Metro Area","39380",,,,,,,,,,,,,,,,,"31000US39380",,,"Pueblo, CO Metro Area",138600,"Pueblo, CO Metro Area",2586
"G39420","2011-2015","US",,,,,,,,,,,,,,,,"Pullman, WA Micro Area","39420",,,,,,,,,,,,,,,,,"31000US39420",,,"Pullman, WA Micro Area",181800,"Pullman, WA Micro Area",6655
"G39460","2011-2015","US",,,,,,,,,,,,,,,,"Punta Gorda, FL Metro Area","39460",,,,,,,,,,,,,,,,,"31000US39460",,,"Punta Gorda, FL Metro Area",145700,"Punta Gorda, FL Metro Area",3388
"G39500","2011-2015","US",,,,,,,,,,,,,,,,"Quincy, IL-MO Micro Area","39500",,,,,,,,,,,,,,,,,"31000US39500",,,"Quincy, IL-MO Micro Area",106800,"Quincy, IL-MO Micro Area",2733
"G39540","2011-2015","US",,,,,,,,,,,,,,,,"Racine, WI Metro Area","39540",,,,,,,,,,,,,,,,,"31000US39540",,,"Racine, WI Metro Area",164600,"Racine, WI Metro Area",2736
"G39580","2011-2015","US",,,,,,,,,,,,,,,,"Raleigh, NC Metro Area","39580",,,,,,,,,,,,,,,,,"31000US39580",,,"Raleigh, NC Metro Area",210700,"Raleigh, NC Metro Area",1840
"G39660","2011-2015","US",,,,,,,,,,,,,,,,"Rapid City, SD Metro Area","39660",,,,,,,,,,,,,,,,,"31000US39660",,,"Rapid City, SD Metro Area",162100,"Rapid City, SD Metro Area",2331
"G39700","2011-2015","US",,,,,,,,,,,,,,,,"Raymondville, TX Micro Area","39700",,,,,,,,,,,,,,,,,"31000US39700",,,"Raymondville, TX Micro Area",49700,"Raymondville, TX Micro Area",4120
"G39740","2011-2015","US",,,,,,,,,,,,,,,,"Reading, PA Metro Area","39740",,,,,,,,,,,,,,,,,"31000US39740",,,"Reading, PA Metro Area",168200,"Reading, PA Metro Area",1277
"G39780","2011-2015","US",,,,,,,,,,,,,,,,"Red Bluff, CA Micro Area","39780",,,,,,,,,,,,,,,,,"31000US39780",,,"Red Bluff, CA Micro Area",171500,"Red Bluff, CA Micro Area",4750
"G39820","2011-2015","US",,,,,,,,,,,,,,,,"Redding, CA Metro Area","39820",,,,,,,,,,,,,,,,,"31000US39820",,,"Redding, CA Metro Area",216600,"Redding, CA Metro Area",3968
"G39860","2011-2015","US",,,,,,,,,,,,,,,,"Red Wing, MN Micro Area","39860",,,,,,,,,,,,,,,,,"31000US39860",,,"Red Wing, MN Micro Area",179200,"Red Wing, MN Micro Area",5046
"G39900","2011-2015","US",,,,,,,,,,,,,,,,"Reno, NV Metro Area","39900",,,,,,,,,,,,,,,,,"31000US39900",,,"Reno, NV Metro Area",212600,"Reno, NV Metro Area",2976
"G39940","2011-2015","US",,,,,,,,,,,,,,,,"Rexburg, ID Micro Area","39940",,,,,,,,,,,,,,,,,"31000US39940",,,"Rexburg, ID Micro Area",167900,"Rexburg, ID Micro Area",4017
"G39980","2011-2015","US",,,,,,,,,,,,,,,,"Richmond, IN Micro Area","39980",,,,,,,,,,,,,,,,,"31000US39980",,,"Richmond, IN Micro Area",92200,"Richmond, IN Micro Area",2270
"G40060","2011-2015","US",,,,,,,,,,,,,,,,"Richmond, VA Metro Area","40060",,,,,,,,,,,,,,,,,"31000US40060",,,"Richmond, VA Metro Area",213000,"Richmond, VA Metro Area",1234
"G40080","2011-2015","US",,,,,,,,,,,,,,,,"Richmond-Berea, KY Micro Area","40080",,,,,,,,,,,,,,,,,"31000US40080",,,"Richmond-Berea, KY Micro Area",130200,"Richmond-Berea, KY Micro Area",4149
"G40100","2011-2015","US",,,,,,,,,,,,,,,,"Rio Grande City, TX Micro Area","40100",,,,,,,,,,,,,,,,,"31000US40100",,,"Rio Grande City, TX Micro Area",65100,"Rio Grande City, TX Micro Area",2588
"G40140","2011-2015","US",,,,,,,,,,,,,,,,"Riverside-San Bernardino-Ontario, CA Metro Area","40140",,,,,,,,,,,,,,,,,"31000US40140",,,"Riverside-San Bernardino-Ontario, CA Metro Area",245900,"Riverside-San Bernardino-Ontario, CA Metro Area",1555
"G40180","2011-2015","US",,,,,,,,,,,,,,,,"Riverton, WY Micro Area","40180",,,,,,,,,,,,,,,,,"31000US40180",,,"Riverton, WY Micro Area",186500,"Riverton, WY Micro Area",4506
"G40220","2011-2015","US",,,,,,,,,,,,,,,,"Roanoke, VA Metro Area","40220",,,,,,,,,,,,,,,,,"31000US40220",,,"Roanoke, VA Metro Area",169000,"Roanoke, VA Metro Area",1763
"G40260","2011-2015","US",,,,,,,,,,,,,,,,"Roanoke Rapids, NC Micro Area","40260",,,,,,,,,,,,,,,,,"31000US40260",,,"Roanoke Rapids, NC Micro Area",85500,"Roanoke Rapids, NC Micro Area",2474
"G40300","2011-2015","US",,,,,,,,,,,,,,,,"Rochelle, IL Micro Area","40300",,,,,,,,,,,,,,,,,"31000US40300",,,"Rochelle, IL Micro Area",140000,"Rochelle, IL Micro Area",3993
"G40340","2011-2015","US",,,,,,,,,,,,,,,,"Rochester, MN Metro Area","40340",,,,,,,,,,,,,,,,,"31000US40340",,,"Rochester, MN Metro Area",168100,"Rochester, MN Metro Area",1404
"G40380","2011-2015","US",,,,,,,,,,,,,,,,"Rochester, NY Metro Area","40380",,,,,,,,,,,,,,,,,"31000US40380",,,"Rochester, NY Metro Area",133500,"Rochester, NY Metro Area",686
"G40420","2011-2015","US",,,,,,,,,,,,,,,,"Rockford, IL Metro Area","40420",,,,,,,,,,,,,,,,,"31000US40420",,,"Rockford, IL Metro Area",121100,"Rockford, IL Metro Area",1679
"G40460","2011-2015","US",,,,,,,,,,,,,,,,"Rockingham, NC Micro Area","40460",,,,,,,,,,,,,,,,,"31000US40460",,,"Rockingham, NC Micro Area",78600,"Rockingham, NC Micro Area",3112
"G40540","2011-2015","US",,,,,,,,,,,,,,,,"Rock Springs, WY Micro Area","40540",,,,,,,,,,,,,,,,,"31000US40540",,,"Rock Springs, WY Micro Area",190900,"Rock Springs, WY Micro Area",6307
"G40580","2011-2015","US",,,,,,,,,,,,,,,,"Rocky Mount, NC Metro Area","40580",,,,,,,,,,,,,,,,,"31000US40580",,,"Rocky Mount, NC Metro Area",100300,"Rocky Mount, NC Metro Area",2925
"G40620","2011-2015","US",,,,,,,,,,,,,,,,"Rolla, MO Micro Area","40620",,,,,,,,,,,,,,,,,"31000US40620",,,"Rolla, MO Micro Area",114500,"Rolla, MO Micro Area",5639
"G40660","2011-2015","US",,,,,,,,,,,,,,,,"Rome, GA Metro Area","40660",,,,,,,,,,,,,,,,,"31000US40660",,,"Rome, GA Metro Area",117100,"Rome, GA Metro Area",4296
"G40700","2011-2015","US",,,,,,,,,,,,,,,,"Roseburg, OR Micro Area","40700",,,,,,,,,,,,,,,,,"31000US40700",,,"Roseburg, OR Micro Area",169700,"Roseburg, OR Micro Area",2932
"G40740","2011-2015","US",,,,,,,,,,,,,,,,"Roswell, NM Micro Area","40740",,,,,,,,,,,,,,,,,"31000US40740",,,"Roswell, NM Micro Area",99700,"Roswell, NM Micro Area",3846
"G40780","2011-2015","US",,,,,,,,,,,,,,,,"Russellville, AR Micro Area","40780",,,,,,,,,,,,,,,,,"31000US40780",,,"Russellville, AR Micro Area",112500,"Russellville, AR Micro Area",3593
"G40820","2011-2015","US",,,,,,,,,,,,,,,,"Ruston, LA Micro Area","40820",,,,,,,,,,,,,,,,,"31000US40820",,,"Ruston, LA Micro Area",126100,"Ruston, LA Micro Area",10996
"G40860","2011-2015","US",,,,,,,,,,,,,,,,"Rutland, VT Micro Area","40860",,,,,,,,,,,,,,,,,"31000US40860",,,"Rutland, VT Micro Area",178500,"Rutland, VT Micro Area",3408
"G40900","2011-2015","US",,,,,,,,,,,,,,,,"Sacramento--Roseville--Arden-Arcade, CA Metro Area","40900",,,,,,,,,,,,,,,,,"31000US40900",,,"Sacramento--Roseville--Arden-Arcade, CA Metro Area",286500,"Sacramento--Roseville--Arden-Arcade, CA Metro Area",1357
"G40940","2011-2015","US",,,,,,,,,,,,,,,,"Safford, AZ Micro Area","40940",,,,,,,,,,,,,,,,,"31000US40940",,,"Safford, AZ Micro Area",123300,"Safford, AZ Micro Area",5918
"G40980","2011-2015","US",,,,,,,,,,,,,,,,"Saginaw, MI Metro Area","40980",,,,,,,,,,,,,,,,,"31000US40980",,,"Saginaw, MI Metro Area",92900,"Saginaw, MI Metro Area",1467
"G41060","2011-2015","US",,,,,,,,,,,,,,,,"St. Cloud, MN Metro Area","41060",,,,,,,,,,,,,,,,,"31000US41060",,,"St. Cloud, MN Metro Area",164000,"St. Cloud, MN Metro Area",1516
"G41100","2011-2015","US",,,,,,,,,,,,,,,,"St. George, UT Metro Area","41100",,,,,,,,,,,,,,,,,"31000US41100",,,"St. George, UT Metro Area",212600,"St. George, UT Metro Area",6032
"G41140","2011-2015","US",,,,,,,,,,,,,,,,"St. Joseph, MO-KS Metro Area","41140",,,,,,,,,,,,,,,,,"31000US41140",,,"St. Joseph, MO-KS Metro Area",111500,"St. Joseph, MO-KS Metro Area",2280
"G41180","2011-2015","US",,,,,,,,,,,,,,,,"St. Louis, MO-IL Metro Area","41180",,,,,,,,,,,,,,,,,"31000US41180",,,"St. Louis, MO-IL Metro Area",157100,"St. Louis, MO-IL Metro Area",702
"G41220","2011-2015","US",,,,,,,,,,,,,,,,"St. Marys, GA Micro Area","41220",,,,,,,,,,,,,,,,,"31000US41220",,,"St. Marys, GA Micro Area",151100,"St. Marys, GA Micro Area",6525
"G41400","2011-2015","US",,,,,,,,,,,,,,,,"Salem, OH Micro Area","41400",,,,,,,,,,,,,,,,,"31000US41400",,,"Salem, OH Micro Area",101100,"Salem, OH Micro Area",3063
"G41420","2011-2015","US",,,,,,,,,,,,,,,,"Salem, OR Metro Area","41420",,,,,,,,,,,,,,,,,"31000US41420",,,"Salem, OR Metro Area",191100,"Salem, OR Metro Area",2285
"G41460","2011-2015","US",,,,,,,,,,,,,,,,"Salina, KS Micro Area","41460",,,,,,,,,,,,,,,,,"31000US41460",,,"Salina, KS Micro Area",118800,"Salina, KS Micro Area",3334
"G41500","2011-2015","US",,,,,,,,,,,,,,,,"Salinas, CA Metro Area","41500",,,,,,,,,,,,,,,,,"31000US41500",,,"Salinas, CA Metro Area",369100,"Salinas, CA Metro Area",6340
"G41540","2011-2015","US",,,,,,,,,,,,,,,,"Salisbury, MD-DE Metro Area","41540",,,,,,,,,,,,,,,,,"31000US41540",,,"Salisbury, MD-DE Metro Area",210900,"Salisbury, MD-DE Metro Area",2657
"G41620","2011-2015","US",,,,,,,,,,,,,,,,"Salt Lake City, UT Metro Area","41620",,,,,,,,,,,,,,,,,"31000US41620",,,"Salt Lake City, UT Metro Area",231000,"Salt Lake City, UT Metro Area",1360
"G41660","2011-2015","US",,,,,,,,,,,,,,,,"San Angelo, TX Metro Area","41660",,,,,,,,,,,,,,,,,"31000US41660",,,"San Angelo, TX Metro Area",108600,"San Angelo, TX Metro Area",3814
"G41700","2011-2015","US",,,,,,,,,,,,,,,,"San Antonio-New Braunfels, TX Metro Area","41700",,,,,,,,,,,,,,,,,"31000US41700",,,"San Antonio-New Braunfels, TX Metro Area",138400,"San Antonio-New Braunfels, TX Metro Area",1027
"G41740","2011-2015","US",,,,,,,,,,,,,,,,"San Diego-Carlsbad, CA Metro Area","41740",,,,,,,,,,,,,,,,,"31000US41740",,,"San Diego-Carlsbad, CA Metro Area",429600,"San Diego-Carlsbad, CA Metro Area",2036
"G41760","2011-2015","US",,,,,,,,,,,,,,,,"Sandpoint, ID Micro Area","41760",,,,,,,,,,,,,,,,,"31000US41760",,,"Sandpoint, ID Micro Area",211300,"Sandpoint, ID Micro Area",11848
"G41780","2011-2015","US",,,,,,,,,,,,,,,,"Sandusky, OH Micro Area","41780",,,,,,,,,,,,,,,,,"31000US41780",,,"Sandusky, OH Micro Area",131400,"Sandusky, OH Micro Area",3339
"G41820","2011-2015","US",,,,,,,,,,,,,,,,"Sanford, NC Micro Area","41820",,,,,,,,,,,,,,,,,"31000US41820",,,"Sanford, NC Micro Area",136900,"Sanford, NC Micro Area",5256
"G41860","2011-2015","US",,,,,,,,,,,,,,,,"San Francisco-Oakland-Hayward, CA Metro Area","41860",,,,,,,,,,,,,,,,,"31000US41860",,,"San Francisco-Oakland-Hayward, CA Metro Area",617000,"San Francisco-Oakland-Hayward, CA Metro Area",2424
"G41900","2011-2015","PR",,,,,,,,,,,,,,,,"San Germán, PR Metro Area","41900",,,,,,,,,,,,,,,,,"31000US41900",,,"San Germán, PR Metro Area",105800,"San Germán, PR Metro Area",1896
"G41940","2011-2015","US",,,,,,,,,,,,,,,,"San Jose-Sunnyvale-Santa Clara, CA Metro Area","41940",,,,,,,,,,,,,,,,,"31000US41940",,,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",688500,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",3479
"G41980","2011-2015","PR",,,,,,,,,,,,,,,,"San Juan-Carolina-Caguas, PR Metro Area","41980",,,,,,,,,,,,,,,,,"31000US41980",,,"San Juan-Carolina-Caguas, PR Metro Area",134100,"San Juan-Carolina-Caguas, PR Metro Area",679
"G42020","2011-2015","US",,,,,,,,,,,,,,,,"San Luis Obispo-Paso Robles-Arroyo Grande, CA Metro Area","42020",,,,,,,,,,,,,,,,,"31000US42020",,,"San Luis Obispo-Paso Robles-Arroyo Grande, CA Metro Area",445700,"San Luis Obispo-Paso Robles-Arroyo Grande, CA Metro Area",6177
"G42100","2011-2015","US",,,,,,,,,,,,,,,,"Santa Cruz-Watsonville, CA Metro Area","42100",,,,,,,,,,,,,,,,,"31000US42100",,,"Santa Cruz-Watsonville, CA Metro Area",578800,"Santa Cruz-Watsonville, CA Metro Area",9843
"G42140","2011-2015","US",,,,,,,,,,,,,,,,"Santa Fe, NM Metro Area","42140",,,,,,,,,,,,,,,,,"31000US42140",,,"Santa Fe, NM Metro Area",275200,"Santa Fe, NM Metro Area",5006
"G42180","2011-2015","PR",,,,,,,,,,,,,,,,"Santa Isabel, PR Micro Area","42180",,,,,,,,,,,,,,,,,"31000US42180",,,"Santa Isabel, PR Micro Area",91800,"Santa Isabel, PR Micro Area",4843
"G42200","2011-2015","US",,,,,,,,,,,,,,,,"Santa Maria-Santa Barbara, CA Metro Area","42200",,,,,,,,,,,,,,,,,"31000US42200",,,"Santa Maria-Santa Barbara, CA Metro Area",465300,"Santa Maria-Santa Barbara, CA Metro Area",14976
"G42220","2011-2015","US",,,,,,,,,,,,,,,,"Santa Rosa, CA Metro Area","42220",,,,,,,,,,,,,,,,,"31000US42220",,,"Santa Rosa, CA Metro Area",436400,"Santa Rosa, CA Metro Area",4485
