GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATEA,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSCEA,ANRCA,CBSA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,BTTRA,BTBGA,NAME_E,JTIE001,NAME_M,JTIM001
"G15780","2006-2010","US",,,,,,,,,,,,,,,,"Camden, AR Micro Area","15780",,,,,,,,,,,,,,,,"31000US15780",,,"Camden, AR Micro Area",58800,"Camden, AR Micro Area",3079
"G15820","2006-2010","US",,,,,,,,,,,,,,,,"Campbellsville, KY Micro Area","15820",,,,,,,,,,,,,,,,"31000US15820",,,"Campbellsville, KY Micro Area",96600,"Campbellsville, KY Micro Area",4388
"G15860","2006-2010","US",,,,,,,,,,,,,,,,"Cañon City, CO Micro Area","15860",,,,,,,,,,,,,,,,"31000US15860",,,"Cañon City, CO Micro Area",152800,"Cañon City, CO Micro Area",5567
"G15900","2006-2010","US",,,,,,,,,,,,,,,,"Canton, IL Micro Area","15900",,,,,,,,,,,,,,,,"31000US15900",,,"Canton, IL Micro Area",79000,"Canton, IL Micro Area",2044
"G15940","2006-2010","US",,,,,,,,,,,,,,,,"Canton-Massillon, OH Metro Area","15940",,,,,,,,,,,,,,,,"31000US15940",,,"Canton-Massillon, OH Metro Area",126600,"Canton-Massillon, OH Metro Area",1422
"G15980","2006-2010","US",,,,,,,,,,,,,,,,"Cape Coral-Fort Myers, FL Metro Area","15980",,,,,,,,,,,,,,,,"31000US15980",,,"Cape Coral-Fort Myers, FL Metro Area",210600,"Cape Coral-Fort Myers, FL Metro Area",2585
"G16020","2006-2010","US",,,,,,,,,,,,,,,,"Cape Girardeau-Jackson, MO-IL Metro Area","16020",,,,,,,,,,,,,,,,"31000US16020",,,"Cape Girardeau-Jackson, MO-IL Metro Area",118300,"Cape Girardeau-Jackson, MO-IL Metro Area",3108
"G16060","2006-2010","US",,,,,,,,,,,,,,,,"Carbondale, IL Micro Area","16060",,,,,,,,,,,,,,,,"31000US16060",,,"Carbondale, IL Micro Area",96100,"Carbondale, IL Micro Area",3736
"G16100","2006-2010","US",,,,,,,,,,,,,,,,"Carlsbad-Artesia, NM Micro Area","16100",,,,,,,,,,,,,,,,"31000US16100",,,"Carlsbad-Artesia, NM Micro Area",90700,"Carlsbad-Artesia, NM Micro Area",5220
"G16180","2006-2010","US",,,,,,,,,,,,,,,,"Carson City, NV Metro Area","16180",,,,,,,,,,,,,,,,"31000US16180",,,"Carson City, NV Metro Area",270500,"Carson City, NV Metro Area",8635
"G16220","2006-2010","US",,,,,,,,,,,,,,,,"Casper, WY Metro Area","16220",,,,,,,,,,,,,,,,"31000US16220",,,"Casper, WY Metro Area",173300,"Casper, WY Metro Area",3038
"G16260","2006-2010","US",,,,,,,,,,,,,,,,"Cedar City, UT Micro Area","16260",,,,,,,,,,,,,,,,"31000US16260",,,"Cedar City, UT Micro Area",204600,"Cedar City, UT Micro Area",8701
"G16300","2006-2010","US",,,,,,,,,,,,,,,,"Cedar Rapids, IA Metro Area","16300",,,,,,,,,,,,,,,,"31000US16300",,,"Cedar Rapids, IA Metro Area",133900,"Cedar Rapids, IA Metro Area",1261
"G16340","2006-2010","US",,,,,,,,,,,,,,,,"Cedartown, GA Micro Area","16340",,,,,,,,,,,,,,,,"31000US16340",,,"Cedartown, GA Micro Area",108300,"Cedartown, GA Micro Area",6013
"G16380","2006-2010","US",,,,,,,,,,,,,,,,"Celina, OH Micro Area","16380",,,,,,,,,,,,,,,,"31000US16380",,,"Celina, OH Micro Area",125600,"Celina, OH Micro Area",3894
"G16420","2006-2010","US",,,,,,,,,,,,,,,,"Central City, KY Micro Area","16420",,,,,,,,,,,,,,,,"31000US16420",,,"Central City, KY Micro Area",75700,"Central City, KY Micro Area",2856
"G16460","2006-2010","US",,,,,,,,,,,,,,,,"Centralia, IL Micro Area","16460",,,,,,,,,,,,,,,,"31000US16460",,,"Centralia, IL Micro Area",71400,"Centralia, IL Micro Area",3008
"G16500","2006-2010","US",,,,,,,,,,,,,,,,"Centralia, WA Micro Area","16500",,,,,,,,,,,,,,,,"31000US16500",,,"Centralia, WA Micro Area",188600,"Centralia, WA Micro Area",4930
"G16540","2006-2010","US",,,,,,,,,,,,,,,,"Chambersburg, PA Micro Area","16540",,,,,,,,,,,,,,,,"31000US16540",,,"Chambersburg, PA Micro Area",175000,"Chambersburg, PA Micro Area",2989
"G16580","2006-2010","US",,,,,,,,,,,,,,,,"Champaign-Urbana, IL Metro Area","16580",,,,,,,,,,,,,,,,"31000US16580",,,"Champaign-Urbana, IL Metro Area",138400,"Champaign-Urbana, IL Metro Area",1872
"G16620","2006-2010","US",,,,,,,,,,,,,,,,"Charleston, WV Metro Area","16620",,,,,,,,,,,,,,,,"31000US16620",,,"Charleston, WV Metro Area",99000,"Charleston, WV Metro Area",1528
"G16660","2006-2010","US",,,,,,,,,,,,,,,,"Charleston-Mattoon, IL Micro Area","16660",,,,,,,,,,,,,,,,"31000US16660",,,"Charleston-Mattoon, IL Micro Area",87700,"Charleston-Mattoon, IL Micro Area",2158
"G16700","2006-2010","US",,,,,,,,,,,,,,,,"Charleston-North Charleston-Summerville, SC Metro Area","16700",,,,,,,,,,,,,,,,"31000US16700",,,"Charleston-North Charleston-Summerville, SC Metro Area",192400,"Charleston-North Charleston-Summerville, SC Metro Area",2091
"G16740","2006-2010","US",,,,,,,,,,,,,,,,"Charlotte-Gastonia-Rock Hill, NC-SC Metro Area","16740",,,,,,,,,,,,,,,,"31000US16740",,,"Charlotte-Gastonia-Rock Hill, NC-SC Metro Area",169300,"Charlotte-Gastonia-Rock Hill, NC-SC Metro Area",963
"G16820","2006-2010","US",,,,,,,,,,,,,,,,"Charlottesville, VA Metro Area","16820",,,,,,,,,,,,,,,,"31000US16820",,,"Charlottesville, VA Metro Area",283700,"Charlottesville, VA Metro Area",4608
"G16860","2006-2010","US",,,,,,,,,,,,,,,,"Chattanooga, TN-GA Metro Area","16860",,,,,,,,,,,,,,,,"31000US16860",,,"Chattanooga, TN-GA Metro Area",136400,"Chattanooga, TN-GA Metro Area",1599
"G16900","2006-2010","US",,,,,,,,,,,,,,,,"Chester, SC Micro Area","16900",,,,,,,,,,,,,,,,"31000US16900",,,"Chester, SC Micro Area",87100,"Chester, SC Micro Area",4118
"G16940","2006-2010","US",,,,,,,,,,,,,,,,"Cheyenne, WY Metro Area","16940",,,,,,,,,,,,,,,,"31000US16940",,,"Cheyenne, WY Metro Area",169900,"Cheyenne, WY Metro Area",3264
"G16980","2006-2010","US",,,,,,,,,,,,,,,,"Chicago-Joliet-Naperville, IL-IN-WI Metro Area","16980",,,,,,,,,,,,,,,,"31000US16980",,,"Chicago-Joliet-Naperville, IL-IN-WI Metro Area",251100,"Chicago-Joliet-Naperville, IL-IN-WI Metro Area",757
"G17020","2006-2010","US",,,,,,,,,,,,,,,,"Chico, CA Metro Area","17020",,,,,,,,,,,,,,,,"31000US17020",,,"Chico, CA Metro Area",265400,"Chico, CA Metro Area",4711
"G17060","2006-2010","US",,,,,,,,,,,,,,,,"Chillicothe, OH Micro Area","17060",,,,,,,,,,,,,,,,"31000US17060",,,"Chillicothe, OH Micro Area",111800,"Chillicothe, OH Micro Area",3104
"G17140","2006-2010","US",,,,,,,,,,,,,,,,"Cincinnati-Middletown, OH-KY-IN Metro Area","17140",,,,,,,,,,,,,,,,"31000US17140",,,"Cincinnati-Middletown, OH-KY-IN Metro Area",156300,"Cincinnati-Middletown, OH-KY-IN Metro Area",654
"G17200","2006-2010","US",,,,,,,,,,,,,,,,"Claremont, NH Micro Area","17200",,,,,,,,,,,,,,,,"31000US17200",,,"Claremont, NH Micro Area",181800,"Claremont, NH Micro Area",5463
"G17220","2006-2010","US",,,,,,,,,,,,,,,,"Clarksburg, WV Micro Area","17220",,,,,,,,,,,,,,,,"31000US17220",,,"Clarksburg, WV Micro Area",89200,"Clarksburg, WV Micro Area",2005
"G17260","2006-2010","US",,,,,,,,,,,,,,,,"Clarksdale, MS Micro Area","17260",,,,,,,,,,,,,,,,"31000US17260",,,"Clarksdale, MS Micro Area",53400,"Clarksdale, MS Micro Area",4911
"G17300","2006-2010","US",,,,,,,,,,,,,,,,"Clarksville, TN-KY Metro Area","17300",,,,,,,,,,,,,,,,"31000US17300",,,"Clarksville, TN-KY Metro Area",119300,"Clarksville, TN-KY Metro Area",1946
"G17340","2006-2010","US",,,,,,,,,,,,,,,,"Clearlake, CA Micro Area","17340",,,,,,,,,,,,,,,,"31000US17340",,,"Clearlake, CA Micro Area",265400,"Clearlake, CA Micro Area",12287
"G17380","2006-2010","US",,,,,,,,,,,,,,,,"Cleveland, MS Micro Area","17380",,,,,,,,,,,,,,,,"31000US17380",,,"Cleveland, MS Micro Area",77800,"Cleveland, MS Micro Area",3622
"G17420","2006-2010","US",,,,,,,,,,,,,,,,"Cleveland, TN Metro Area","17420",,,,,,,,,,,,,,,,"31000US17420",,,"Cleveland, TN Metro Area",129000,"Cleveland, TN Metro Area",3755
"G17460","2006-2010","US",,,,,,,,,,,,,,,,"Cleveland-Elyria-Mentor, OH Metro Area","17460",,,,,,,,,,,,,,,,"31000US17460",,,"Cleveland-Elyria-Mentor, OH Metro Area",149600,"Cleveland-Elyria-Mentor, OH Metro Area",567
"G17500","2006-2010","US",,,,,,,,,,,,,,,,"Clewiston, FL Micro Area","17500",,,,,,,,,,,,,,,,"31000US17500",,,"Clewiston, FL Micro Area",117300,"Clewiston, FL Micro Area",8560
"G17540","2006-2010","US",,,,,,,,,,,,,,,,"Clinton, IA Micro Area","17540",,,,,,,,,,,,,,,,"31000US17540",,,"Clinton, IA Micro Area",106100,"Clinton, IA Micro Area",3467
"G17580","2006-2010","US",,,,,,,,,,,,,,,,"Clovis, NM Micro Area","17580",,,,,,,,,,,,,,,,"31000US17580",,,"Clovis, NM Micro Area",98500,"Clovis, NM Micro Area",4689
"G17620","2006-2010","PR",,,,,,,,,,,,,,,,"Coamo, PR Micro Area","17620",,,,,,,,,,,,,,,,"31000US17620",,,"Coamo, PR Micro Area",81900,"Coamo, PR Micro Area",2223
"G17660","2006-2010","US",,,,,,,,,,,,,,,,"Coeur d'Alene, ID Metro Area","17660",,,,,,,,,,,,,,,,"31000US17660",,,"Coeur d'Alene, ID Metro Area",220000,"Coeur d'Alene, ID Metro Area",3977
"G17700","2006-2010","US",,,,,,,,,,,,,,,,"Coffeyville, KS Micro Area","17700",,,,,,,,,,,,,,,,"31000US17700",,,"Coffeyville, KS Micro Area",68100,"Coffeyville, KS Micro Area",4238
"G17740","2006-2010","US",,,,,,,,,,,,,,,,"Coldwater, MI Micro Area","17740",,,,,,,,,,,,,,,,"31000US17740",,,"Coldwater, MI Micro Area",111800,"Coldwater, MI Micro Area",3653
"G17780","2006-2010","US",,,,,,,,,,,,,,,,"College Station-Bryan, TX Metro Area","17780",,,,,,,,,,,,,,,,"31000US17780",,,"College Station-Bryan, TX Metro Area",129500,"College Station-Bryan, TX Metro Area",3506
"G17820","2006-2010","US",,,,,,,,,,,,,,,,"Colorado Springs, CO Metro Area","17820",,,,,,,,,,,,,,,,"31000US17820",,,"Colorado Springs, CO Metro Area",217200,"Colorado Springs, CO Metro Area",1676
"G17860","2006-2010","US",,,,,,,,,,,,,,,,"Columbia, MO Metro Area","17860",,,,,,,,,,,,,,,,"31000US17860",,,"Columbia, MO Metro Area",150300,"Columbia, MO Metro Area",3083
"G17900","2006-2010","US",,,,,,,,,,,,,,,,"Columbia, SC Metro Area","17900",,,,,,,,,,,,,,,,"31000US17900",,,"Columbia, SC Metro Area",135400,"Columbia, SC Metro Area",1259
"G17940","2006-2010","US",,,,,,,,,,,,,,,,"Columbia, TN Micro Area","17940",,,,,,,,,,,,,,,,"31000US17940",,,"Columbia, TN Micro Area",137100,"Columbia, TN Micro Area",3656
"G17980","2006-2010","US",,,,,,,,,,,,,,,,"Columbus, GA-AL Metro Area","17980",,,,,,,,,,,,,,,,"31000US17980",,,"Columbus, GA-AL Metro Area",127800,"Columbus, GA-AL Metro Area",2369
"G18020","2006-2010","US",,,,,,,,,,,,,,,,"Columbus, IN Metro Area","18020",,,,,,,,,,,,,,,,"31000US18020",,,"Columbus, IN Metro Area",133100,"Columbus, IN Metro Area",3280
"G18060","2006-2010","US",,,,,,,,,,,,,,,,"Columbus, MS Micro Area","18060",,,,,,,,,,,,,,,,"31000US18060",,,"Columbus, MS Micro Area",104200,"Columbus, MS Micro Area",6030
"G18100","2006-2010","US",,,,,,,,,,,,,,,,"Columbus, NE Micro Area","18100",,,,,,,,,,,,,,,,"31000US18100",,,"Columbus, NE Micro Area",108100,"Columbus, NE Micro Area",4261
"G18140","2006-2010","US",,,,,,,,,,,,,,,,"Columbus, OH Metro Area","18140",,,,,,,,,,,,,,,,"31000US18140",,,"Columbus, OH Metro Area",163200,"Columbus, OH Metro Area",678
"G18180","2006-2010","US",,,,,,,,,,,,,,,,"Concord, NH Micro Area","18180",,,,,,,,,,,,,,,,"31000US18180",,,"Concord, NH Micro Area",243600,"Concord, NH Micro Area",2835
"G18220","2006-2010","US",,,,,,,,,,,,,,,,"Connersville, IN Micro Area","18220",,,,,,,,,,,,,,,,"31000US18220",,,"Connersville, IN Micro Area",84900,"Connersville, IN Micro Area",2425
"G18260","2006-2010","US",,,,,,,,,,,,,,,,"Cookeville, TN Micro Area","18260",,,,,,,,,,,,,,,,"31000US18260",,,"Cookeville, TN Micro Area",113100,"Cookeville, TN Micro Area",3188
"G18300","2006-2010","US",,,,,,,,,,,,,,,,"Coos Bay, OR Micro Area","18300",,,,,,,,,,,,,,,,"31000US18300",,,"Coos Bay, OR Micro Area",194800,"Coos Bay, OR Micro Area",6098
"G18340","2006-2010","US",,,,,,,,,,,,,,,,"Corbin, KY Micro Area","18340",,,,,,,,,,,,,,,,"31000US18340",,,"Corbin, KY Micro Area",64400,"Corbin, KY Micro Area",4183
"G18380","2006-2010","US",,,,,,,,,,,,,,,,"Cordele, GA Micro Area","18380",,,,,,,,,,,,,,,,"31000US18380",,,"Cordele, GA Micro Area",93900,"Cordele, GA Micro Area",9213
"G18420","2006-2010","US",,,,,,,,,,,,,,,,"Corinth, MS Micro Area","18420",,,,,,,,,,,,,,,,"31000US18420",,,"Corinth, MS Micro Area",85700,"Corinth, MS Micro Area",4993
"G18460","2006-2010","US",,,,,,,,,,,,,,,,"Cornelia, GA Micro Area","18460",,,,,,,,,,,,,,,,"31000US18460",,,"Cornelia, GA Micro Area",144600,"Cornelia, GA Micro Area",6843
"G18500","2006-2010","US",,,,,,,,,,,,,,,,"Corning, NY Micro Area","18500",,,,,,,,,,,,,,,,"31000US18500",,,"Corning, NY Micro Area",83000,"Corning, NY Micro Area",1439
"G18580","2006-2010","US",,,,,,,,,,,,,,,,"Corpus Christi, TX Metro Area","18580",,,,,,,,,,,,,,,,"31000US18580",,,"Corpus Christi, TX Metro Area",102300,"Corpus Christi, TX Metro Area",1575
"G18620","2006-2010","US",,,,,,,,,,,,,,,,"Corsicana, TX Micro Area","18620",,,,,,,,,,,,,,,,"31000US18620",,,"Corsicana, TX Micro Area",79300,"Corsicana, TX Micro Area",3205
"G18660","2006-2010","US",,,,,,,,,,,,,,,,"Cortland, NY Micro Area","18660",,,,,,,,,,,,,,,,"31000US18660",,,"Cortland, NY Micro Area",95100,"Cortland, NY Micro Area",2268
"G18700","2006-2010","US",,,,,,,,,,,,,,,,"Corvallis, OR Metro Area","18700",,,,,,,,,,,,,,,,"31000US18700",,,"Corvallis, OR Metro Area",263200,"Corvallis, OR Metro Area",5916
"G18740","2006-2010","US",,,,,,,,,,,,,,,,"Coshocton, OH Micro Area","18740",,,,,,,,,,,,,,,,"31000US18740",,,"Coshocton, OH Micro Area",94800,"Coshocton, OH Micro Area",4173
"G18820","2006-2010","US",,,,,,,,,,,,,,,,"Crawfordsville, IN Micro Area","18820",,,,,,,,,,,,,,,,"31000US18820",,,"Crawfordsville, IN Micro Area",107100,"Crawfordsville, IN Micro Area",4108
"G18860","2006-2010","US",,,,,,,,,,,,,,,,"Crescent City, CA Micro Area","18860",,,,,,,,,,,,,,,,"31000US18860",,,"Crescent City, CA Micro Area",240900,"Crescent City, CA Micro Area",17018
"G18880","2006-2010","US",,,,,,,,,,,,,,,,"Crestview-Fort Walton Beach-Destin, FL Metro Area","18880",,,,,,,,,,,,,,,,"31000US18880",,,"Crestview-Fort Walton Beach-Destin, FL Metro Area",204400,"Crestview-Fort Walton Beach-Destin, FL Metro Area",3617
"G18900","2006-2010","US",,,,,,,,,,,,,,,,"Crossville, TN Micro Area","18900",,,,,,,,,,,,,,,,"31000US18900",,,"Crossville, TN Micro Area",133900,"Crossville, TN Micro Area",6029
"G18940","2006-2010","US",,,,,,,,,,,,,,,,"Crowley, LA Micro Area","18940",,,,,,,,,,,,,,,,"31000US18940",,,"Crowley, LA Micro Area",86700,"Crowley, LA Micro Area",2104
"G18980","2006-2010","US",,,,,,,,,,,,,,,,"Cullman, AL Micro Area","18980",,,,,,,,,,,,,,,,"31000US18980",,,"Cullman, AL Micro Area",102200,"Cullman, AL Micro Area",3972
"G19020","2006-2010","US",,,,,,,,,,,,,,,,"Culpeper, VA Micro Area","19020",,,,,,,,,,,,,,,,"31000US19020",,,"Culpeper, VA Micro Area",309000,"Culpeper, VA Micro Area",11643
"G19060","2006-2010","US",,,,,,,,,,,,,,,,"Cumberland, MD-WV Metro Area","19060",,,,,,,,,,,,,,,,"31000US19060",,,"Cumberland, MD-WV Metro Area",116200,"Cumberland, MD-WV Metro Area",3191
"G19100","2006-2010","US",,,,,,,,,,,,,,,,"Dallas-Fort Worth-Arlington, TX Metro Area","19100",,,,,,,,,,,,,,,,"31000US19100",,,"Dallas-Fort Worth-Arlington, TX Metro Area",147200,"Dallas-Fort Worth-Arlington, TX Metro Area",534
"G19140","2006-2010","US",,,,,,,,,,,,,,,,"Dalton, GA Metro Area","19140",,,,,,,,,,,,,,,,"31000US19140",,,"Dalton, GA Metro Area",120200,"Dalton, GA Metro Area",3199
"G19180","2006-2010","US",,,,,,,,,,,,,,,,"Danville, IL Metro Area","19180",,,,,,,,,,,,,,,,"31000US19180",,,"Danville, IL Metro Area",76500,"Danville, IL Metro Area",2258
"G19220","2006-2010","US",,,,,,,,,,,,,,,,"Danville, KY Micro Area","19220",,,,,,,,,,,,,,,,"31000US19220",,,"Danville, KY Micro Area",99300,"Danville, KY Micro Area",4063
"G19260","2006-2010","US",,,,,,,,,,,,,,,,"Danville, VA Metro Area","19260",,,,,,,,,,,,,,,,"31000US19260",,,"Danville, VA Metro Area",96700,"Danville, VA Metro Area",2086
"G19300","2006-2010","US",,,,,,,,,,,,,,,,"Daphne-Fairhope-Foley, AL Micro Area","19300",,,,,,,,,,,,,,,,"31000US19300",,,"Daphne-Fairhope-Foley, AL Micro Area",177200,"Daphne-Fairhope-Foley, AL Micro Area",3948
"G19340","2006-2010","US",,,,,,,,,,,,,,,,"Davenport-Moline-Rock Island, IA-IL Metro Area","19340",,,,,,,,,,,,,,,,"31000US19340",,,"Davenport-Moline-Rock Island, IA-IL Metro Area",120400,"Davenport-Moline-Rock Island, IA-IL Metro Area",1229
"G19380","2006-2010","US",,,,,,,,,,,,,,,,"Dayton, OH Metro Area","19380",,,,,,,,,,,,,,,,"31000US19380",,,"Dayton, OH Metro Area",128400,"Dayton, OH Metro Area",914
"G19460","2006-2010","US",,,,,,,,,,,,,,,,"Decatur, AL Metro Area","19460",,,,,,,,,,,,,,,,"31000US19460",,,"Decatur, AL Metro Area",111100,"Decatur, AL Metro Area",2943
"G19500","2006-2010","US",,,,,,,,,,,,,,,,"Decatur, IL Metro Area","19500",,,,,,,,,,,,,,,,"31000US19500",,,"Decatur, IL Metro Area",90500,"Decatur, IL Metro Area",1970
"G19540","2006-2010","US",,,,,,,,,,,,,,,,"Decatur, IN Micro Area","19540",,,,,,,,,,,,,,,,"31000US19540",,,"Decatur, IN Micro Area",111700,"Decatur, IN Micro Area",3974
"G19580","2006-2010","US",,,,,,,,,,,,,,,,"Defiance, OH Micro Area","19580",,,,,,,,,,,,,,,,"31000US19580",,,"Defiance, OH Micro Area",108400,"Defiance, OH Micro Area",4048
"G19620","2006-2010","US",,,,,,,,,,,,,,,,"Del Rio, TX Micro Area","19620",,,,,,,,,,,,,,,,"31000US19620",,,"Del Rio, TX Micro Area",81000,"Del Rio, TX Micro Area",3915
"G19660","2006-2010","US",,,,,,,,,,,,,,,,"Deltona-Daytona Beach-Ormond Beach, FL Metro Area","19660",,,,,,,,,,,,,,,,"31000US19660",,,"Deltona-Daytona Beach-Ormond Beach, FL Metro Area",186300,"Deltona-Daytona Beach-Ormond Beach, FL Metro Area",2213
"G19700","2006-2010","US",,,,,,,,,,,,,,,,"Deming, NM Micro Area","19700",,,,,,,,,,,,,,,,"31000US19700",,,"Deming, NM Micro Area",91700,"Deming, NM Micro Area",7462
"G19740","2006-2010","US",,,,,,,,,,,,,,,,"Denver-Aurora-Broomfield, CO Metro Area","19740",,,,,,,,,,,,,,,,"31000US19740",,,"Denver-Aurora-Broomfield, CO Metro Area",246200,"Denver-Aurora-Broomfield, CO Metro Area",664
"G19760","2006-2010","US",,,,,,,,,,,,,,,,"DeRidder, LA Micro Area","19760",,,,,,,,,,,,,,,,"31000US19760",,,"DeRidder, LA Micro Area",83400,"DeRidder, LA Micro Area",3619
"G19780","2006-2010","US",,,,,,,,,,,,,,,,"Des Moines-West Des Moines, IA Metro Area","19780",,,,,,,,,,,,,,,,"31000US19780",,,"Des Moines-West Des Moines, IA Metro Area",151100,"Des Moines-West Des Moines, IA Metro Area",1118
"G19820","2006-2010","US",,,,,,,,,,,,,,,,"Detroit-Warren-Livonia, MI Metro Area","19820",,,,,,,,,,,,,,,,"31000US19820",,,"Detroit-Warren-Livonia, MI Metro Area",157700,"Detroit-Warren-Livonia, MI Metro Area",502
"G19860","2006-2010","US",,,,,,,,,,,,,,,,"Dickinson, ND Micro Area","19860",,,,,,,,,,,,,,,,"31000US19860",,,"Dickinson, ND Micro Area",114700,"Dickinson, ND Micro Area",4689
"G19900","2006-2010","US",,,,,,,,,,,,,,,,"Dillon, SC Micro Area","19900",,,,,,,,,,,,,,,,"31000US19900",,,"Dillon, SC Micro Area",61400,"Dillon, SC Micro Area",3853
"G19940","2006-2010","US",,,,,,,,,,,,,,,,"Dixon, IL Micro Area","19940",,,,,,,,,,,,,,,,"31000US19940",,,"Dixon, IL Micro Area",113400,"Dixon, IL Micro Area",4015
"G19980","2006-2010","US",,,,,,,,,,,,,,,,"Dodge City, KS Micro Area","19980",,,,,,,,,,,,,,,,"31000US19980",,,"Dodge City, KS Micro Area",82700,"Dodge City, KS Micro Area",3930
"G20020","2006-2010","US",,,,,,,,,,,,,,,,"Dothan, AL Metro Area","20020",,,,,,,,,,,,,,,,"31000US20020",,,"Dothan, AL Metro Area",101900,"Dothan, AL Metro Area",3213
"G20060","2006-2010","US",,,,,,,,,,,,,,,,"Douglas, GA Micro Area","20060",,,,,,,,,,,,,,,,"31000US20060",,,"Douglas, GA Micro Area",73500,"Douglas, GA Micro Area",5155
"G20100","2006-2010","US",,,,,,,,,,,,,,,,"Dover, DE Metro Area","20100",,,,,,,,,,,,,,,,"31000US20100",,,"Dover, DE Metro Area",207500,"Dover, DE Metro Area",4049
"G20140","2006-2010","US",,,,,,,,,,,,,,,,"Dublin, GA Micro Area","20140",,,,,,,,,,,,,,,,"31000US20140",,,"Dublin, GA Micro Area",84800,"Dublin, GA Micro Area",3250
"G20180","2006-2010","US",,,,,,,,,,,,,,,,"DuBois, PA Micro Area","20180",,,,,,,,,,,,,,,,"31000US20180",,,"DuBois, PA Micro Area",82900,"DuBois, PA Micro Area",2048
"G20220","2006-2010","US",,,,,,,,,,,,,,,,"Dubuque, IA Metro Area","20220",,,,,,,,,,,,,,,,"31000US20220",,,"Dubuque, IA Metro Area",136800,"Dubuque, IA Metro Area",2726
"G20260","2006-2010","US",,,,,,,,,,,,,,,,"Duluth, MN-WI Metro Area","20260",,,,,,,,,,,,,,,,"31000US20260",,,"Duluth, MN-WI Metro Area",142600,"Duluth, MN-WI Metro Area",1491
"G20300","2006-2010","US",,,,,,,,,,,,,,,,"Dumas, TX Micro Area","20300",,,,,,,,,,,,,,,,"31000US20300",,,"Dumas, TX Micro Area",83100,"Dumas, TX Micro Area",6364
"G20340","2006-2010","US",,,,,,,,,,,,,,,,"Duncan, OK Micro Area","20340",,,,,,,,,,,,,,,,"31000US20340",,,"Duncan, OK Micro Area",80900,"Duncan, OK Micro Area",2756
"G20380","2006-2010","US",,,,,,,,,,,,,,,,"Dunn, NC Micro Area","20380",,,,,,,,,,,,,,,,"31000US20380",,,"Dunn, NC Micro Area",123500,"Dunn, NC Micro Area",3020
"G20420","2006-2010","US",,,,,,,,,,,,,,,,"Durango, CO Micro Area","20420",,,,,,,,,,,,,,,,"31000US20420",,,"Durango, CO Micro Area",343400,"Durango, CO Micro Area",11320
"G20460","2006-2010","US",,,,,,,,,,,,,,,,"Durant, OK Micro Area","20460",,,,,,,,,,,,,,,,"31000US20460",,,"Durant, OK Micro Area",85700,"Durant, OK Micro Area",3461
"G20500","2006-2010","US",,,,,,,,,,,,,,,,"Durham-Chapel Hill, NC Metro Area","20500",,,,,,,,,,,,,,,,"31000US20500",,,"Durham-Chapel Hill, NC Metro Area",184400,"Durham-Chapel Hill, NC Metro Area",2329
"G20540","2006-2010","US",,,,,,,,,,,,,,,,"Dyersburg, TN Micro Area","20540",,,,,,,,,,,,,,,,"31000US20540",,,"Dyersburg, TN Micro Area",91900,"Dyersburg, TN Micro Area",3771
"G20580","2006-2010","US",,,,,,,,,,,,,,,,"Eagle Pass, TX Micro Area","20580",,,,,,,,,,,,,,,,"31000US20580",,,"Eagle Pass, TX Micro Area",77700,"Eagle Pass, TX Micro Area",2902
"G20620","2006-2010","US",,,,,,,,,,,,,,,,"East Liverpool-Salem, OH Micro Area","20620",,,,,,,,,,,,,,,,"31000US20620",,,"East Liverpool-Salem, OH Micro Area",97400,"East Liverpool-Salem, OH Micro Area",2350
"G20660","2006-2010","US",,,,,,,,,,,,,,,,"Easton, MD Micro Area","20660",,,,,,,,,,,,,,,,"31000US20660",,,"Easton, MD Micro Area",352400,"Easton, MD Micro Area",13157
"G20700","2006-2010","US",,,,,,,,,,,,,,,,"East Stroudsburg, PA Micro Area","20700",,,,,,,,,,,,,,,,"31000US20700",,,"East Stroudsburg, PA Micro Area",206400,"East Stroudsburg, PA Micro Area",3952
"G20740","2006-2010","US",,,,,,,,,,,,,,,,"Eau Claire, WI Metro Area","20740",,,,,,,,,,,,,,,,"31000US20740",,,"Eau Claire, WI Metro Area",146900,"Eau Claire, WI Metro Area",2058
"G20780","2006-2010","US",,,,,,,,,,,,,,,,"Edwards, CO Micro Area","20780",,,,,,,,,,,,,,,,"31000US20780",,,"Edwards, CO Micro Area",472100,"Edwards, CO Micro Area",25335
"G20820","2006-2010","US",,,,,,,,,,,,,,,,"Effingham, IL Micro Area","20820",,,,,,,,,,,,,,,,"31000US20820",,,"Effingham, IL Micro Area",106500,"Effingham, IL Micro Area",3285
"G20900","2006-2010","US",,,,,,,,,,,,,,,,"El Campo, TX Micro Area","20900",,,,,,,,,,,,,,,,"31000US20900",,,"El Campo, TX Micro Area",85800,"El Campo, TX Micro Area",4236
