GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATEA,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSCEA,ANRCA,CBSA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,BTTRA,BTBGA,NAME_E,JTIE001,NAME_M,JTIM001
"G36220","2006-2010","US",,,,,,,,,,,,,,,,"Odessa, TX Metro Area","36220",,,,,,,,,,,,,,,,"31000US36220",,,"Odessa, TX Metro Area",75500,"Odessa, TX Metro Area",2332
"G36260","2006-2010","US",,,,,,,,,,,,,,,,"Ogden-Clearfield, UT Metro Area","36260",,,,,,,,,,,,,,,,"31000US36260",,,"Ogden-Clearfield, UT Metro Area",200100,"Ogden-Clearfield, UT Metro Area",1957
"G36300","2006-2010","US",,,,,,,,,,,,,,,,"Ogdensburg-Massena, NY Micro Area","36300",,,,,,,,,,,,,,,,"31000US36300",,,"Ogdensburg-Massena, NY Micro Area",79600,"Ogdensburg-Massena, NY Micro Area",1750
"G36340","2006-2010","US",,,,,,,,,,,,,,,,"Oil City, PA Micro Area","36340",,,,,,,,,,,,,,,,"31000US36340",,,"Oil City, PA Micro Area",76500,"Oil City, PA Micro Area",2220
"G36380","2006-2010","US",,,,,,,,,,,,,,,,"Okeechobee, FL Micro Area","36380",,,,,,,,,,,,,,,,"31000US36380",,,"Okeechobee, FL Micro Area",136700,"Okeechobee, FL Micro Area",10383
"G36420","2006-2010","US",,,,,,,,,,,,,,,,"Oklahoma City, OK Metro Area","36420",,,,,,,,,,,,,,,,"31000US36420",,,"Oklahoma City, OK Metro Area",121300,"Oklahoma City, OK Metro Area",815
"G36460","2006-2010","US",,,,,,,,,,,,,,,,"Olean, NY Micro Area","36460",,,,,,,,,,,,,,,,"31000US36460",,,"Olean, NY Micro Area",77000,"Olean, NY Micro Area",1278
"G36500","2006-2010","US",,,,,,,,,,,,,,,,"Olympia, WA Metro Area","36500",,,,,,,,,,,,,,,,"31000US36500",,,"Olympia, WA Metro Area",257800,"Olympia, WA Metro Area",3225
"G36540","2006-2010","US",,,,,,,,,,,,,,,,"Omaha-Council Bluffs, NE-IA Metro Area","36540",,,,,,,,,,,,,,,,"31000US36540",,,"Omaha-Council Bluffs, NE-IA Metro Area",143400,"Omaha-Council Bluffs, NE-IA Metro Area",658
"G36580","2006-2010","US",,,,,,,,,,,,,,,,"Oneonta, NY Micro Area","36580",,,,,,,,,,,,,,,,"31000US36580",,,"Oneonta, NY Micro Area",129000,"Oneonta, NY Micro Area",4650
"G36620","2006-2010","US",,,,,,,,,,,,,,,,"Ontario, OR-ID Micro Area","36620",,,,,,,,,,,,,,,,"31000US36620",,,"Ontario, OR-ID Micro Area",135600,"Ontario, OR-ID Micro Area",5855
"G36660","2006-2010","US",,,,,,,,,,,,,,,,"Opelousas-Eunice, LA Micro Area","36660",,,,,,,,,,,,,,,,"31000US36660",,,"Opelousas-Eunice, LA Micro Area",82100,"Opelousas-Eunice, LA Micro Area",2657
"G36700","2006-2010","US",,,,,,,,,,,,,,,,"Orangeburg, SC Micro Area","36700",,,,,,,,,,,,,,,,"31000US36700",,,"Orangeburg, SC Micro Area",81000,"Orangeburg, SC Micro Area",3097
"G36740","2006-2010","US",,,,,,,,,,,,,,,,"Orlando-Kissimmee-Sanford, FL Metro Area","36740",,,,,,,,,,,,,,,,"31000US36740",,,"Orlando-Kissimmee-Sanford, FL Metro Area",219400,"Orlando-Kissimmee-Sanford, FL Metro Area",1150
"G36780","2006-2010","US",,,,,,,,,,,,,,,,"Oshkosh-Neenah, WI Metro Area","36780",,,,,,,,,,,,,,,,"31000US36780",,,"Oshkosh-Neenah, WI Metro Area",140500,"Oshkosh-Neenah, WI Metro Area",1609
"G36820","2006-2010","US",,,,,,,,,,,,,,,,"Oskaloosa, IA Micro Area","36820",,,,,,,,,,,,,,,,"31000US36820",,,"Oskaloosa, IA Micro Area",95200,"Oskaloosa, IA Micro Area",4013
"G36860","2006-2010","US",,,,,,,,,,,,,,,,"Ottawa-Streator, IL Micro Area","36860",,,,,,,,,,,,,,,,"31000US36860",,,"Ottawa-Streator, IL Micro Area",119700,"Ottawa-Streator, IL Micro Area",2051
"G36900","2006-2010","US",,,,,,,,,,,,,,,,"Ottumwa, IA Micro Area","36900",,,,,,,,,,,,,,,,"31000US36900",,,"Ottumwa, IA Micro Area",74800,"Ottumwa, IA Micro Area",2480
"G36940","2006-2010","US",,,,,,,,,,,,,,,,"Owatonna, MN Micro Area","36940",,,,,,,,,,,,,,,,"31000US36940",,,"Owatonna, MN Micro Area",156300,"Owatonna, MN Micro Area",2899
"G36980","2006-2010","US",,,,,,,,,,,,,,,,"Owensboro, KY Metro Area","36980",,,,,,,,,,,,,,,,"31000US36980",,,"Owensboro, KY Metro Area",100700,"Owensboro, KY Metro Area",2764
"G37020","2006-2010","US",,,,,,,,,,,,,,,,"Owosso, MI Micro Area","37020",,,,,,,,,,,,,,,,"31000US37020",,,"Owosso, MI Micro Area",129300,"Owosso, MI Micro Area",2366
"G37060","2006-2010","US",,,,,,,,,,,,,,,,"Oxford, MS Micro Area","37060",,,,,,,,,,,,,,,,"31000US37060",,,"Oxford, MS Micro Area",149800,"Oxford, MS Micro Area",8313
"G37100","2006-2010","US",,,,,,,,,,,,,,,,"Oxnard-Thousand Oaks-Ventura, CA Metro Area","37100",,,,,,,,,,,,,,,,"31000US37100",,,"Oxnard-Thousand Oaks-Ventura, CA Metro Area",568700,"Oxnard-Thousand Oaks-Ventura, CA Metro Area",4202
"G37140","2006-2010","US",,,,,,,,,,,,,,,,"Paducah, KY-IL Micro Area","37140",,,,,,,,,,,,,,,,"31000US37140",,,"Paducah, KY-IL Micro Area",96100,"Paducah, KY-IL Micro Area",2717
"G37220","2006-2010","US",,,,,,,,,,,,,,,,"Pahrump, NV Micro Area","37220",,,,,,,,,,,,,,,,"31000US37220",,,"Pahrump, NV Micro Area",161700,"Pahrump, NV Micro Area",5579
"G37260","2006-2010","US",,,,,,,,,,,,,,,,"Palatka, FL Micro Area","37260",,,,,,,,,,,,,,,,"31000US37260",,,"Palatka, FL Micro Area",109300,"Palatka, FL Micro Area",4761
"G37300","2006-2010","US",,,,,,,,,,,,,,,,"Palestine, TX Micro Area","37300",,,,,,,,,,,,,,,,"31000US37300",,,"Palestine, TX Micro Area",81000,"Palestine, TX Micro Area",2873
"G37340","2006-2010","US",,,,,,,,,,,,,,,,"Palm Bay-Melbourne-Titusville, FL Metro Area","37340",,,,,,,,,,,,,,,,"31000US37340",,,"Palm Bay-Melbourne-Titusville, FL Metro Area",186900,"Palm Bay-Melbourne-Titusville, FL Metro Area",1680
"G37380","2006-2010","US",,,,,,,,,,,,,,,,"Palm Coast, FL Metro Area","37380",,,,,,,,,,,,,,,,"31000US37380",,,"Palm Coast, FL Metro Area",219100,"Palm Coast, FL Metro Area",4827
"G37420","2006-2010","US",,,,,,,,,,,,,,,,"Pampa, TX Micro Area","37420",,,,,,,,,,,,,,,,"31000US37420",,,"Pampa, TX Micro Area",66600,"Pampa, TX Micro Area",4495
"G37460","2006-2010","US",,,,,,,,,,,,,,,,"Panama City-Lynn Haven-Panama City Beach, FL Metro Area","37460",,,,,,,,,,,,,,,,"31000US37460",,,"Panama City-Lynn Haven-Panama City Beach, FL Metro Area",175500,"Panama City-Lynn Haven-Panama City Beach, FL Metro Area",3541
"G37500","2006-2010","US",,,,,,,,,,,,,,,,"Paragould, AR Micro Area","37500",,,,,,,,,,,,,,,,"31000US37500",,,"Paragould, AR Micro Area",88900,"Paragould, AR Micro Area",4063
"G37540","2006-2010","US",,,,,,,,,,,,,,,,"Paris, TN Micro Area","37540",,,,,,,,,,,,,,,,"31000US37540",,,"Paris, TN Micro Area",85000,"Paris, TN Micro Area",4259
"G37580","2006-2010","US",,,,,,,,,,,,,,,,"Paris, TX Micro Area","37580",,,,,,,,,,,,,,,,"31000US37580",,,"Paris, TX Micro Area",81100,"Paris, TX Micro Area",3099
"G37620","2006-2010","US",,,,,,,,,,,,,,,,"Parkersburg-Marietta-Vienna, WV-OH Metro Area","37620",,,,,,,,,,,,,,,,"31000US37620",,,"Parkersburg-Marietta-Vienna, WV-OH Metro Area",103600,"Parkersburg-Marietta-Vienna, WV-OH Metro Area",2280
"G37660","2006-2010","US",,,,,,,,,,,,,,,,"Parsons, KS Micro Area","37660",,,,,,,,,,,,,,,,"31000US37660",,,"Parsons, KS Micro Area",64600,"Parsons, KS Micro Area",3383
"G37700","2006-2010","US",,,,,,,,,,,,,,,,"Pascagoula, MS Metro Area","37700",,,,,,,,,,,,,,,,"31000US37700",,,"Pascagoula, MS Metro Area",121100,"Pascagoula, MS Metro Area",3025
"G37740","2006-2010","US",,,,,,,,,,,,,,,,"Payson, AZ Micro Area","37740",,,,,,,,,,,,,,,,"31000US37740",,,"Payson, AZ Micro Area",156100,"Payson, AZ Micro Area",6341
"G37780","2006-2010","US",,,,,,,,,,,,,,,,"Pecos, TX Micro Area","37780",,,,,,,,,,,,,,,,"31000US37780",,,"Pecos, TX Micro Area",31400,"Pecos, TX Micro Area",4199
"G37800","2006-2010","US",,,,,,,,,,,,,,,,"Pella, IA Micro Area","37800",,,,,,,,,,,,,,,,"31000US37800",,,"Pella, IA Micro Area",137300,"Pella, IA Micro Area",5430
"G37820","2006-2010","US",,,,,,,,,,,,,,,,"Pendleton-Hermiston, OR Micro Area","37820",,,,,,,,,,,,,,,,"31000US37820",,,"Pendleton-Hermiston, OR Micro Area",134300,"Pendleton-Hermiston, OR Micro Area",4224
"G37860","2006-2010","US",,,,,,,,,,,,,,,,"Pensacola-Ferry Pass-Brent, FL Metro Area","37860",,,,,,,,,,,,,,,,"31000US37860",,,"Pensacola-Ferry Pass-Brent, FL Metro Area",159300,"Pensacola-Ferry Pass-Brent, FL Metro Area",1698
"G37900","2006-2010","US",,,,,,,,,,,,,,,,"Peoria, IL Metro Area","37900",,,,,,,,,,,,,,,,"31000US37900",,,"Peoria, IL Metro Area",123500,"Peoria, IL Metro Area",1311
"G37940","2006-2010","US",,,,,,,,,,,,,,,,"Peru, IN Micro Area","37940",,,,,,,,,,,,,,,,"31000US37940",,,"Peru, IN Micro Area",86100,"Peru, IN Micro Area",2783
"G37980","2006-2010","US",,,,,,,,,,,,,,,,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area","37980",,,,,,,,,,,,,,,,"31000US37980",,,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",243300,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",591
"G38020","2006-2010","US",,,,,,,,,,,,,,,,"Phoenix Lake-Cedar Ridge, CA Micro Area","38020",,,,,,,,,,,,,,,,"31000US38020",,,"Phoenix Lake-Cedar Ridge, CA Micro Area",332500,"Phoenix Lake-Cedar Ridge, CA Micro Area",8119
"G38060","2006-2010","US",,,,,,,,,,,,,,,,"Phoenix-Mesa-Glendale, AZ Metro Area","38060",,,,,,,,,,,,,,,,"31000US38060",,,"Phoenix-Mesa-Glendale, AZ Metro Area",232300,"Phoenix-Mesa-Glendale, AZ Metro Area",831
"G38100","2006-2010","US",,,,,,,,,,,,,,,,"Picayune, MS Micro Area","38100",,,,,,,,,,,,,,,,"31000US38100",,,"Picayune, MS Micro Area",121700,"Picayune, MS Micro Area",4815
"G38180","2006-2010","US",,,,,,,,,,,,,,,,"Pierre, SD Micro Area","38180",,,,,,,,,,,,,,,,"31000US38180",,,"Pierre, SD Micro Area",130500,"Pierre, SD Micro Area",7507
"G38200","2006-2010","US",,,,,,,,,,,,,,,,"Pierre Part, LA Micro Area","38200",,,,,,,,,,,,,,,,"31000US38200",,,"Pierre Part, LA Micro Area",86500,"Pierre Part, LA Micro Area",4612
"G38220","2006-2010","US",,,,,,,,,,,,,,,,"Pine Bluff, AR Metro Area","38220",,,,,,,,,,,,,,,,"31000US38220",,,"Pine Bluff, AR Metro Area",74900,"Pine Bluff, AR Metro Area",2272
"G38260","2006-2010","US",,,,,,,,,,,,,,,,"Pittsburg, KS Micro Area","38260",,,,,,,,,,,,,,,,"31000US38260",,,"Pittsburg, KS Micro Area",83900,"Pittsburg, KS Micro Area",2881
"G38300","2006-2010","US",,,,,,,,,,,,,,,,"Pittsburgh, PA Metro Area","38300",,,,,,,,,,,,,,,,"31000US38300",,,"Pittsburgh, PA Metro Area",117900,"Pittsburgh, PA Metro Area",580
"G38340","2006-2010","US",,,,,,,,,,,,,,,,"Pittsfield, MA Metro Area","38340",,,,,,,,,,,,,,,,"31000US38340",,,"Pittsfield, MA Metro Area",207800,"Pittsfield, MA Metro Area",5124
"G38380","2006-2010","US",,,,,,,,,,,,,,,,"Plainview, TX Micro Area","38380",,,,,,,,,,,,,,,,"31000US38380",,,"Plainview, TX Micro Area",73500,"Plainview, TX Micro Area",3632
"G38420","2006-2010","US",,,,,,,,,,,,,,,,"Platteville, WI Micro Area","38420",,,,,,,,,,,,,,,,"31000US38420",,,"Platteville, WI Micro Area",118300,"Platteville, WI Micro Area",2185
"G38460","2006-2010","US",,,,,,,,,,,,,,,,"Plattsburgh, NY Micro Area","38460",,,,,,,,,,,,,,,,"31000US38460",,,"Plattsburgh, NY Micro Area",117800,"Plattsburgh, NY Micro Area",2954
"G38500","2006-2010","US",,,,,,,,,,,,,,,,"Plymouth, IN Micro Area","38500",,,,,,,,,,,,,,,,"31000US38500",,,"Plymouth, IN Micro Area",123400,"Plymouth, IN Micro Area",3781
"G38540","2006-2010","US",,,,,,,,,,,,,,,,"Pocatello, ID Metro Area","38540",,,,,,,,,,,,,,,,"31000US38540",,,"Pocatello, ID Metro Area",134700,"Pocatello, ID Metro Area",2689
"G38580","2006-2010","US",,,,,,,,,,,,,,,,"Point Pleasant, WV-OH Micro Area","38580",,,,,,,,,,,,,,,,"31000US38580",,,"Point Pleasant, WV-OH Micro Area",87100,"Point Pleasant, WV-OH Micro Area",2481
"G38620","2006-2010","US",,,,,,,,,,,,,,,,"Ponca City, OK Micro Area","38620",,,,,,,,,,,,,,,,"31000US38620",,,"Ponca City, OK Micro Area",74700,"Ponca City, OK Micro Area",2817
"G38660","2006-2010","PR",,,,,,,,,,,,,,,,"Ponce, PR Metro Area","38660",,,,,,,,,,,,,,,,"31000US38660",,,"Ponce, PR Metro Area",98200,"Ponce, PR Metro Area",860
"G38700","2006-2010","US",,,,,,,,,,,,,,,,"Pontiac, IL Micro Area","38700",,,,,,,,,,,,,,,,"31000US38700",,,"Pontiac, IL Micro Area",101700,"Pontiac, IL Micro Area",4435
"G38740","2006-2010","US",,,,,,,,,,,,,,,,"Poplar Bluff, MO Micro Area","38740",,,,,,,,,,,,,,,,"31000US38740",,,"Poplar Bluff, MO Micro Area",87700,"Poplar Bluff, MO Micro Area",4324
"G38780","2006-2010","US",,,,,,,,,,,,,,,,"Portales, NM Micro Area","38780",,,,,,,,,,,,,,,,"31000US38780",,,"Portales, NM Micro Area",94800,"Portales, NM Micro Area",8028
"G38820","2006-2010","US",,,,,,,,,,,,,,,,"Port Angeles, WA Micro Area","38820",,,,,,,,,,,,,,,,"31000US38820",,,"Port Angeles, WA Micro Area",241500,"Port Angeles, WA Micro Area",4961
"G38860","2006-2010","US",,,,,,,,,,,,,,,,"Portland-South Portland-Biddeford, ME Metro Area","38860",,,,,,,,,,,,,,,,"31000US38860",,,"Portland-South Portland-Biddeford, ME Metro Area",238600,"Portland-South Portland-Biddeford, ME Metro Area",1632
"G38900","2006-2010","US",,,,,,,,,,,,,,,,"Portland-Vancouver-Hillsboro, OR-WA Metro Area","38900",,,,,,,,,,,,,,,,"31000US38900",,,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",286300,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",1152
"G38940","2006-2010","US",,,,,,,,,,,,,,,,"Port St. Lucie, FL Metro Area","38940",,,,,,,,,,,,,,,,"31000US38940",,,"Port St. Lucie, FL Metro Area",198600,"Port St. Lucie, FL Metro Area",3074
"G39020","2006-2010","US",,,,,,,,,,,,,,,,"Portsmouth, OH Micro Area","39020",,,,,,,,,,,,,,,,"31000US39020",,,"Portsmouth, OH Micro Area",85000,"Portsmouth, OH Micro Area",2503
"G39060","2006-2010","US",,,,,,,,,,,,,,,,"Pottsville, PA Micro Area","39060",,,,,,,,,,,,,,,,"31000US39060",,,"Pottsville, PA Micro Area",88400,"Pottsville, PA Micro Area",1743
"G39100","2006-2010","US",,,,,,,,,,,,,,,,"Poughkeepsie-Newburgh-Middletown, NY Metro Area","39100",,,,,,,,,,,,,,,,"31000US39100",,,"Poughkeepsie-Newburgh-Middletown, NY Metro Area",317500,"Poughkeepsie-Newburgh-Middletown, NY Metro Area",2312
"G39140","2006-2010","US",,,,,,,,,,,,,,,,"Prescott, AZ Metro Area","39140",,,,,,,,,,,,,,,,"31000US39140",,,"Prescott, AZ Metro Area",231000,"Prescott, AZ Metro Area",4877
"G39220","2006-2010","US",,,,,,,,,,,,,,,,"Price, UT Micro Area","39220",,,,,,,,,,,,,,,,"31000US39220",,,"Price, UT Micro Area",109200,"Price, UT Micro Area",5904
"G39260","2006-2010","US",,,,,,,,,,,,,,,,"Prineville, OR Micro Area","39260",,,,,,,,,,,,,,,,"31000US39260",,,"Prineville, OR Micro Area",228700,"Prineville, OR Micro Area",9650
"G39300","2006-2010","US",,,,,,,,,,,,,,,,"Providence-New Bedford-Fall River, RI-MA Metro Area","39300",,,,,,,,,,,,,,,,"31000US39300",,,"Providence-New Bedford-Fall River, RI-MA Metro Area",288700,"Providence-New Bedford-Fall River, RI-MA Metro Area",1041
"G39340","2006-2010","US",,,,,,,,,,,,,,,,"Provo-Orem, UT Metro Area","39340",,,,,,,,,,,,,,,,"31000US39340",,,"Provo-Orem, UT Metro Area",232200,"Provo-Orem, UT Metro Area",1765
"G39380","2006-2010","US",,,,,,,,,,,,,,,,"Pueblo, CO Metro Area","39380",,,,,,,,,,,,,,,,"31000US39380",,,"Pueblo, CO Metro Area",140700,"Pueblo, CO Metro Area",2369
"G39420","2006-2010","US",,,,,,,,,,,,,,,,"Pullman, WA Micro Area","39420",,,,,,,,,,,,,,,,"31000US39420",,,"Pullman, WA Micro Area",182500,"Pullman, WA Micro Area",7424
"G39460","2006-2010","US",,,,,,,,,,,,,,,,"Punta Gorda, FL Metro Area","39460",,,,,,,,,,,,,,,,"31000US39460",,,"Punta Gorda, FL Metro Area",184900,"Punta Gorda, FL Metro Area",3809
"G39500","2006-2010","US",,,,,,,,,,,,,,,,"Quincy, IL-MO Micro Area","39500",,,,,,,,,,,,,,,,"31000US39500",,,"Quincy, IL-MO Micro Area",95700,"Quincy, IL-MO Micro Area",2357
"G39540","2006-2010","US",,,,,,,,,,,,,,,,"Racine, WI Metro Area","39540",,,,,,,,,,,,,,,,"31000US39540",,,"Racine, WI Metro Area",175700,"Racine, WI Metro Area",2568
"G39580","2006-2010","US",,,,,,,,,,,,,,,,"Raleigh-Cary, NC Metro Area","39580",,,,,,,,,,,,,,,,"31000US39580",,,"Raleigh-Cary, NC Metro Area",197400,"Raleigh-Cary, NC Metro Area",1524
"G39660","2006-2010","US",,,,,,,,,,,,,,,,"Rapid City, SD Metro Area","39660",,,,,,,,,,,,,,,,"31000US39660",,,"Rapid City, SD Metro Area",148800,"Rapid City, SD Metro Area",2663
"G39700","2006-2010","US",,,,,,,,,,,,,,,,"Raymondville, TX Micro Area","39700",,,,,,,,,,,,,,,,"31000US39700",,,"Raymondville, TX Micro Area",46200,"Raymondville, TX Micro Area",3914
"G39740","2006-2010","US",,,,,,,,,,,,,,,,"Reading, PA Metro Area","39740",,,,,,,,,,,,,,,,"31000US39740",,,"Reading, PA Metro Area",170400,"Reading, PA Metro Area",1770
"G39780","2006-2010","US",,,,,,,,,,,,,,,,"Red Bluff, CA Micro Area","39780",,,,,,,,,,,,,,,,"31000US39780",,,"Red Bluff, CA Micro Area",221400,"Red Bluff, CA Micro Area",6044
"G39820","2006-2010","US",,,,,,,,,,,,,,,,"Redding, CA Metro Area","39820",,,,,,,,,,,,,,,,"31000US39820",,,"Redding, CA Metro Area",267600,"Redding, CA Metro Area",5844
"G39860","2006-2010","US",,,,,,,,,,,,,,,,"Red Wing, MN Micro Area","39860",,,,,,,,,,,,,,,,"31000US39860",,,"Red Wing, MN Micro Area",192900,"Red Wing, MN Micro Area",3362
"G39900","2006-2010","US",,,,,,,,,,,,,,,,"Reno-Sparks, NV Metro Area","39900",,,,,,,,,,,,,,,,"31000US39900",,,"Reno-Sparks, NV Metro Area",295200,"Reno-Sparks, NV Metro Area",4938
"G39940","2006-2010","US",,,,,,,,,,,,,,,,"Rexburg, ID Micro Area","39940",,,,,,,,,,,,,,,,"31000US39940",,,"Rexburg, ID Micro Area",155200,"Rexburg, ID Micro Area",6359
"G39980","2006-2010","US",,,,,,,,,,,,,,,,"Richmond, IN Micro Area","39980",,,,,,,,,,,,,,,,"31000US39980",,,"Richmond, IN Micro Area",99700,"Richmond, IN Micro Area",2447
"G40060","2006-2010","US",,,,,,,,,,,,,,,,"Richmond, VA Metro Area","40060",,,,,,,,,,,,,,,,"31000US40060",,,"Richmond, VA Metro Area",225200,"Richmond, VA Metro Area",1190
"G40080","2006-2010","US",,,,,,,,,,,,,,,,"Richmond-Berea, KY Micro Area","40080",,,,,,,,,,,,,,,,"31000US40080",,,"Richmond-Berea, KY Micro Area",126600,"Richmond-Berea, KY Micro Area",4204
"G40100","2006-2010","US",,,,,,,,,,,,,,,,"Rio Grande City-Roma, TX Micro Area","40100",,,,,,,,,,,,,,,,"31000US40100",,,"Rio Grande City-Roma, TX Micro Area",57000,"Rio Grande City-Roma, TX Micro Area",3346
"G40140","2006-2010","US",,,,,,,,,,,,,,,,"Riverside-San Bernardino-Ontario, CA Metro Area","40140",,,,,,,,,,,,,,,,"31000US40140",,,"Riverside-San Bernardino-Ontario, CA Metro Area",322300,"Riverside-San Bernardino-Ontario, CA Metro Area",1619
"G40180","2006-2010","US",,,,,,,,,,,,,,,,"Riverton, WY Micro Area","40180",,,,,,,,,,,,,,,,"31000US40180",,,"Riverton, WY Micro Area",154400,"Riverton, WY Micro Area",6588
"G40220","2006-2010","US",,,,,,,,,,,,,,,,"Roanoke, VA Metro Area","40220",,,,,,,,,,,,,,,,"31000US40220",,,"Roanoke, VA Metro Area",164800,"Roanoke, VA Metro Area",1930
"G40260","2006-2010","US",,,,,,,,,,,,,,,,"Roanoke Rapids, NC Micro Area","40260",,,,,,,,,,,,,,,,"31000US40260",,,"Roanoke Rapids, NC Micro Area",80600,"Roanoke Rapids, NC Micro Area",2681
"G40300","2006-2010","US",,,,,,,,,,,,,,,,"Rochelle, IL Micro Area","40300",,,,,,,,,,,,,,,,"31000US40300",,,"Rochelle, IL Micro Area",152400,"Rochelle, IL Micro Area",3702
"G40340","2006-2010","US",,,,,,,,,,,,,,,,"Rochester, MN Metro Area","40340",,,,,,,,,,,,,,,,"31000US40340",,,"Rochester, MN Metro Area",171100,"Rochester, MN Metro Area",1750
"G40380","2006-2010","US",,,,,,,,,,,,,,,,"Rochester, NY Metro Area","40380",,,,,,,,,,,,,,,,"31000US40380",,,"Rochester, NY Metro Area",124300,"Rochester, NY Metro Area",684
"G40420","2006-2010","US",,,,,,,,,,,,,,,,"Rockford, IL Metro Area","40420",,,,,,,,,,,,,,,,"31000US40420",,,"Rockford, IL Metro Area",134500,"Rockford, IL Metro Area",1365
"G40460","2006-2010","US",,,,,,,,,,,,,,,,"Rockingham, NC Micro Area","40460",,,,,,,,,,,,,,,,"31000US40460",,,"Rockingham, NC Micro Area",71300,"Rockingham, NC Micro Area",4066
