GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,BTTRA,BTBGA,NAME_E,ADRWE001,NAME_M,ADRWM001
"G53002700002006","2011-2015","WA",,,"Washington","53","Grays Harbor County","027",,,"000200","6",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530270002006",,,"Block Group 6, Census Tract 2, Grays Harbor County, Washington",,"Block Group 6, Census Tract 2, Grays Harbor County, Washington",
"G53002700003001","2011-2015","WA",,,"Washington","53","Grays Harbor County","027",,,"000300","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530270003001",,,"Block Group 1, Census Tract 3, Grays Harbor County, Washington",171600,"Block Group 1, Census Tract 3, Grays Harbor County, Washington",49706
"G53002700003002","2011-2015","WA",,,"Washington","53","Grays Harbor County","027",,,"000300","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530270003002",,,"Block Group 2, Census Tract 3, Grays Harbor County, Washington",178100,"Block Group 2, Census Tract 3, Grays Harbor County, Washington",29617
"G53002700003003","2011-2015","WA",,,"Washington","53","Grays Harbor County","027",,,"000300","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530270003003",,,"Block Group 3, Census Tract 3, Grays Harbor County, Washington",114900,"Block Group 3, Census Tract 3, Grays Harbor County, Washington",32517
"G53002700004001","2011-2015","WA",,,"Washington","53","Grays Harbor County","027",,,"000400","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530270004001",,,"Block Group 1, Census Tract 4, Grays Harbor County, Washington",200700,"Block Group 1, Census Tract 4, Grays Harbor County, Washington",74451
"G53002700004002","2011-2015","WA",,,"Washington","53","Grays Harbor County","027",,,"000400","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530270004002",,,"Block Group 2, Census Tract 4, Grays Harbor County, Washington",169100,"Block Group 2, Census Tract 4, Grays Harbor County, Washington",25079
"G53002700004003","2011-2015","WA",,,"Washington","53","Grays Harbor County","027",,,"000400","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530270004003",,,"Block Group 3, Census Tract 4, Grays Harbor County, Washington",185600,"Block Group 3, Census Tract 4, Grays Harbor County, Washington",13491
"G53002700004004","2011-2015","WA",,,"Washington","53","Grays Harbor County","027",,,"000400","4",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530270004004",,,"Block Group 4, Census Tract 4, Grays Harbor County, Washington",172400,"Block Group 4, Census Tract 4, Grays Harbor County, Washington",33832
"G53002700004005","2011-2015","WA",,,"Washington","53","Grays Harbor County","027",,,"000400","5",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530270004005",,,"Block Group 5, Census Tract 4, Grays Harbor County, Washington",223600,"Block Group 5, Census Tract 4, Grays Harbor County, Washington",24517
"G53002700005001","2011-2015","WA",,,"Washington","53","Grays Harbor County","027",,,"000500","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530270005001",,,"Block Group 1, Census Tract 5, Grays Harbor County, Washington",137500,"Block Group 1, Census Tract 5, Grays Harbor County, Washington",48356
"G53002700005002","2011-2015","WA",,,"Washington","53","Grays Harbor County","027",,,"000500","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530270005002",,,"Block Group 2, Census Tract 5, Grays Harbor County, Washington",163100,"Block Group 2, Census Tract 5, Grays Harbor County, Washington",42529
"G53002700005003","2011-2015","WA",,,"Washington","53","Grays Harbor County","027",,,"000500","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530270005003",,,"Block Group 3, Census Tract 5, Grays Harbor County, Washington",175000,"Block Group 3, Census Tract 5, Grays Harbor County, Washington",64893
"G53002700005004","2011-2015","WA",,,"Washington","53","Grays Harbor County","027",,,"000500","4",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530270005004",,,"Block Group 4, Census Tract 5, Grays Harbor County, Washington",220900,"Block Group 4, Census Tract 5, Grays Harbor County, Washington",78313
"G53002700005005","2011-2015","WA",,,"Washington","53","Grays Harbor County","027",,,"000500","5",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530270005005",,,"Block Group 5, Census Tract 5, Grays Harbor County, Washington",,"Block Group 5, Census Tract 5, Grays Harbor County, Washington",
"G53002700006001","2011-2015","WA",,,"Washington","53","Grays Harbor County","027",,,"000600","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530270006001",,,"Block Group 1, Census Tract 6, Grays Harbor County, Washington",166000,"Block Group 1, Census Tract 6, Grays Harbor County, Washington",39811
"G53002700006002","2011-2015","WA",,,"Washington","53","Grays Harbor County","027",,,"000600","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530270006002",,,"Block Group 2, Census Tract 6, Grays Harbor County, Washington",142900,"Block Group 2, Census Tract 6, Grays Harbor County, Washington",14309
"G53002700006003","2011-2015","WA",,,"Washington","53","Grays Harbor County","027",,,"000600","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530270006003",,,"Block Group 3, Census Tract 6, Grays Harbor County, Washington",206700,"Block Group 3, Census Tract 6, Grays Harbor County, Washington",24902
"G53002700007001","2011-2015","WA",,,"Washington","53","Grays Harbor County","027",,,"000700","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530270007001",,,"Block Group 1, Census Tract 7, Grays Harbor County, Washington",172200,"Block Group 1, Census Tract 7, Grays Harbor County, Washington",12808
"G53002700007002","2011-2015","WA",,,"Washington","53","Grays Harbor County","027",,,"000700","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530270007002",,,"Block Group 2, Census Tract 7, Grays Harbor County, Washington",197700,"Block Group 2, Census Tract 7, Grays Harbor County, Washington",60250
"G53002700007003","2011-2015","WA",,,"Washington","53","Grays Harbor County","027",,,"000700","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530270007003",,,"Block Group 3, Census Tract 7, Grays Harbor County, Washington",211900,"Block Group 3, Census Tract 7, Grays Harbor County, Washington",31237
"G53002700008001","2011-2015","WA",,,"Washington","53","Grays Harbor County","027",,,"000800","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530270008001",,,"Block Group 1, Census Tract 8, Grays Harbor County, Washington",173600,"Block Group 1, Census Tract 8, Grays Harbor County, Washington",19691
"G53002700008002","2011-2015","WA",,,"Washington","53","Grays Harbor County","027",,,"000800","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530270008002",,,"Block Group 2, Census Tract 8, Grays Harbor County, Washington",139200,"Block Group 2, Census Tract 8, Grays Harbor County, Washington",15495
"G53002700008003","2011-2015","WA",,,"Washington","53","Grays Harbor County","027",,,"000800","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530270008003",,,"Block Group 3, Census Tract 8, Grays Harbor County, Washington",185400,"Block Group 3, Census Tract 8, Grays Harbor County, Washington",22469
"G53002700009001","2011-2015","WA",,,"Washington","53","Grays Harbor County","027",,,"000900","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530270009001",,,"Block Group 1, Census Tract 9, Grays Harbor County, Washington",108800,"Block Group 1, Census Tract 9, Grays Harbor County, Washington",14750
"G53002700009002","2011-2015","WA",,,"Washington","53","Grays Harbor County","027",,,"000900","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530270009002",,,"Block Group 2, Census Tract 9, Grays Harbor County, Washington",74700,"Block Group 2, Census Tract 9, Grays Harbor County, Washington",27236
"G53002700009003","2011-2015","WA",,,"Washington","53","Grays Harbor County","027",,,"000900","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530270009003",,,"Block Group 3, Census Tract 9, Grays Harbor County, Washington",104800,"Block Group 3, Census Tract 9, Grays Harbor County, Washington",52708
"G53002700009004","2011-2015","WA",,,"Washington","53","Grays Harbor County","027",,,"000900","4",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530270009004",,,"Block Group 4, Census Tract 9, Grays Harbor County, Washington",75200,"Block Group 4, Census Tract 9, Grays Harbor County, Washington",18005
"G53002700009005","2011-2015","WA",,,"Washington","53","Grays Harbor County","027",,,"000900","5",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530270009005",,,"Block Group 5, Census Tract 9, Grays Harbor County, Washington",125000,"Block Group 5, Census Tract 9, Grays Harbor County, Washington",37742
"G53002700009006","2011-2015","WA",,,"Washington","53","Grays Harbor County","027",,,"000900","6",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530270009006",,,"Block Group 6, Census Tract 9, Grays Harbor County, Washington",166900,"Block Group 6, Census Tract 9, Grays Harbor County, Washington",22438
"G53002700010001","2011-2015","WA",,,"Washington","53","Grays Harbor County","027",,,"001000","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530270010001",,,"Block Group 1, Census Tract 10, Grays Harbor County, Washington",118400,"Block Group 1, Census Tract 10, Grays Harbor County, Washington",21575
"G53002700010002","2011-2015","WA",,,"Washington","53","Grays Harbor County","027",,,"001000","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530270010002",,,"Block Group 2, Census Tract 10, Grays Harbor County, Washington",116000,"Block Group 2, Census Tract 10, Grays Harbor County, Washington",10544
"G53002700010003","2011-2015","WA",,,"Washington","53","Grays Harbor County","027",,,"001000","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530270010003",,,"Block Group 3, Census Tract 10, Grays Harbor County, Washington",85000,"Block Group 3, Census Tract 10, Grays Harbor County, Washington",26469
"G53002700010004","2011-2015","WA",,,"Washington","53","Grays Harbor County","027",,,"001000","4",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530270010004",,,"Block Group 4, Census Tract 10, Grays Harbor County, Washington",144100,"Block Group 4, Census Tract 10, Grays Harbor County, Washington",70733
"G53002700011001","2011-2015","WA",,,"Washington","53","Grays Harbor County","027",,,"001100","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530270011001",,,"Block Group 1, Census Tract 11, Grays Harbor County, Washington",147900,"Block Group 1, Census Tract 11, Grays Harbor County, Washington",15264
"G53002700011002","2011-2015","WA",,,"Washington","53","Grays Harbor County","027",,,"001100","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530270011002",,,"Block Group 2, Census Tract 11, Grays Harbor County, Washington",213900,"Block Group 2, Census Tract 11, Grays Harbor County, Washington",23223
"G53002700011003","2011-2015","WA",,,"Washington","53","Grays Harbor County","027",,,"001100","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530270011003",,,"Block Group 3, Census Tract 11, Grays Harbor County, Washington",202000,"Block Group 3, Census Tract 11, Grays Harbor County, Washington",60456
"G53002700011004","2011-2015","WA",,,"Washington","53","Grays Harbor County","027",,,"001100","4",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530270011004",,,"Block Group 4, Census Tract 11, Grays Harbor County, Washington",148400,"Block Group 4, Census Tract 11, Grays Harbor County, Washington",26684
"G53002700011005","2011-2015","WA",,,"Washington","53","Grays Harbor County","027",,,"001100","5",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530270011005",,,"Block Group 5, Census Tract 11, Grays Harbor County, Washington",141200,"Block Group 5, Census Tract 11, Grays Harbor County, Washington",30630
"G53002700012001","2011-2015","WA",,,"Washington","53","Grays Harbor County","027",,,"001200","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530270012001",,,"Block Group 1, Census Tract 12, Grays Harbor County, Washington",148600,"Block Group 1, Census Tract 12, Grays Harbor County, Washington",55620
"G53002700012002","2011-2015","WA",,,"Washington","53","Grays Harbor County","027",,,"001200","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530270012002",,,"Block Group 2, Census Tract 12, Grays Harbor County, Washington",68400,"Block Group 2, Census Tract 12, Grays Harbor County, Washington",17596
"G53002700012003","2011-2015","WA",,,"Washington","53","Grays Harbor County","027",,,"001200","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530270012003",,,"Block Group 3, Census Tract 12, Grays Harbor County, Washington",81300,"Block Group 3, Census Tract 12, Grays Harbor County, Washington",13864
"G53002700012004","2011-2015","WA",,,"Washington","53","Grays Harbor County","027",,,"001200","4",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530270012004",,,"Block Group 4, Census Tract 12, Grays Harbor County, Washington",120300,"Block Group 4, Census Tract 12, Grays Harbor County, Washington",29574
"G53002700012005","2011-2015","WA",,,"Washington","53","Grays Harbor County","027",,,"001200","5",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530270012005",,,"Block Group 5, Census Tract 12, Grays Harbor County, Washington",88400,"Block Group 5, Census Tract 12, Grays Harbor County, Washington",23802
"G53002700013001","2011-2015","WA",,,"Washington","53","Grays Harbor County","027",,,"001300","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530270013001",,,"Block Group 1, Census Tract 13, Grays Harbor County, Washington",131100,"Block Group 1, Census Tract 13, Grays Harbor County, Washington",17836
"G53002700013002","2011-2015","WA",,,"Washington","53","Grays Harbor County","027",,,"001300","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530270013002",,,"Block Group 2, Census Tract 13, Grays Harbor County, Washington",81300,"Block Group 2, Census Tract 13, Grays Harbor County, Washington",22030
"G53002700013003","2011-2015","WA",,,"Washington","53","Grays Harbor County","027",,,"001300","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530270013003",,,"Block Group 3, Census Tract 13, Grays Harbor County, Washington",103100,"Block Group 3, Census Tract 13, Grays Harbor County, Washington",32401
"G53002700013004","2011-2015","WA",,,"Washington","53","Grays Harbor County","027",,,"001300","4",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530270013004",,,"Block Group 4, Census Tract 13, Grays Harbor County, Washington",86500,"Block Group 4, Census Tract 13, Grays Harbor County, Washington",18139
"G53002700014001","2011-2015","WA",,,"Washington","53","Grays Harbor County","027",,,"001400","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530270014001",,,"Block Group 1, Census Tract 14, Grays Harbor County, Washington",127100,"Block Group 1, Census Tract 14, Grays Harbor County, Washington",25060
"G53002700014002","2011-2015","WA",,,"Washington","53","Grays Harbor County","027",,,"001400","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530270014002",,,"Block Group 2, Census Tract 14, Grays Harbor County, Washington",73900,"Block Group 2, Census Tract 14, Grays Harbor County, Washington",6955
"G53002700015001","2011-2015","WA",,,"Washington","53","Grays Harbor County","027",,,"001500","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530270015001",,,"Block Group 1, Census Tract 15, Grays Harbor County, Washington",106700,"Block Group 1, Census Tract 15, Grays Harbor County, Washington",19036
"G53002700015002","2011-2015","WA",,,"Washington","53","Grays Harbor County","027",,,"001500","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530270015002",,,"Block Group 2, Census Tract 15, Grays Harbor County, Washington",122600,"Block Group 2, Census Tract 15, Grays Harbor County, Washington",19573
"G53002700016001","2011-2015","WA",,,"Washington","53","Grays Harbor County","027",,,"001600","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530270016001",,,"Block Group 1, Census Tract 16, Grays Harbor County, Washington",160200,"Block Group 1, Census Tract 16, Grays Harbor County, Washington",17896
"G53002700016002","2011-2015","WA",,,"Washington","53","Grays Harbor County","027",,,"001600","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530270016002",,,"Block Group 2, Census Tract 16, Grays Harbor County, Washington",123200,"Block Group 2, Census Tract 16, Grays Harbor County, Washington",35041
"G53002700016003","2011-2015","WA",,,"Washington","53","Grays Harbor County","027",,,"001600","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530270016003",,,"Block Group 3, Census Tract 16, Grays Harbor County, Washington",,"Block Group 3, Census Tract 16, Grays Harbor County, Washington",
"G53002700016004","2011-2015","WA",,,"Washington","53","Grays Harbor County","027",,,"001600","4",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530270016004",,,"Block Group 4, Census Tract 16, Grays Harbor County, Washington",139600,"Block Group 4, Census Tract 16, Grays Harbor County, Washington",133355
"G53002709400001","2011-2015","WA",,,"Washington","53","Grays Harbor County","027",,,"940000","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530279400001",,,"Block Group 1, Census Tract 9400, Grays Harbor County, Washington",89200,"Block Group 1, Census Tract 9400, Grays Harbor County, Washington",6461
"G53002709900000","2011-2015","WA",,,"Washington","53","Grays Harbor County","027",,,"990000","0",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530279900000",,,"Block Group 0, Census Tract 9900, Grays Harbor County, Washington",,"Block Group 0, Census Tract 9900, Grays Harbor County, Washington",
"G53002909701001","2011-2015","WA",,,"Washington","53","Island County","029",,,"970100","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530299701001",,,"Block Group 1, Census Tract 9701, Island County, Washington",180600,"Block Group 1, Census Tract 9701, Island County, Washington",71230
"G53002909701002","2011-2015","WA",,,"Washington","53","Island County","029",,,"970100","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530299701002",,,"Block Group 2, Census Tract 9701, Island County, Washington",272200,"Block Group 2, Census Tract 9701, Island County, Washington",25960
"G53002909702001","2011-2015","WA",,,"Washington","53","Island County","029",,,"970200","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530299702001",,,"Block Group 1, Census Tract 9702, Island County, Washington",212500,"Block Group 1, Census Tract 9702, Island County, Washington",211712
"G53002909703001","2011-2015","WA",,,"Washington","53","Island County","029",,,"970300","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530299703001",,,"Block Group 1, Census Tract 9703, Island County, Washington",,"Block Group 1, Census Tract 9703, Island County, Washington",
"G53002909703002","2011-2015","WA",,,"Washington","53","Island County","029",,,"970300","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530299703002",,,"Block Group 2, Census Tract 9703, Island County, Washington",283500,"Block Group 2, Census Tract 9703, Island County, Washington",39007
"G53002909703003","2011-2015","WA",,,"Washington","53","Island County","029",,,"970300","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530299703003",,,"Block Group 3, Census Tract 9703, Island County, Washington",258300,"Block Group 3, Census Tract 9703, Island County, Washington",112149
"G53002909703004","2011-2015","WA",,,"Washington","53","Island County","029",,,"970300","4",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530299703004",,,"Block Group 4, Census Tract 9703, Island County, Washington",328900,"Block Group 4, Census Tract 9703, Island County, Washington",42616
"G53002909704001","2011-2015","WA",,,"Washington","53","Island County","029",,,"970400","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530299704001",,,"Block Group 1, Census Tract 9704, Island County, Washington",,"Block Group 1, Census Tract 9704, Island County, Washington",
"G53002909704002","2011-2015","WA",,,"Washington","53","Island County","029",,,"970400","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530299704002",,,"Block Group 2, Census Tract 9704, Island County, Washington",201400,"Block Group 2, Census Tract 9704, Island County, Washington",99757
"G53002909704003","2011-2015","WA",,,"Washington","53","Island County","029",,,"970400","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530299704003",,,"Block Group 3, Census Tract 9704, Island County, Washington",237800,"Block Group 3, Census Tract 9704, Island County, Washington",12540
"G53002909705001","2011-2015","WA",,,"Washington","53","Island County","029",,,"970500","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530299705001",,,"Block Group 1, Census Tract 9705, Island County, Washington",297600,"Block Group 1, Census Tract 9705, Island County, Washington",30489
"G53002909705002","2011-2015","WA",,,"Washington","53","Island County","029",,,"970500","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530299705002",,,"Block Group 2, Census Tract 9705, Island County, Washington",263500,"Block Group 2, Census Tract 9705, Island County, Washington",27803
"G53002909705003","2011-2015","WA",,,"Washington","53","Island County","029",,,"970500","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530299705003",,,"Block Group 3, Census Tract 9705, Island County, Washington",366100,"Block Group 3, Census Tract 9705, Island County, Washington",58293
"G53002909705004","2011-2015","WA",,,"Washington","53","Island County","029",,,"970500","4",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530299705004",,,"Block Group 4, Census Tract 9705, Island County, Washington",234100,"Block Group 4, Census Tract 9705, Island County, Washington",81694
"G53002909706011","2011-2015","WA",,,"Washington","53","Island County","029",,,"970601","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530299706011",,,"Block Group 1, Census Tract 9706.01, Island County, Washington",216900,"Block Group 1, Census Tract 9706.01, Island County, Washington",29242
"G53002909706012","2011-2015","WA",,,"Washington","53","Island County","029",,,"970601","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530299706012",,,"Block Group 2, Census Tract 9706.01, Island County, Washington",224300,"Block Group 2, Census Tract 9706.01, Island County, Washington",19414
"G53002909706013","2011-2015","WA",,,"Washington","53","Island County","029",,,"970601","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530299706013",,,"Block Group 3, Census Tract 9706.01, Island County, Washington",,"Block Group 3, Census Tract 9706.01, Island County, Washington",
"G53002909706021","2011-2015","WA",,,"Washington","53","Island County","029",,,"970602","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530299706021",,,"Block Group 1, Census Tract 9706.02, Island County, Washington",238500,"Block Group 1, Census Tract 9706.02, Island County, Washington",16647
"G53002909706022","2011-2015","WA",,,"Washington","53","Island County","029",,,"970602","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530299706022",,,"Block Group 2, Census Tract 9706.02, Island County, Washington",229500,"Block Group 2, Census Tract 9706.02, Island County, Washington",19633
"G53002909706023","2011-2015","WA",,,"Washington","53","Island County","029",,,"970602","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530299706023",,,"Block Group 3, Census Tract 9706.02, Island County, Washington",231900,"Block Group 3, Census Tract 9706.02, Island County, Washington",38269
"G53002909707001","2011-2015","WA",,,"Washington","53","Island County","029",,,"970700","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530299707001",,,"Block Group 1, Census Tract 9707, Island County, Washington",168900,"Block Group 1, Census Tract 9707, Island County, Washington",15854
"G53002909707002","2011-2015","WA",,,"Washington","53","Island County","029",,,"970700","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530299707002",,,"Block Group 2, Census Tract 9707, Island County, Washington",157800,"Block Group 2, Census Tract 9707, Island County, Washington",46355
"G53002909708001","2011-2015","WA",,,"Washington","53","Island County","029",,,"970800","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530299708001",,,"Block Group 1, Census Tract 9708, Island County, Washington",213700,"Block Group 1, Census Tract 9708, Island County, Washington",20793
"G53002909708002","2011-2015","WA",,,"Washington","53","Island County","029",,,"970800","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530299708002",,,"Block Group 2, Census Tract 9708, Island County, Washington",215500,"Block Group 2, Census Tract 9708, Island County, Washington",21929
"G53002909709001","2011-2015","WA",,,"Washington","53","Island County","029",,,"970900","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530299709001",,,"Block Group 1, Census Tract 9709, Island County, Washington",,"Block Group 1, Census Tract 9709, Island County, Washington",
"G53002909709002","2011-2015","WA",,,"Washington","53","Island County","029",,,"970900","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530299709002",,,"Block Group 2, Census Tract 9709, Island County, Washington",,"Block Group 2, Census Tract 9709, Island County, Washington",
"G53002909709003","2011-2015","WA",,,"Washington","53","Island County","029",,,"970900","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530299709003",,,"Block Group 3, Census Tract 9709, Island County, Washington",,"Block Group 3, Census Tract 9709, Island County, Washington",
"G53002909710001","2011-2015","WA",,,"Washington","53","Island County","029",,,"971000","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530299710001",,,"Block Group 1, Census Tract 9710, Island County, Washington",295300,"Block Group 1, Census Tract 9710, Island County, Washington",24054
"G53002909710002","2011-2015","WA",,,"Washington","53","Island County","029",,,"971000","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530299710002",,,"Block Group 2, Census Tract 9710, Island County, Washington",236000,"Block Group 2, Census Tract 9710, Island County, Washington",40806
"G53002909710003","2011-2015","WA",,,"Washington","53","Island County","029",,,"971000","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530299710003",,,"Block Group 3, Census Tract 9710, Island County, Washington",318500,"Block Group 3, Census Tract 9710, Island County, Washington",38201
"G53002909711001","2011-2015","WA",,,"Washington","53","Island County","029",,,"971100","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530299711001",,,"Block Group 1, Census Tract 9711, Island County, Washington",250700,"Block Group 1, Census Tract 9711, Island County, Washington",20494
"G53002909711002","2011-2015","WA",,,"Washington","53","Island County","029",,,"971100","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530299711002",,,"Block Group 2, Census Tract 9711, Island County, Washington",469900,"Block Group 2, Census Tract 9711, Island County, Washington",49494
"G53002909713001","2011-2015","WA",,,"Washington","53","Island County","029",,,"971300","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530299713001",,,"Block Group 1, Census Tract 9713, Island County, Washington",296800,"Block Group 1, Census Tract 9713, Island County, Washington",156099
"G53002909713002","2011-2015","WA",,,"Washington","53","Island County","029",,,"971300","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530299713002",,,"Block Group 2, Census Tract 9713, Island County, Washington",324800,"Block Group 2, Census Tract 9713, Island County, Washington",32118
"G53002909713003","2011-2015","WA",,,"Washington","53","Island County","029",,,"971300","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530299713003",,,"Block Group 3, Census Tract 9713, Island County, Washington",361000,"Block Group 3, Census Tract 9713, Island County, Washington",69551
"G53002909714001","2011-2015","WA",,,"Washington","53","Island County","029",,,"971400","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530299714001",,,"Block Group 1, Census Tract 9714, Island County, Washington",309300,"Block Group 1, Census Tract 9714, Island County, Washington",65764
"G53002909714002","2011-2015","WA",,,"Washington","53","Island County","029",,,"971400","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530299714002",,,"Block Group 2, Census Tract 9714, Island County, Washington",390300,"Block Group 2, Census Tract 9714, Island County, Washington",55744
"G53002909714003","2011-2015","WA",,,"Washington","53","Island County","029",,,"971400","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530299714003",,,"Block Group 3, Census Tract 9714, Island County, Washington",414100,"Block Group 3, Census Tract 9714, Island County, Washington",40848
"G53002909715001","2011-2015","WA",,,"Washington","53","Island County","029",,,"971500","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530299715001",,,"Block Group 1, Census Tract 9715, Island County, Washington",412200,"Block Group 1, Census Tract 9715, Island County, Washington",45671
"G53002909715002","2011-2015","WA",,,"Washington","53","Island County","029",,,"971500","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530299715002",,,"Block Group 2, Census Tract 9715, Island County, Washington",277600,"Block Group 2, Census Tract 9715, Island County, Washington",13871
"G53002909716001","2011-2015","WA",,,"Washington","53","Island County","029",,,"971600","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530299716001",,,"Block Group 1, Census Tract 9716, Island County, Washington",262700,"Block Group 1, Census Tract 9716, Island County, Washington",36561
"G53002909716002","2011-2015","WA",,,"Washington","53","Island County","029",,,"971600","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530299716002",,,"Block Group 2, Census Tract 9716, Island County, Washington",206100,"Block Group 2, Census Tract 9716, Island County, Washington",45328
